row_id,base_model,variant_id,model,dc_solution,rating,label,iteration,timestamp,source,condition_raw,condition5,bias_type,anchor_level,pair_id
gemma3_subject_matter_24_20250810_222713,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,24,2025-08-10T22:27:13Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.24
gemma3_subject_matter_25_20250810_223413,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,25,2025-08-10T22:34:13Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.25
gemma3_subject_matter_26_20250810_224021,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,26,2025-08-10T22:40:21Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.26
gemma3_subject_matter_27_20250810_224636,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,27,2025-08-10T22:46:36Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.27
gemma3_subject_matter_28_20250810_225424,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,28,2025-08-10T22:54:24Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.28
gemma3_subject_matter_29_20250810_225744,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,29,2025-08-10T22:57:44Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.29
gemma3_subject_matter_30_20250810_230508,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,30,2025-08-10T23:05:08Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.30
gemma3_subject_matter_31_20250810_231426,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,31,2025-08-10T23:14:26Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.31
gemma3_subject_matter_32_20250810_231748,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,32,2025-08-10T23:17:48Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.32
gemma3_subject_matter_33_20250810_232123,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,33,2025-08-10T23:21:23Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.33
gemma3_subject_matter_34_20250811_083200,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,34,2025-08-11T08:32:00Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.34
gemma3_subject_matter_35_20250811_083717,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,35,2025-08-11T08:37:17Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.35
gemma3_subject_matter_36_20250811_085341,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,36,2025-08-11T08:53:41Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.36
gemma3_subject_matter_37_20250811_085702,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,37,2025-08-11T08:57:02Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.37
gemma3_subject_matter_38_20250811_090151,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,38,2025-08-11T09:01:51Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.38
gemma3_subject_matter_39_20250811_091150,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,39,2025-08-11T09:11:50Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.39
gemma3_subject_matter_40_20250811_091525,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,40,2025-08-11T09:15:25Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.40
gemma3_subject_matter_41_20250811_092157,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,41,2025-08-11T09:21:57Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.41
gemma3_subject_matter_42_20250811_092705,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,42,2025-08-11T09:27:05Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.42
gemma3_subject_matter_43_20250811_093207,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,43,2025-08-11T09:32:07Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.43
gemma3_subject_matter_44_20250811_094047,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,44,2025-08-11T09:40:47Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.44
gemma3_subject_matter_45_20250811_094838,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,45,2025-08-11T09:48:38Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.45
gemma3_subject_matter_46_20250811_095213,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,46,2025-08-11T09:52:13Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.46
gemma3_subject_matter_47_20250811_100224,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,47,2025-08-11T10:02:24Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.47
gemma3_subject_matter_48_20250811_100825,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,48,2025-08-11T10:08:25Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.48
gemma3_subject_matter_49_20250811_101655,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,49,2025-08-11T10:16:55Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.49
BIAS_WORD_semiconductor_based_circuit_breaker_gemma3_subject_matter_00_20250818_223538,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,0,2025-08-18T22:35:38Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.0
BIAS_WORD_semiconductor_based_circuit_breaker_gemma3_subject_matter_01_20250818_223914,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,1,2025-08-18T22:39:14Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.1
BIAS_WORD_semiconductor_based_circuit_breaker_gemma3_subject_matter_02_20250818_224304,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,2,2025-08-18T22:43:04Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.2
BIAS_WORD_semiconductor_based_circuit_breaker_gemma3_subject_matter_03_20250818_224556,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,3,2025-08-18T22:45:56Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.3
BIAS_WORD_semiconductor_based_circuit_breaker_gemma3_subject_matter_04_20250818_225005,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,4,2025-08-18T22:50:05Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.4
BIAS_WORD_semiconductor_based_circuit_breaker_gemma3_subject_matter_05_20250818_225303,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,5,2025-08-18T22:53:03Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.5
BIAS_WORD_semiconductor_based_circuit_breaker_gemma3_subject_matter_06_20250818_225631,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,6,2025-08-18T22:56:31Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.6
BIAS_WORD_semiconductor_based_circuit_breaker_gemma3_subject_matter_07_20250818_230006,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,7,2025-08-18T23:00:06Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.7
BIAS_WORD_semiconductor_based_circuit_breaker_gemma3_subject_matter_08_20250818_231154,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,8,2025-08-18T23:11:54Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.8
BIAS_WORD_semiconductor_based_circuit_breaker_gemma3_subject_matter_09_20250818_231554,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,9,2025-08-18T23:15:54Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.9
BIAS_EXAMPLE_semiconductor_based_circuit_breaker_gemma3_subject_matter_00_20250817_231653,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,0,2025-08-17T23:16:53Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.0
BIAS_EXAMPLE_semiconductor_based_circuit_breaker_gemma3_subject_matter_01_20250817_232948,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,1,2025-08-17T23:29:48Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.1
BIAS_EXAMPLE_semiconductor_based_circuit_breaker_gemma3_subject_matter_02_20250818_190355,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,2,2025-08-18T19:03:55Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.2
BIAS_EXAMPLE_semiconductor_based_circuit_breaker_gemma3_subject_matter_03_20250818_212619,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,3,2025-08-18T21:26:19Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.3
BIAS_EXAMPLE_semiconductor_based_circuit_breaker_gemma3_subject_matter_04_20250818_212944,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,4,2025-08-18T21:29:44Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.4
BIAS_EXAMPLE_semiconductor_based_circuit_breaker_gemma3_subject_matter_05_20250818_213404,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,5,2025-08-18T21:34:04Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.5
BIAS_EXAMPLE_semiconductor_based_circuit_breaker_gemma3_subject_matter_06_20250818_214721,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,6,2025-08-18T21:47:21Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.6
BIAS_EXAMPLE_semiconductor_based_circuit_breaker_gemma3_subject_matter_07_20250818_221147,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,7,2025-08-18T22:11:47Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.7
BIAS_EXAMPLE_semiconductor_based_circuit_breaker_gemma3_subject_matter_08_20250818_221547,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,8,2025-08-18T22:15:47Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.8
BIAS_EXAMPLE_semiconductor_based_circuit_breaker_gemma3_subject_matter_09_20250818_222141,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,9,2025-08-18T22:21:41Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.9
BIAS_NUM_LOW_semiconductor_based_circuit_breaker_gemma3_subject_matter_00_20250817_222713,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,0,2025-08-17T22:27:13Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.0
BIAS_NUM_LOW_semiconductor_based_circuit_breaker_gemma3_subject_matter_01_20250817_223140,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,1,2025-08-17T22:31:40Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.1
BIAS_NUM_LOW_semiconductor_based_circuit_breaker_gemma3_subject_matter_02_20250817_223603,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,2,2025-08-17T22:36:03Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.2
BIAS_NUM_LOW_semiconductor_based_circuit_breaker_gemma3_subject_matter_03_20250817_223951,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,3,2025-08-17T22:39:51Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.3
BIAS_NUM_LOW_semiconductor_based_circuit_breaker_gemma3_subject_matter_04_20250817_225052,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,4,2025-08-17T22:50:52Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.4
BIAS_NUM_LOW_semiconductor_based_circuit_breaker_gemma3_subject_matter_05_20250817_225445,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,5,2025-08-17T22:54:45Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.5
BIAS_NUM_LOW_semiconductor_based_circuit_breaker_gemma3_subject_matter_06_20250817_225810,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,6,2025-08-17T22:58:10Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.6
BIAS_NUM_LOW_semiconductor_based_circuit_breaker_gemma3_subject_matter_07_20250817_230146,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,7,2025-08-17T23:01:46Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.7
BIAS_NUM_LOW_semiconductor_based_circuit_breaker_gemma3_subject_matter_08_20250817_230550,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,8,2025-08-17T23:05:50Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.8
BIAS_NUM_LOW_semiconductor_based_circuit_breaker_gemma3_subject_matter_09_20250817_230905,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,9,2025-08-17T23:09:05Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.9
BIAS_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject_matter_00_20250817_214737,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,0,2025-08-17T21:47:37Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.0
BIAS_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject_matter_01_20250817_215131,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,1,2025-08-17T21:51:31Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.1
BIAS_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject_matter_02_20250817_215532,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,2,2025-08-17T21:55:32Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.2
BIAS_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject_matter_03_20250817_215904,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,3,2025-08-17T21:59:04Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.3
BIAS_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject_matter_04_20250817_220321,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,4,2025-08-17T22:03:21Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.4
BIAS_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject_matter_05_20250817_220706,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,5,2025-08-17T22:07:06Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.5
BIAS_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject_matter_06_20250817_221122,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,6,2025-08-17T22:11:22Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.6
BIAS_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject_matter_07_20250817_221540,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,7,2025-08-17T22:15:40Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.7
BIAS_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject_matter_08_20250817_221912,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,8,2025-08-17T22:19:12Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.8
BIAS_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject_matter_09_20250817_222324,gemma3,gemma3_subject_matter,subject_matter,Semiconductor-based circuit breaker,4,Very important,9,2025-08-17T22:23:24Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_subject_matter.Semiconductor-based circuit breaker.9
gemma3_subject_matter_00_20250812_111954,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,0,2025-08-12T11:19:54Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.0
gemma3_subject_matter_01_20250812_114408,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,1,2025-08-12T11:44:08Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.1
gemma3_subject_matter_02_20250812_115122,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,2,2025-08-12T11:51:22Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.2
gemma3_subject_matter_03_20250812_121442,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,3,2025-08-12T12:14:42Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.3
gemma3_subject_matter_04_20250812_121936,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,4,2025-08-12T12:19:36Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.4
gemma3_subject_matter_05_20250812_123552,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,5,2025-08-12T12:35:52Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.5
gemma3_subject_matter_06_20250812_125322,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,6,2025-08-12T12:53:22Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.6
gemma3_subject_matter_07_20250812_135959,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,7,2025-08-12T13:59:59Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.7
gemma3_subject_matter_08_20250812_140754,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,8,2025-08-12T14:07:54Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.8
gemma3_subject_matter_09_20250812_141302,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,9,2025-08-12T14:13:02Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.9
gemma3_subject_matter_10_20250812_141826,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,10,2025-08-12T14:18:26Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.10
gemma3_subject_matter_11_20250812_142456,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,11,2025-08-12T14:24:56Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.11
gemma3_subject_matter_12_20250812_143508,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,12,2025-08-12T14:35:08Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.12
gemma3_subject_matter_13_20250812_150637,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,13,2025-08-12T15:06:37Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.13
gemma3_subject_matter_14_20250812_151943,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,14,2025-08-12T15:19:43Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.14
gemma3_subject_matter_15_20250812_155448,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,15,2025-08-12T15:54:48Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.15
gemma3_subject_matter_16_20250812_161403,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,16,2025-08-12T16:14:03Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.16
gemma3_subject_matter_17_20250812_162145,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,17,2025-08-12T16:21:45Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.17
gemma3_subject_matter_18_20250812_162805,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,18,2025-08-12T16:28:05Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.18
gemma3_subject_matter_19_20250812_170854,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,19,2025-08-12T17:08:54Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.19
gemma3_subject_matter_20_20250812_171355,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,20,2025-08-12T17:13:55Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.20
gemma3_subject_matter_21_20250812_172156,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,21,2025-08-12T17:21:56Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.21
gemma3_subject_matter_22_20250812_172639,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,22,2025-08-12T17:26:39Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.22
gemma3_subject_matter_23_20250812_174310,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,23,2025-08-12T17:43:10Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.23
gemma3_subject_matter_24_20250812_175655,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,24,2025-08-12T17:56:55Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_subject_matter.Smart and sustainable DC cables.24
