prior_name,effect_prior_sd,base_model,comparison,rating,n_observed,observed_proportion,predicted_mean,predicted_median,predicted_l95,predicted_u95,observed_within_predictive_95,absolute_difference
weak,2.5,mistral,CONTEXT,2,150,0,0.004140000000000002,0,0,0.02666666666666667,TRUE,0
weak,2.5,mistral,CONTEXT,3,150,1,0.98592,0.9866666666666667,0.96,1,TRUE,0.013333333333333308
weak,2.5,mistral,CONTEXT,4,150,0,0.004793333333333334,0,0,0.02,TRUE,0
weak,2.5,phi4,ANCHOR_EXAMPLE,1,30,0,0.006966666666666667,0,0,0.06666666666666667,TRUE,0
weak,2.5,phi4,ANCHOR_EXAMPLE,2,30,0,0.0039000000000000037,0,0,0.03333333333333333,TRUE,0
weak,2.5,phi4,ANCHOR_EXAMPLE,3,30,1,0.9804,1,0.9,1,TRUE,0
weak,2.5,phi4,ANCHOR_EXAMPLE,4,30,0,0.008733333333333336,0,0,0.06666666666666667,TRUE,0
weak,2.5,phi4,ANCHOR_NUM_HIGH,1,30,0,0.006099999999999998,0,0,0.06666666666666667,TRUE,0
weak,2.5,phi4,ANCHOR_NUM_HIGH,2,30,0,0.004600000000000002,0,0,0.03416666666666591,TRUE,0
weak,2.5,phi4,ANCHOR_NUM_HIGH,3,30,1,0.9810666666666666,1,0.9,1,TRUE,0
weak,2.5,phi4,ANCHOR_NUM_HIGH,4,30,0,0.008233333333333336,0,0,0.06666666666666667,TRUE,0
weak,2.5,phi4,ANCHOR_NUM_LOW,1,30,0,0.007366666666666672,0,0,0.06666666666666667,TRUE,0
weak,2.5,phi4,ANCHOR_NUM_LOW,2,30,0,0.004733333333333337,0,0,0.03333333333333333,TRUE,0
weak,2.5,phi4,ANCHOR_NUM_LOW,3,30,1,0.9786333333333334,1,0.9,1,TRUE,0
weak,2.5,phi4,ANCHOR_NUM_LOW,4,30,0,0.00926666666666667,0,0,0.06666666666666667,TRUE,0
weak,2.5,phi4,ANCHOR_WORD,1,30,0,0.006333333333333332,0,0,0.06666666666666667,TRUE,0
weak,2.5,phi4,ANCHOR_WORD,2,30,0,0.004299999999999996,0,0,0.03333333333333333,TRUE,0
weak,2.5,phi4,ANCHOR_WORD,3,30,1,0.9810666666666666,1,0.9,1,TRUE,0
weak,2.5,phi4,ANCHOR_WORD,4,30,0,0.008300000000000005,0,0,0.06666666666666667,TRUE,0
weak,2.5,phi4,CONTEXT,1,150,0,0.005366666666666669,0,0,0.02666666666666667,TRUE,0
weak,2.5,phi4,CONTEXT,2,150,0,0.0037933333333333317,0,0,0.02,TRUE,0
weak,2.5,phi4,CONTEXT,3,150,1,0.98742,0.9866666666666667,0.9666666666666667,1,TRUE,0.013333333333333308
weak,2.5,phi4,CONTEXT,4,150,0,0.003420000000000001,0,0,0.02,TRUE,0
