prior_name,effect_prior_sd,base_model,dc_solution,base_solution,anchor_type,comparison,response_pattern,context_probability_median,context_probability_l95,context_probability_u95,anchor_probability_median,anchor_probability_l95,anchor_probability_u95,difference_median,difference_l95,difference_u95,posterior_probability_difference_gt_0,posterior_probability_difference_lt_0,conclusion
primary,1.5,phi4,LVAC-LVDC interlink converter,phi4__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.8434090517763267,0.7826259857320697,0.8932751013006783,0.9762584690585494,0.8967373019541072,0.9972283691618292,0.12891856054251083,0.047070512457227105,0.1964810131571546,0.99525,0.00475,greater upper-end concentration under Anchor
primary,1.5,phi4,Network design tool for DC solutions,phi4__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9900188551009722,0.9719314686667604,0.9972241267442716,0.9613579111896211,0.8663564785105675,0.9940515657622964,-0.02706200767901029,-0.12133725305186435,0.0064301055044233635,0.07775,0.92225,uncertain
primary,1.5,phi4,Network design tool for DC solutions,phi4__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9900188551009722,0.9719314686667604,0.9972241267442716,0.9946928877193483,0.9536594191404925,0.9996890924654129,0.003765097257126926,-0.03283941807605158,0.020880134016355755,0.694375,0.305625,uncertain
primary,1.5,phi4,Protection DC system design tool,phi4__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9890758971349374,0.9698035557477517,0.9968430745484185,0.9810401487934686,0.9081857883978862,0.9982076032088022,-0.007251259631040563,-0.07796591108486728,0.014531523180185227,0.30375,0.69625,uncertain
primary,1.5,phi4,Protection DC system design tool,phi4__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9890758971349374,0.9698035557477517,0.9968430745484185,0.9943238394628899,0.9524875063378607,0.9996331805148251,0.004037230550414828,-0.03290293218830123,0.022045957601086328,0.706875,0.293125,uncertain
primary,1.5,phi4,Semiconductor-based circuit breaker,phi4__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9962676423360206,0.9839869429454248,0.9995501650011082,0.9975191153032772,0.9687095040898694,0.99991276416089,6.480838312901693e-4,-0.023913015888897354,0.010348239605809129,0.597375,0.402625,uncertain
primary,1.5,phi4,Semiconductor-based circuit breaker,phi4__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9962676423360206,0.9839869429454248,0.9995501650011082,0.9974204276492951,0.9701421987498394,0.9998984203144952,6.446556967363293e-4,-0.022172633558695556,0.010449195822433215,0.602,0.398,uncertain
primary,1.5,phi4,Smart and sustainable DC cables,phi4__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9874581498106669,0.9668797913462074,0.9960157703715916,0.9935870769492214,0.9506554799583816,0.9995234806553951,0.005085432829326886,-0.033077136579575755,0.02473644573808963,0.717125,0.282875,uncertain
primary,1.5,phi4,Smart and sustainable DC cables,phi4__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9874581498106669,0.9668797913462074,0.9960157703715916,0.9935714495041388,0.9523548182203274,0.9995951898393828,0.005022058450809219,-0.0331054031880904,0.024789263817310517,0.717,0.283,uncertain
primary,1.5,phi4,Solid-state circuit breaker,phi4__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9962923348436281,0.984348036003422,0.9995212206477416,0.9974465647209564,0.9703010224693631,0.9999001443677988,6.240899620548745e-4,-0.022834006482322776,0.010132480871695396,0.610625,0.389375,uncertain
primary,1.5,phi4,Solid-state circuit breaker,phi4__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9962923348436281,0.984348036003422,0.9995212206477416,0.9974848860251005,0.9678059353697762,0.9999057556949001,6.164977316770459e-4,-0.02535773134286393,0.010189988733239749,0.606375,0.393625,uncertain
primary,1.5,phi4,Static protection system,phi4__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9962911062622051,0.9841949577967082,0.9995247910117462,0.99744565452686,0.969059384898091,0.9999048579041279,6.408051406479598e-4,-0.02321836694090723,0.010332079247679796,0.602875,0.397125,uncertain
primary,1.5,phi4,Static protection system,phi4__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9962911062622051,0.9841949577967082,0.9995247910117462,0.997503665593068,0.9678718888085601,0.9999090341306993,6.881486631906686e-4,-0.02467309862310606,0.010678977734668785,0.605125,0.394875,uncertain
