row_id,source,base_model,variant_id,model,barrier_id,barrier_label,iteration,timestamp,condition
subject_matter_gemma312b_46_b7,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,7,incompatibility of DC systems components,46.0,20250628_142535,ZEROSHOT
subject_matter_gemma312b_46_b9,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,9,lack of enough trained personnel in DC systems,46.0,20250628_142535,ZEROSHOT
subject_matter_gemma312b_47_b1,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,1,"power losses, quality and safety issues",47.0,20250628_142731,ZEROSHOT
subject_matter_gemma312b_47_b11,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,11,high costs of DC solutions,47.0,20250628_142731,ZEROSHOT
subject_matter_gemma312b_47_b4,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",47.0,20250628_142731,ZEROSHOT
subject_matter_gemma312b_47_b7,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,7,incompatibility of DC systems components,47.0,20250628_142731,ZEROSHOT
subject_matter_gemma312b_47_b9,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,9,lack of enough trained personnel in DC systems,47.0,20250628_142731,ZEROSHOT
subject_matter_gemma312b_48_b1,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,1,"power losses, quality and safety issues",48.0,20250628_142918,ZEROSHOT
subject_matter_gemma312b_48_b11,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,11,high costs of DC solutions,48.0,20250628_142918,ZEROSHOT
subject_matter_gemma312b_48_b4,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",48.0,20250628_142918,ZEROSHOT
subject_matter_gemma312b_48_b7,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,7,incompatibility of DC systems components,48.0,20250628_142918,ZEROSHOT
subject_matter_gemma312b_48_b9,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,9,lack of enough trained personnel in DC systems,48.0,20250628_142918,ZEROSHOT
subject_matter_gemma312b_49_b1,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,1,"power losses, quality and safety issues",49.0,20250628_143212,ZEROSHOT
subject_matter_gemma312b_49_b11,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,11,high costs of DC solutions,49.0,20250628_143212,ZEROSHOT
subject_matter_gemma312b_49_b4,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",49.0,20250628_143212,ZEROSHOT
subject_matter_gemma312b_49_b7,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,7,incompatibility of DC systems components,49.0,20250628_143212,ZEROSHOT
subject_matter_gemma312b_49_b9,llm,gemma3-12b,subject_matter_gemma312b,subject_matter,9,lack of enough trained personnel in DC systems,49.0,20250628_143212,ZEROSHOT
generalist2_llamapro_00_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",0.0,20250630_232042,ZEROSHOT
generalist2_llamapro_00_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,0.0,20250630_232042,ZEROSHOT
generalist2_llamapro_00_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,0.0,20250630_232042,ZEROSHOT
generalist2_llamapro_00_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",0.0,20250630_232042,ZEROSHOT
generalist2_llamapro_00_b5,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,0.0,20250630_232042,ZEROSHOT
generalist2_llamapro_01_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",1.0,20250630_232242,ZEROSHOT
generalist2_llamapro_01_b2,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,1.0,20250630_232242,ZEROSHOT
generalist2_llamapro_01_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",1.0,20250630_232242,ZEROSHOT
generalist2_llamapro_01_b4,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,1.0,20250630_232242,ZEROSHOT
generalist2_llamapro_01_b5,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,1.0,20250630_232242,ZEROSHOT
generalist2_llamapro_02_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",2.0,20250630_232354,ZEROSHOT
generalist2_llamapro_02_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,2.0,20250630_232354,ZEROSHOT
generalist2_llamapro_02_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,2.0,20250630_232354,ZEROSHOT
generalist2_llamapro_02_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",2.0,20250630_232354,ZEROSHOT
generalist2_llamapro_02_b5,llm,llama-pro,generalist2_llamapro,generalist2,11,high costs of DC solutions,2.0,20250630_232354,ZEROSHOT
generalist2_llamapro_03_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",3.0,20250630_232501,ZEROSHOT
generalist2_llamapro_03_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,3.0,20250630_232501,ZEROSHOT
generalist2_llamapro_03_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,3.0,20250630_232501,ZEROSHOT
generalist2_llamapro_03_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",3.0,20250630_232501,ZEROSHOT
generalist2_llamapro_03_b5,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,3.0,20250630_232501,ZEROSHOT
generalist2_llamapro_04_b1,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,4.0,20250630_232627,ZEROSHOT
generalist2_llamapro_04_b2,llm,llama-pro,generalist2_llamapro,generalist2,7,incompatibility of DC systems components,4.0,20250630_232627,ZEROSHOT
generalist2_llamapro_04_b3,llm,llama-pro,generalist2_llamapro,generalist2,11,high costs of DC solutions,4.0,20250630_232627,ZEROSHOT
generalist2_llamapro_04_b4,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,4.0,20250630_232627,ZEROSHOT
generalist2_llamapro_04_b5,llm,llama-pro,generalist2_llamapro,generalist2,10,uncertain regulatory roadmap,4.0,20250630_232627,ZEROSHOT
generalist2_llamapro_05_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",5.0,20250630_232802,ZEROSHOT
generalist2_llamapro_05_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,5.0,20250630_232802,ZEROSHOT
generalist2_llamapro_05_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,5.0,20250630_232802,ZEROSHOT
generalist2_llamapro_05_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",5.0,20250630_232802,ZEROSHOT
generalist2_llamapro_05_b5,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,5.0,20250630_232802,ZEROSHOT
generalist2_llamapro_06_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",6.0,20250630_233106,ZEROSHOT
generalist2_llamapro_06_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,6.0,20250630_233106,ZEROSHOT
generalist2_llamapro_06_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",6.0,20250630_233106,ZEROSHOT
generalist2_llamapro_06_b4,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,6.0,20250630_233106,ZEROSHOT
generalist2_llamapro_06_b5,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,6.0,20250630_233106,ZEROSHOT
generalist2_llamapro_07_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",7.0,20250630_233449,ZEROSHOT
generalist2_llamapro_07_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,7.0,20250630_233449,ZEROSHOT
generalist2_llamapro_07_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,7.0,20250630_233449,ZEROSHOT
generalist2_llamapro_07_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",7.0,20250630_233449,ZEROSHOT
generalist2_llamapro_07_b5,llm,llama-pro,generalist2_llamapro,generalist2,11,high costs of DC solutions,7.0,20250630_233449,ZEROSHOT
generalist2_llamapro_08_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",8.0,20250630_233745,ZEROSHOT
generalist2_llamapro_08_b2,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,8.0,20250630_233745,ZEROSHOT
generalist2_llamapro_08_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",8.0,20250630_233745,ZEROSHOT
generalist2_llamapro_08_b4,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,8.0,20250630_233745,ZEROSHOT
generalist2_llamapro_08_b5,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,8.0,20250630_233745,ZEROSHOT
generalist2_llamapro_09_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",9.0,20250630_233916,ZEROSHOT
generalist2_llamapro_09_b2,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",9.0,20250630_233916,ZEROSHOT
generalist2_llamapro_09_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,9.0,20250630_233916,ZEROSHOT
generalist2_llamapro_09_b4,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,9.0,20250630_233916,ZEROSHOT
generalist2_llamapro_09_b5,llm,llama-pro,generalist2_llamapro,generalist2,7,incompatibility of DC systems components,9.0,20250630_233916,ZEROSHOT
generalist2_llamapro_10_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",10.0,20250630_234021,ZEROSHOT
generalist2_llamapro_10_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,10.0,20250630_234021,ZEROSHOT
generalist2_llamapro_10_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",10.0,20250630_234021,ZEROSHOT
generalist2_llamapro_10_b4,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,10.0,20250630_234021,ZEROSHOT
generalist2_llamapro_10_b5,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,10.0,20250630_234021,ZEROSHOT
generalist2_llamapro_11_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",11.0,20250630_234139,ZEROSHOT
generalist2_llamapro_11_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,11.0,20250630_234139,ZEROSHOT
generalist2_llamapro_11_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",11.0,20250630_234139,ZEROSHOT
generalist2_llamapro_11_b4,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,11.0,20250630_234139,ZEROSHOT
generalist2_llamapro_11_b5,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,11.0,20250630_234139,ZEROSHOT
generalist2_llamapro_12_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",12.0,20250630_235034,ZEROSHOT
generalist2_llamapro_12_b2,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,12.0,20250630_235034,ZEROSHOT
generalist2_llamapro_12_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",12.0,20250630_235034,ZEROSHOT
generalist2_llamapro_12_b4,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,12.0,20250630_235034,ZEROSHOT
generalist2_llamapro_12_b5,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,12.0,20250630_235034,ZEROSHOT
generalist2_llamapro_13_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",13.0,20250630_235207,ZEROSHOT
generalist2_llamapro_13_b2,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,13.0,20250630_235207,ZEROSHOT
generalist2_llamapro_13_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",13.0,20250630_235207,ZEROSHOT
generalist2_llamapro_13_b4,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,13.0,20250630_235207,ZEROSHOT
generalist2_llamapro_13_b5,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,13.0,20250630_235207,ZEROSHOT
generalist2_llamapro_14_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",14.0,20250630_235451,ZEROSHOT
generalist2_llamapro_14_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,14.0,20250630_235451,ZEROSHOT
generalist2_llamapro_14_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,14.0,20250630_235451,ZEROSHOT
generalist2_llamapro_14_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",14.0,20250630_235451,ZEROSHOT
generalist2_llamapro_14_b5,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,14.0,20250630_235451,ZEROSHOT
generalist2_llamapro_15_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",15.0,20250630_235637,ZEROSHOT
generalist2_llamapro_15_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,15.0,20250630_235637,ZEROSHOT
generalist2_llamapro_15_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,15.0,20250630_235637,ZEROSHOT
generalist2_llamapro_15_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",15.0,20250630_235637,ZEROSHOT
generalist2_llamapro_15_b5,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,15.0,20250630_235637,ZEROSHOT
generalist2_llamapro_16_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",16.0,20250630_235919,ZEROSHOT
generalist2_llamapro_16_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,16.0,20250630_235919,ZEROSHOT
generalist2_llamapro_16_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,16.0,20250630_235919,ZEROSHOT
generalist2_llamapro_16_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",16.0,20250630_235919,ZEROSHOT
generalist2_llamapro_16_b5,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,16.0,20250630_235919,ZEROSHOT
generalist2_llamapro_17_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",17.0,20250701_000018,ZEROSHOT
generalist2_llamapro_17_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,17.0,20250701_000018,ZEROSHOT
generalist2_llamapro_17_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,17.0,20250701_000018,ZEROSHOT
generalist2_llamapro_17_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",17.0,20250701_000018,ZEROSHOT
generalist2_llamapro_17_b5,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,17.0,20250701_000018,ZEROSHOT
generalist2_llamapro_18_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",18.0,20250701_000359,ZEROSHOT
generalist2_llamapro_18_b10,llm,llama-pro,generalist2_llamapro,generalist2,11,high costs of DC solutions,18.0,20250701_000359,ZEROSHOT
generalist2_llamapro_18_b2,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,18.0,20250701_000359,ZEROSHOT
generalist2_llamapro_18_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",18.0,20250701_000359,ZEROSHOT
generalist2_llamapro_18_b4,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,18.0,20250701_000359,ZEROSHOT
generalist2_llamapro_19_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",19.0,20250701_000505,ZEROSHOT
generalist2_llamapro_19_b2,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,19.0,20250701_000505,ZEROSHOT
generalist2_llamapro_19_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",19.0,20250701_000505,ZEROSHOT
generalist2_llamapro_19_b4,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,19.0,20250701_000505,ZEROSHOT
generalist2_llamapro_19_b5,llm,llama-pro,generalist2_llamapro,generalist2,7,incompatibility of DC systems components,19.0,20250701_000505,ZEROSHOT
generalist2_llamapro_20_b1,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,20.0,20250701_000706,ZEROSHOT
generalist2_llamapro_20_b2,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",20.0,20250701_000706,ZEROSHOT
generalist2_llamapro_20_b3,llm,llama-pro,generalist2_llamapro,generalist2,11,high costs of DC solutions,20.0,20250701_000706,ZEROSHOT
generalist2_llamapro_20_b4,llm,llama-pro,generalist2_llamapro,generalist2,7,incompatibility of DC systems components,20.0,20250701_000706,ZEROSHOT
generalist2_llamapro_20_b5,llm,llama-pro,generalist2_llamapro,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,20.0,20250701_000706,ZEROSHOT
generalist2_llamapro_21_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",21.0,20250701_000807,ZEROSHOT
generalist2_llamapro_21_b2,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",21.0,20250701_000807,ZEROSHOT
generalist2_llamapro_21_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,21.0,20250701_000807,ZEROSHOT
generalist2_llamapro_21_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",21.0,20250701_000807,ZEROSHOT
generalist2_llamapro_21_b5,llm,llama-pro,generalist2_llamapro,generalist2,11,high costs of DC solutions,21.0,20250701_000807,ZEROSHOT
generalist2_llamapro_22_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",22.0,20250701_001107,ZEROSHOT
generalist2_llamapro_22_b2,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,22.0,20250701_001107,ZEROSHOT
generalist2_llamapro_22_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",22.0,20250701_001107,ZEROSHOT
generalist2_llamapro_22_b4,llm,llama-pro,generalist2_llamapro,generalist2,7,incompatibility of DC systems components,22.0,20250701_001107,ZEROSHOT
generalist2_llamapro_22_b5,llm,llama-pro,generalist2_llamapro,generalist2,11,high costs of DC solutions,22.0,20250701_001107,ZEROSHOT
generalist2_llamapro_23_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",23.0,20250701_001334,ZEROSHOT
generalist2_llamapro_23_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,23.0,20250701_001334,ZEROSHOT
generalist2_llamapro_23_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",23.0,20250701_001334,ZEROSHOT
generalist2_llamapro_23_b4,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,23.0,20250701_001334,ZEROSHOT
generalist2_llamapro_23_b5,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,23.0,20250701_001334,ZEROSHOT
generalist2_llamapro_24_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",24.0,20250701_001438,ZEROSHOT
generalist2_llamapro_24_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,24.0,20250701_001438,ZEROSHOT
generalist2_llamapro_24_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,24.0,20250701_001438,ZEROSHOT
generalist2_llamapro_24_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",24.0,20250701_001438,ZEROSHOT
generalist2_llamapro_24_b5,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,24.0,20250701_001438,ZEROSHOT
generalist2_llamapro_25_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",25.0,20250701_001616,ZEROSHOT
generalist2_llamapro_25_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,25.0,20250701_001616,ZEROSHOT
generalist2_llamapro_25_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,25.0,20250701_001616,ZEROSHOT
generalist2_llamapro_25_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",25.0,20250701_001616,ZEROSHOT
generalist2_llamapro_25_b5,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,25.0,20250701_001616,ZEROSHOT
generalist2_llamapro_26_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",26.0,20250701_001709,ZEROSHOT
generalist2_llamapro_26_b2,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,26.0,20250701_001709,ZEROSHOT
generalist2_llamapro_26_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",26.0,20250701_001709,ZEROSHOT
generalist2_llamapro_26_b4,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,26.0,20250701_001709,ZEROSHOT
generalist2_llamapro_26_b5,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,26.0,20250701_001709,ZEROSHOT
generalist2_llamapro_27_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",27.0,20250701_001806,ZEROSHOT
generalist2_llamapro_27_b2,llm,llama-pro,generalist2_llamapro,generalist2,2,reduced reliability in DC devices,27.0,20250701_001806,ZEROSHOT
generalist2_llamapro_27_b3,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,27.0,20250701_001806,ZEROSHOT
generalist2_llamapro_27_b4,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",27.0,20250701_001806,ZEROSHOT
generalist2_llamapro_27_b5,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,27.0,20250701_001806,ZEROSHOT
generalist2_llamapro_28_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",28.0,20250701_002023,ZEROSHOT
generalist2_llamapro_28_b2,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,28.0,20250701_002023,ZEROSHOT
generalist2_llamapro_28_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",28.0,20250701_002023,ZEROSHOT
generalist2_llamapro_28_b4,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,28.0,20250701_002023,ZEROSHOT
generalist2_llamapro_28_b5,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,28.0,20250701_002023,ZEROSHOT
generalist2_llamapro_29_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",29.0,20250701_002157,ZEROSHOT
generalist2_llamapro_29_b2,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,29.0,20250701_002157,ZEROSHOT
generalist2_llamapro_29_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",29.0,20250701_002157,ZEROSHOT
generalist2_llamapro_29_b4,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,29.0,20250701_002157,ZEROSHOT
generalist2_llamapro_29_b5,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,29.0,20250701_002157,ZEROSHOT
generalist2_llamapro_30_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",30.0,20250701_002745,ZEROSHOT
generalist2_llamapro_30_b2,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,30.0,20250701_002745,ZEROSHOT
generalist2_llamapro_30_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",30.0,20250701_002745,ZEROSHOT
generalist2_llamapro_30_b4,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,30.0,20250701_002745,ZEROSHOT
generalist2_llamapro_30_b5,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,30.0,20250701_002745,ZEROSHOT
generalist2_llamapro_31_b1,llm,llama-pro,generalist2_llamapro,generalist2,1,"power losses, quality and safety issues",31.0,20250701_003131,ZEROSHOT
generalist2_llamapro_31_b2,llm,llama-pro,generalist2_llamapro,generalist2,3,lack of use-cases in which DC is advantageous,31.0,20250701_003131,ZEROSHOT
generalist2_llamapro_31_b3,llm,llama-pro,generalist2_llamapro,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",31.0,20250701_003131,ZEROSHOT
generalist2_llamapro_31_b4,llm,llama-pro,generalist2_llamapro,generalist2,5,lack of pilot projects,31.0,20250701_003131,ZEROSHOT
generalist2_llamapro_31_b5,llm,llama-pro,generalist2_llamapro,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,31.0,20250701_003131,ZEROSHOT
