row_id,base_model,variant_id,model,barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,iteration,timestamp
normative_gemma312b_11_b2,gemma3-12b,normative_gemma312b,normative,2,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,11,20250628_130813
normative_gemma312b_11_b3,gemma3-12b,normative_gemma312b,normative,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,11,20250628_130813
normative_gemma312b_11_b4,gemma3-12b,normative_gemma312b,normative,4,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,11,20250628_130813
normative_gemma312b_11_b5,gemma3-12b,normative_gemma312b,normative,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,11,20250628_130813
normative2_gemma312b_11_b1,gemma3-12b,normative2_gemma312b,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,11,20250628_130813
normative2_gemma312b_11_b4,gemma3-12b,normative2_gemma312b,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,11,20250628_130813
normative2_gemma312b_11_b8,gemma3-12b,normative2_gemma312b,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,11,20250628_130813
normative2_gemma312b_11_b9,gemma3-12b,normative2_gemma312b,normative2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,11,20250628_130813
normative2_gemma312b_11_b11,gemma3-12b,normative2_gemma312b,normative2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,11,20250628_130813
subject_matter_gemma312b_11_b1,gemma3-12b,subject_matter_gemma312b,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,11,20250628_130813
subject_matter_gemma312b_11_b2,gemma3-12b,subject_matter_gemma312b,subject_matter,2,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,11,20250628_130813
subject_matter_gemma312b_11_b3,gemma3-12b,subject_matter_gemma312b,subject_matter,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,11,20250628_130813
subject_matter_gemma312b_11_b4,gemma3-12b,subject_matter_gemma312b,subject_matter,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,11,20250628_130813
subject_matter_gemma312b_11_b5,gemma3-12b,subject_matter_gemma312b,subject_matter,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,11,20250628_130813
subject_matter2_gemma312b_11_b1,gemma3-12b,subject_matter2_gemma312b,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,11,20250628_130813
subject_matter2_gemma312b_11_b4,gemma3-12b,subject_matter2_gemma312b,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,11,20250628_130813
subject_matter2_gemma312b_11_b7,gemma3-12b,subject_matter2_gemma312b,subject_matter2,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,FALSE,11,20250628_130813
subject_matter2_gemma312b_11_b9,gemma3-12b,subject_matter2_gemma312b,subject_matter2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,11,20250628_130813
subject_matter2_gemma312b_11_b11,gemma3-12b,subject_matter2_gemma312b,subject_matter2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,11,20250628_130813
generalist_gemma312b_12_b1,gemma3-12b,generalist_gemma312b,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,12,20250628_131001
generalist_gemma312b_12_b2,gemma3-12b,generalist_gemma312b,generalist,2,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,12,20250628_131001
generalist_gemma312b_12_b3,gemma3-12b,generalist_gemma312b,generalist,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,12,20250628_131001
generalist_gemma312b_12_b4,gemma3-12b,generalist_gemma312b,generalist,4,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,12,20250628_131001
generalist_gemma312b_12_b5,gemma3-12b,generalist_gemma312b,generalist,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,12,20250628_131001
generalist2_gemma312b_12_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,12,20250628_131001
generalist2_gemma312b_12_b2,gemma3-12b,generalist2_gemma312b,generalist2,2,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,12,20250628_131001
generalist2_gemma312b_12_b3,gemma3-12b,generalist2_gemma312b,generalist2,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,12,20250628_131001
generalist2_gemma312b_12_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,12,20250628_131001
generalist2_gemma312b_12_b5,gemma3-12b,generalist2_gemma312b,generalist2,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,12,20250628_131001
normative_gemma312b_12_b1,gemma3-12b,normative_gemma312b,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,12,20250628_131001
normative_gemma312b_12_b4,gemma3-12b,normative_gemma312b,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,12,20250628_131001
normative_gemma312b_12_b8,gemma3-12b,normative_gemma312b,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,12,20250628_131001
normative_gemma312b_12_b9,gemma3-12b,normative_gemma312b,normative,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,12,20250628_131001
normative_gemma312b_12_b11,gemma3-12b,normative_gemma312b,normative,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,12,20250628_131001
normative2_gemma312b_12_b1,gemma3-12b,normative2_gemma312b,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,12,20250628_131001
normative2_gemma312b_12_b2,gemma3-12b,normative2_gemma312b,normative2,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,12,20250628_131001
normative2_gemma312b_12_b3,gemma3-12b,normative2_gemma312b,normative2,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,12,20250628_131001
normative2_gemma312b_12_b4,gemma3-12b,normative2_gemma312b,normative2,4,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,FALSE,12,20250628_131001
normative2_gemma312b_12_b5,gemma3-12b,normative2_gemma312b,normative2,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,12,20250628_131001
subject_matter_gemma312b_12_b1,gemma3-12b,subject_matter_gemma312b,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,12,20250628_131001
subject_matter_gemma312b_12_b4,gemma3-12b,subject_matter_gemma312b,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,12,20250628_131001
subject_matter_gemma312b_12_b7,gemma3-12b,subject_matter_gemma312b,subject_matter,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,FALSE,12,20250628_131001
subject_matter_gemma312b_12_b9,gemma3-12b,subject_matter_gemma312b,subject_matter,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,12,20250628_131001
subject_matter_gemma312b_12_b11,gemma3-12b,subject_matter_gemma312b,subject_matter,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,12,20250628_131001
subject_matter2_gemma312b_12_b1,gemma3-12b,subject_matter2_gemma312b,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,12,20250628_131001
subject_matter2_gemma312b_12_b4,gemma3-12b,subject_matter2_gemma312b,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,12,20250628_131001
subject_matter2_gemma312b_12_b7,gemma3-12b,subject_matter2_gemma312b,subject_matter2,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,FALSE,12,20250628_131001
subject_matter2_gemma312b_12_b9,gemma3-12b,subject_matter2_gemma312b,subject_matter2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,12,20250628_131001
subject_matter2_gemma312b_12_b11,gemma3-12b,subject_matter2_gemma312b,subject_matter2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,12,20250628_131001
generalist_gemma312b_13_b1,gemma3-12b,generalist_gemma312b,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,13,20250628_131238
generalist_gemma312b_13_b2,gemma3-12b,generalist_gemma312b,generalist,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,13,20250628_131238
generalist_gemma312b_13_b3,gemma3-12b,generalist_gemma312b,generalist,3,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,13,20250628_131238
generalist_gemma312b_13_b4,gemma3-12b,generalist_gemma312b,generalist,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,13,20250628_131238
generalist_gemma312b_13_b5,gemma3-12b,generalist_gemma312b,generalist,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,13,20250628_131238
generalist2_gemma312b_13_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,13,20250628_131238
generalist2_gemma312b_13_b2,gemma3-12b,generalist2_gemma312b,generalist2,2,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,13,20250628_131238
generalist2_gemma312b_13_b3,gemma3-12b,generalist2_gemma312b,generalist2,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,13,20250628_131238
generalist2_gemma312b_13_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,13,20250628_131238
generalist2_gemma312b_13_b5,gemma3-12b,generalist2_gemma312b,generalist2,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,13,20250628_131238
normative_gemma312b_13_b1,gemma3-12b,normative_gemma312b,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,13,20250628_131238
normative_gemma312b_13_b2,gemma3-12b,normative_gemma312b,normative,2,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,13,20250628_131238
normative_gemma312b_13_b3,gemma3-12b,normative_gemma312b,normative,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,13,20250628_131238
normative_gemma312b_13_b4,gemma3-12b,normative_gemma312b,normative,4,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,13,20250628_131238
normative_gemma312b_13_b5,gemma3-12b,normative_gemma312b,normative,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,13,20250628_131238
normative2_gemma312b_13_b1,gemma3-12b,normative2_gemma312b,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,13,20250628_131238
normative2_gemma312b_13_b4,gemma3-12b,normative2_gemma312b,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,13,20250628_131238
normative2_gemma312b_13_b8,gemma3-12b,normative2_gemma312b,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,13,20250628_131238
normative2_gemma312b_13_b9,gemma3-12b,normative2_gemma312b,normative2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,13,20250628_131238
normative2_gemma312b_13_b11,gemma3-12b,normative2_gemma312b,normative2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,13,20250628_131238
subject_matter_gemma312b_13_b1,gemma3-12b,subject_matter_gemma312b,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,13,20250628_131238
subject_matter_gemma312b_13_b2,gemma3-12b,subject_matter_gemma312b,subject_matter,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,13,20250628_131238
subject_matter_gemma312b_13_b3,gemma3-12b,subject_matter_gemma312b,subject_matter,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,13,20250628_131238
subject_matter_gemma312b_13_b4,gemma3-12b,subject_matter_gemma312b,subject_matter,4,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,FALSE,13,20250628_131238
subject_matter_gemma312b_13_b5,gemma3-12b,subject_matter_gemma312b,subject_matter,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,13,20250628_131238
subject_matter2_gemma312b_13_b1,gemma3-12b,subject_matter2_gemma312b,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,13,20250628_131238
subject_matter2_gemma312b_13_b4,gemma3-12b,subject_matter2_gemma312b,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,13,20250628_131238
subject_matter2_gemma312b_13_b7,gemma3-12b,subject_matter2_gemma312b,subject_matter2,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,FALSE,13,20250628_131238
subject_matter2_gemma312b_13_b9,gemma3-12b,subject_matter2_gemma312b,subject_matter2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,13,20250628_131238
subject_matter2_gemma312b_13_b11,gemma3-12b,subject_matter2_gemma312b,subject_matter2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,13,20250628_131238
generalist_gemma312b_14_b1,gemma3-12b,generalist_gemma312b,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,14,20250628_131440
generalist_gemma312b_14_b2,gemma3-12b,generalist_gemma312b,generalist,2,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,14,20250628_131440
generalist_gemma312b_14_b3,gemma3-12b,generalist_gemma312b,generalist,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,14,20250628_131440
generalist_gemma312b_14_b4,gemma3-12b,generalist_gemma312b,generalist,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,14,20250628_131440
generalist_gemma312b_14_b5,gemma3-12b,generalist_gemma312b,generalist,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,14,20250628_131440
generalist2_gemma312b_14_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,14,20250628_131440
generalist2_gemma312b_14_b2,gemma3-12b,generalist2_gemma312b,generalist2,2,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,14,20250628_131440
generalist2_gemma312b_14_b3,gemma3-12b,generalist2_gemma312b,generalist2,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,14,20250628_131440
generalist2_gemma312b_14_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,14,20250628_131440
generalist2_gemma312b_14_b5,gemma3-12b,generalist2_gemma312b,generalist2,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,14,20250628_131440
normative_gemma312b_14_b1,gemma3-12b,normative_gemma312b,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,14,20250628_131440
normative_gemma312b_14_b4,gemma3-12b,normative_gemma312b,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,14,20250628_131440
normative_gemma312b_14_b8,gemma3-12b,normative_gemma312b,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,14,20250628_131440
normative_gemma312b_14_b9,gemma3-12b,normative_gemma312b,normative,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,14,20250628_131440
normative_gemma312b_14_b11,gemma3-12b,normative_gemma312b,normative,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,14,20250628_131440
normative2_gemma312b_14_b1,gemma3-12b,normative2_gemma312b,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,14,20250628_131440
normative2_gemma312b_14_b2,gemma3-12b,normative2_gemma312b,normative2,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,14,20250628_131440
normative2_gemma312b_14_b3,gemma3-12b,normative2_gemma312b,normative2,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,14,20250628_131440
normative2_gemma312b_14_b4,gemma3-12b,normative2_gemma312b,normative2,4,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,FALSE,14,20250628_131440
normative2_gemma312b_14_b5,gemma3-12b,normative2_gemma312b,normative2,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,14,20250628_131440
subject_matter_gemma312b_14_b1,gemma3-12b,subject_matter_gemma312b,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,14,20250628_131440
subject_matter_gemma312b_14_b4,gemma3-12b,subject_matter_gemma312b,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,14,20250628_131440
subject_matter_gemma312b_14_b7,gemma3-12b,subject_matter_gemma312b,subject_matter,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,FALSE,14,20250628_131440
subject_matter_gemma312b_14_b9,gemma3-12b,subject_matter_gemma312b,subject_matter,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,14,20250628_131440
subject_matter_gemma312b_14_b11,gemma3-12b,subject_matter_gemma312b,subject_matter,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,14,20250628_131440
subject_matter2_gemma312b_14_b1,gemma3-12b,subject_matter2_gemma312b,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,14,20250628_131440
subject_matter2_gemma312b_14_b4,gemma3-12b,subject_matter2_gemma312b,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,14,20250628_131440
subject_matter2_gemma312b_14_b7,gemma3-12b,subject_matter2_gemma312b,subject_matter2,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,FALSE,14,20250628_131440
subject_matter2_gemma312b_14_b9,gemma3-12b,subject_matter2_gemma312b,subject_matter2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,14,20250628_131440
subject_matter2_gemma312b_14_b11,gemma3-12b,subject_matter2_gemma312b,subject_matter2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,14,20250628_131440
generalist_gemma312b_15_b1,gemma3-12b,generalist_gemma312b,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,15,20250628_131636
generalist_gemma312b_15_b2,gemma3-12b,generalist_gemma312b,generalist,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,15,20250628_131636
generalist_gemma312b_15_b3,gemma3-12b,generalist_gemma312b,generalist,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,15,20250628_131636
generalist_gemma312b_15_b4,gemma3-12b,generalist_gemma312b,generalist,4,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,FALSE,15,20250628_131636
generalist_gemma312b_15_b5,gemma3-12b,generalist_gemma312b,generalist,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,15,20250628_131636
generalist2_gemma312b_15_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,15,20250628_131636
generalist2_gemma312b_15_b2,gemma3-12b,generalist2_gemma312b,generalist2,2,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,15,20250628_131636
generalist2_gemma312b_15_b3,gemma3-12b,generalist2_gemma312b,generalist2,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,15,20250628_131636
generalist2_gemma312b_15_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,15,20250628_131636
generalist2_gemma312b_15_b5,gemma3-12b,generalist2_gemma312b,generalist2,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,15,20250628_131636
normative_gemma312b_15_b1,gemma3-12b,normative_gemma312b,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,15,20250628_131636
normative_gemma312b_15_b4,gemma3-12b,normative_gemma312b,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,15,20250628_131636
normative_gemma312b_15_b8,gemma3-12b,normative_gemma312b,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,15,20250628_131636
normative_gemma312b_15_b9,gemma3-12b,normative_gemma312b,normative,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,15,20250628_131636
normative_gemma312b_15_b11,gemma3-12b,normative_gemma312b,normative,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,15,20250628_131636
normative2_gemma312b_15_b1,gemma3-12b,normative2_gemma312b,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,15,20250628_131636
normative2_gemma312b_15_b2,gemma3-12b,normative2_gemma312b,normative2,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,15,20250628_131636
normative2_gemma312b_15_b3,gemma3-12b,normative2_gemma312b,normative2,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,15,20250628_131636
normative2_gemma312b_15_b4,gemma3-12b,normative2_gemma312b,normative2,4,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,FALSE,15,20250628_131636
normative2_gemma312b_15_b5,gemma3-12b,normative2_gemma312b,normative2,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,15,20250628_131636
subject_matter_gemma312b_15_b1,gemma3-12b,subject_matter_gemma312b,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,15,20250628_131636
subject_matter_gemma312b_15_b4,gemma3-12b,subject_matter_gemma312b,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,15,20250628_131636
subject_matter_gemma312b_15_b7,gemma3-12b,subject_matter_gemma312b,subject_matter,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,FALSE,15,20250628_131636
subject_matter_gemma312b_15_b9,gemma3-12b,subject_matter_gemma312b,subject_matter,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,15,20250628_131636
subject_matter_gemma312b_15_b11,gemma3-12b,subject_matter_gemma312b,subject_matter,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,15,20250628_131636
subject_matter2_gemma312b_15_b1,gemma3-12b,subject_matter2_gemma312b,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,15,20250628_131636
subject_matter2_gemma312b_15_b4,gemma3-12b,subject_matter2_gemma312b,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,15,20250628_131636
subject_matter2_gemma312b_15_b7,gemma3-12b,subject_matter2_gemma312b,subject_matter2,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,FALSE,15,20250628_131636
subject_matter2_gemma312b_15_b9,gemma3-12b,subject_matter2_gemma312b,subject_matter2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,15,20250628_131636
subject_matter2_gemma312b_15_b11,gemma3-12b,subject_matter2_gemma312b,subject_matter2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,15,20250628_131636
generalist_gemma312b_16_b1,gemma3-12b,generalist_gemma312b,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,16,20250628_131830
