row_id,base_model,variant_id,model,barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,iteration,timestamp,truncated
generalist2_mistral_53_b1,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues","power losses, quality, and safety issues",matched,correct_id,False,53,20250808_114134,no
generalist2_mistral_53_b2,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,53,20250808_114134,no
generalist2_mistral_53_b3,mistral,generalist2_mistral,generalist2,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,53,20250808_114134,no
generalist2_mistral_53_b4,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,53,20250808_114134,no
generalist2_mistral_53_b5,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,53,20250808_114134,no
generalist2_mistral_53_b6,mistral,generalist2_mistral,generalist2,6,,public perception of DC and readiness to 'champion' installations from DC projects (I am combining this with number 10 as they are related to societal acceptance and regulatory issues),hallucinated_label,outside_range_id,True,53,20250808_114134,yes
generalist2_mistral_53_b7,mistral,generalist2_mistral,generalist2,7,,"incompatibility of DC systems components (left out due to duplication, as it is addressed by the project through delivering 30 DC-related solutions including hardware components such as cables and converters)",hallucinated_label,outside_range_id,True,53,20250808_114134,yes
generalist2_mistral_53_b8,mistral,generalist2_mistral,generalist2,8,,"misconception and lack of knowledge leads to lengthy/expensive design and permit process (I am combining this with number 9 as they are related to a lack of trained personnel in DC systems, making the design and permit process potentially complex and time-consuming)",hallucinated_label,outside_range_id,True,53,20250808_114134,yes
generalist2_mistral_53_b9,mistral,generalist2_mistral,generalist2,9,,lack of enough trained personnel in DC systems and design and permit process complexity (combined from numbers 8 and 9),hallucinated_label,outside_range_id,True,53,20250808_114134,yes
generalist2_mistral_53_b10,mistral,generalist2_mistral,generalist2,10,,uncertain regulatory roadmap (added back as it was combined with public perception and is an important barrier on its own),hallucinated_label,outside_range_id,True,53,20250808_114134,yes
normative_mistral_53_b1,mistral,normative_mistral,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,53,20250808_114134,no
normative_mistral_53_b2,mistral,normative_mistral,normative,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,53,20250808_114134,no
normative_mistral_53_b3,mistral,normative_mistral,normative,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,53,20250808_114134,no
normative_mistral_53_b4,mistral,normative_mistral,normative,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,53,20250808_114134,no
normative_mistral_53_b5,mistral,normative_mistral,normative,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,53,20250808_114134,no
normative2_mistral_53_b1,mistral,normative2_mistral,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,53,20250808_114134,no
normative2_mistral_53_b2,mistral,normative2_mistral,normative2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,53,20250808_114134,no
normative2_mistral_53_b3,mistral,normative2_mistral,normative2,3,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,53,20250808_114134,no
normative2_mistral_53_b4,mistral,normative2_mistral,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,53,20250808_114134,no
normative2_mistral_53_b5,mistral,normative2_mistral,normative2,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,53,20250808_114134,no
subject_matter_mistral_53_b1,mistral,subject_matter_mistral,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,53,20250808_114134,no
subject_matter_mistral_53_b2,mistral,subject_matter_mistral,subject_matter,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,53,20250808_114134,no
subject_matter_mistral_53_b3,mistral,subject_matter_mistral,subject_matter,3,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,53,20250808_114134,no
subject_matter_mistral_53_b4,mistral,subject_matter_mistral,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,53,20250808_114134,no
subject_matter_mistral_53_b5,mistral,subject_matter_mistral,subject_matter,5,uncertain regulatory roadmap,uncertainty in regulatory roadmap,matched,wrong_id_matchable,False,53,20250808_114134,no
subject_matter_mistral_53_b6,mistral,subject_matter_mistral,subject_matter,6,,"lack of enough trained personnel in DC systems (optional, if there's room for five selections)",hallucinated_label,outside_range_id,True,53,20250808_114134,yes
subject_matter2_mistral_53_b1,mistral,subject_matter2_mistral,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,53,20250808_114134,no
subject_matter2_mistral_53_b2,mistral,subject_matter2_mistral,subject_matter2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,53,20250808_114134,no
subject_matter2_mistral_53_b3,mistral,subject_matter2_mistral,subject_matter2,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertainty of utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,53,20250808_114134,no
subject_matter2_mistral_53_b4,mistral,subject_matter2_mistral,subject_matter2,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,53,20250808_114134,no
subject_matter2_mistral_53_b5,mistral,subject_matter2_mistral,subject_matter2,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,53,20250808_114134,no
generalist_gemma3_53_b1,gemma3,generalist_gemma3,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,53,20250808_114134,no
generalist_gemma3_53_b3,gemma3,generalist_gemma3,generalist,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,53,20250808_114134,no
generalist_gemma3_53_b4,gemma3,generalist_gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,53,20250808_114134,no
generalist_gemma3_53_b6,gemma3,generalist_gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,53,20250808_114134,no
generalist_gemma3_53_b11,gemma3,generalist_gemma3,generalist,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,53,20250808_114134,no
generalist2_gemma3_53_b1,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,53,20250808_114134,no
generalist2_gemma3_53_b4,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,53,20250808_114134,no
generalist2_gemma3_53_b7,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,53,20250808_114134,no
generalist2_gemma3_53_b8,gemma3,generalist2_gemma3,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,53,20250808_114134,no
generalist2_gemma3_53_b11,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,53,20250808_114134,no
normative_gemma3_53_b1,gemma3,normative_gemma3,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,53,20250808_114134,no
normative_gemma3_53_b4,gemma3,normative_gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,53,20250808_114134,no
normative_gemma3_53_b7,gemma3,normative_gemma3,normative,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,53,20250808_114134,no
normative_gemma3_53_b8,gemma3,normative_gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,53,20250808_114134,no
normative_gemma3_53_b11,gemma3,normative_gemma3,normative,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,53,20250808_114134,no
normative2_gemma3_53_b1,gemma3,normative2_gemma3,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,53,20250808_114134,no
normative2_gemma3_53_b4,gemma3,normative2_gemma3,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,53,20250808_114134,no
normative2_gemma3_53_b6,gemma3,normative2_gemma3,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,53,20250808_114134,no
normative2_gemma3_53_b8,gemma3,normative2_gemma3,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,53,20250808_114134,no
normative2_gemma3_53_b11,gemma3,normative2_gemma3,normative2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,53,20250808_114134,no
subject_matter_gemma3_53_b1,gemma3,subject_matter_gemma3,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,53,20250808_114134,no
subject_matter_gemma3_53_b4,gemma3,subject_matter_gemma3,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,53,20250808_114134,no
subject_matter_gemma3_53_b7,gemma3,subject_matter_gemma3,subject_matter,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,53,20250808_114134,no
subject_matter_gemma3_53_b9,gemma3,subject_matter_gemma3,subject_matter,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,53,20250808_114134,no
subject_matter_gemma3_53_b11,gemma3,subject_matter_gemma3,subject_matter,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,53,20250808_114134,no
subject_matter2_gemma3_53_b1,gemma3,subject_matter2_gemma3,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,53,20250808_114134,no
subject_matter2_gemma3_53_b4,gemma3,subject_matter2_gemma3,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,53,20250808_114134,no
subject_matter2_gemma3_53_b7,gemma3,subject_matter2_gemma3,subject_matter2,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,53,20250808_114134,no
subject_matter2_gemma3_53_b9,gemma3,subject_matter2_gemma3,subject_matter2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,53,20250808_114134,no
subject_matter2_gemma3_53_b11,gemma3,subject_matter2_gemma3,subject_matter2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,53,20250808_114134,no
generalist_llama_54_b1,llama,generalist_llama,generalist,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,wrong_id_matchable,False,54,20250808_115016,no
generalist_llama_54_b2,llama,generalist_llama,generalist,2,incompatibility of DC systems components,Incompatibility of DC systems components,matched,wrong_id_matchable,False,54,20250808_115016,no
generalist_llama_54_b3,llama,generalist_llama,generalist,3,high costs of DC solutions,High costs of DC solutions,matched,wrong_id_matchable,False,54,20250808_115016,no
generalist_llama_54_b4,llama,generalist_llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertainty in utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,54,20250808_115016,no
generalist_llama_54_b5,llama,generalist_llama,generalist,5,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,54,20250808_115016,no
generalist2_llama_54_b1,llama,generalist2_llama,generalist2,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,54,20250808_115016,no
generalist2_llama_54_b2,llama,generalist2_llama,generalist2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,54,20250808_115016,no
generalist2_llama_54_b3,llama,generalist2_llama,generalist2,3,lack of use-cases in which DC is advantageous,Lack of use-cases where DC is advantageous,matched,correct_id,False,54,20250808_115016,no
generalist2_llama_54_b4,llama,generalist2_llama,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,54,20250808_115016,no
generalist2_llama_54_b5,llama,generalist2_llama,generalist2,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,54,20250808_115016,no
normative_llama_54_b1,llama,normative_llama,normative,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,54,20250808_115016,no
normative_llama_54_b2,llama,normative_llama,normative,2,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,wrong_id_matchable,False,54,20250808_115016,no
normative_llama_54_b3,llama,normative_llama,normative,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,54,20250808_115016,no
normative_llama_54_b4,llama,normative_llama,normative,4,incompatibility of DC systems components,Incompatibility of DC systems components,matched,wrong_id_matchable,False,54,20250808_115016,no
normative_llama_54_b5,llama,normative_llama,normative,5,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,54,20250808_115016,no
normative2_llama_54_b1,llama,normative2_llama,normative2,1,"power losses, quality and safety issues","Power losses, quality, and safety issues (Barrier 1)",matched,correct_id,False,54,20250808_115016,no
normative2_llama_54_b2,llama,normative2_llama,normative2,2,,Reduced reliability in DC devices (Barrier 2),hallucinated_label,outside_range_id,True,54,20250808_115016,no
normative2_llama_54_b3,llama,normative2_llama,normative2,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous (Barrier 3),matched,correct_id,False,54,20250808_115016,no
normative2_llama_54_b4,llama,normative2_llama,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards) (Barrier 5)",matched,correct_id,False,54,20250808_115016,no
normative2_llama_54_b5,llama,normative2_llama,normative2,5,,Lack of pilot projects (Barrier 6),hallucinated_label,outside_range_id,True,54,20250808_115016,no
subject_matter_llama_54_b1,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,54,20250808_115016,no
subject_matter_llama_54_b2,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,54,20250808_115016,no
subject_matter_llama_54_b3,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,54,20250808_115016,no
subject_matter_llama_54_b4,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,54,20250808_115016,no
subject_matter_llama_54_b5,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,54,20250808_115016,no
subject_matter2_llama_54_b1,llama,subject_matter2_llama,subject_matter2,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,54,20250808_115016,no
subject_matter2_llama_54_b2,llama,subject_matter2_llama,subject_matter2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,54,20250808_115016,no
subject_matter2_llama_54_b3,llama,subject_matter2_llama,subject_matter2,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,54,20250808_115016,no
subject_matter2_llama_54_b4,llama,subject_matter2_llama,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,54,20250808_115016,no
subject_matter2_llama_54_b5,llama,subject_matter2_llama,subject_matter2,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,54,20250808_115016,no
generalist_mistral_54_b1,mistral,generalist_mistral,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,54,20250808_115016,no
generalist_mistral_54_b2,mistral,generalist_mistral,generalist,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,54,20250808_115016,no
generalist_mistral_54_b3,mistral,generalist_mistral,generalist,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,54,20250808_115016,no
generalist_mistral_54_b4,mistral,generalist_mistral,generalist,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,54,20250808_115016,no
generalist_mistral_54_b5,mistral,generalist_mistral,generalist,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,54,20250808_115016,no
generalist2_mistral_54_b1,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,54,20250808_115016,no
generalist2_mistral_54_b2,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,54,20250808_115016,no
generalist2_mistral_54_b3,mistral,generalist2_mistral,generalist2,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,54,20250808_115016,no
generalist2_mistral_54_b4,mistral,generalist2_mistral,generalist2,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,54,20250808_115016,no
generalist2_mistral_54_b5,mistral,generalist2_mistral,generalist2,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,54,20250808_115016,no
normative_mistral_54_b1,mistral,normative_mistral,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,54,20250808_115016,no
normative_mistral_54_b2,mistral,normative_mistral,normative,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,54,20250808_115016,no
normative_mistral_54_b3,mistral,normative_mistral,normative,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,54,20250808_115016,no
normative_mistral_54_b4,mistral,normative_mistral,normative,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,54,20250808_115016,no
normative_mistral_54_b5,mistral,normative_mistral,normative,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,54,20250808_115016,no
normative2_mistral_54_b1,mistral,normative2_mistral,normative2,1,"power losses, quality and safety issues","power losses, quality, and safety issues (Barrier 1)",matched,correct_id,False,54,20250808_115016,no
normative2_mistral_54_b2,mistral,normative2_mistral,normative2,2,,reduced reliability in DC devices (Barrier 2),hallucinated_label,outside_range_id,True,54,20250808_115016,no
normative2_mistral_54_b3,mistral,normative2_mistral,normative2,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards) (Barrier 4)",matched,wrong_id_matchable,False,54,20250808_115016,no
normative2_mistral_54_b4,mistral,normative2_mistral,normative2,4,,lack of pilot projects (Barrier 5),hallucinated_label,outside_range_id,True,54,20250808_115016,no
normative2_mistral_54_b5,mistral,normative2_mistral,normative2,5,,high costs of DC solutions (Barrier 11),hallucinated_label,outside_range_id,True,54,20250808_115016,no
subject_matter_mistral_54_b1,mistral,subject_matter_mistral,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,54,20250808_115016,no
subject_matter_mistral_54_b4,mistral,subject_matter_mistral,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,54,20250808_115016,no
subject_matter_mistral_54_b5,mistral,subject_matter_mistral,subject_matter,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,54,20250808_115016,no
subject_matter_mistral_54_b7,mistral,subject_matter_mistral,subject_matter,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,54,20250808_115016,no
subject_matter_mistral_54_b8,mistral,subject_matter_mistral,subject_matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,54,20250808_115016,no
subject_matter_mistral_54_b10,mistral,subject_matter_mistral,subject_matter,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,54,20250808_115016,yes
subject_matter2_mistral_54_b1,mistral,subject_matter2_mistral,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,54,20250808_115016,no
subject_matter2_mistral_54_b2,mistral,subject_matter2_mistral,subject_matter2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,54,20250808_115016,no
subject_matter2_mistral_54_b3,mistral,subject_matter2_mistral,subject_matter2,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,54,20250808_115016,no
subject_matter2_mistral_54_b4,mistral,subject_matter2_mistral,subject_matter2,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,54,20250808_115016,no
subject_matter2_mistral_54_b5,mistral,subject_matter2_mistral,subject_matter2,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,54,20250808_115016,no
generalist_gemma3_54_b1,gemma3,generalist_gemma3,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,54,20250808_115016,no
generalist_gemma3_54_b4,gemma3,generalist_gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,54,20250808_115016,no
generalist_gemma3_54_b7,gemma3,generalist_gemma3,generalist,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,54,20250808_115016,no
generalist_gemma3_54_b8,gemma3,generalist_gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,54,20250808_115016,no
generalist_gemma3_54_b11,gemma3,generalist_gemma3,generalist,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,54,20250808_115016,no
generalist2_gemma3_54_b1,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,54,20250808_115016,no
generalist2_gemma3_54_b4,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,54,20250808_115016,no
generalist2_gemma3_54_b7,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,54,20250808_115016,no
generalist2_gemma3_54_b8,gemma3,generalist2_gemma3,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,54,20250808_115016,no
generalist2_gemma3_54_b11,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,54,20250808_115016,no
normative_gemma3_54_b1,gemma3,normative_gemma3,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,54,20250808_115016,no
normative_gemma3_54_b4,gemma3,normative_gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,54,20250808_115016,no
normative_gemma3_54_b7,gemma3,normative_gemma3,normative,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,54,20250808_115016,no
normative_gemma3_54_b8,gemma3,normative_gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,54,20250808_115016,no
normative_gemma3_54_b11,gemma3,normative_gemma3,normative,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,54,20250808_115016,no
normative2_gemma3_54_b1,gemma3,normative2_gemma3,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,54,20250808_115016,no
normative2_gemma3_54_b4,gemma3,normative2_gemma3,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,54,20250808_115016,no
normative2_gemma3_54_b7,gemma3,normative2_gemma3,normative2,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,54,20250808_115016,no
normative2_gemma3_54_b8,gemma3,normative2_gemma3,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,54,20250808_115016,no
normative2_gemma3_54_b11,gemma3,normative2_gemma3,normative2,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,54,20250808_115016,no
subject_matter_gemma3_54_b1,gemma3,subject_matter_gemma3,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,54,20250808_115016,no
subject_matter_gemma3_54_b4,gemma3,subject_matter_gemma3,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,54,20250808_115016,no
subject_matter_gemma3_54_b7,gemma3,subject_matter_gemma3,subject_matter,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,54,20250808_115016,no
subject_matter_gemma3_54_b9,gemma3,subject_matter_gemma3,subject_matter,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,54,20250808_115016,no
subject_matter_gemma3_54_b11,gemma3,subject_matter_gemma3,subject_matter,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,54,20250808_115016,no
subject_matter2_gemma3_54_b1,gemma3,subject_matter2_gemma3,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,54,20250808_115016,no
subject_matter2_gemma3_54_b4,gemma3,subject_matter2_gemma3,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,54,20250808_115016,no
subject_matter2_gemma3_54_b7,gemma3,subject_matter2_gemma3,subject_matter2,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,54,20250808_115016,no
subject_matter2_gemma3_54_b8,gemma3,subject_matter2_gemma3,subject_matter2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,54,20250808_115016,no
