source,base_model,model,variant_id,iteration,condition,bias_type,anchor_level,rating,label,scenario,rating_ord,id_key
LLM,mistral,subject_matter,mistral_subject_matter,17,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,17,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,17,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,17,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,17,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,17,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,17,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,17,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,18,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,18,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,18,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,18,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,18,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,18,NEU,NA,NA,2,Somewhat feasible,NEU,2,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,18,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,18,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,18,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
LLM,mistral,normative2,mistral_normative2,18,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative2
LLM,mistral,subject_matter,mistral_subject_matter,18,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,18,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,18,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,18,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,18,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,18,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,18,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,18,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,19,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,19,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,19,NEU,NA,NA,2,Somewhat feasible,NEU,2,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,19,NEU,NA,NA,2,Somewhat feasible,NEU,2,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,19,NEU,NA,NA,3,Feasible,NEU,3,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,19,NEU,NA,NA,3,Feasible,NEU,3,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,19,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,19,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,19,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
LLM,mistral,normative2,mistral_normative2,19,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative2
LLM,mistral,subject_matter,mistral_subject_matter,19,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,19,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,19,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,19,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,19,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,19,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,19,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,19,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,20,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,20,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,20,NEU,NA,NA,2,Somewhat feasible,NEU,2,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,20,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,20,NEU,NA,NA,3,Feasible,NEU,3,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,20,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,20,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,20,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,20,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
LLM,mistral,normative2,mistral_normative2,20,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative2
LLM,mistral,subject_matter,mistral_subject_matter,20,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,20,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,20,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,20,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,20,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,20,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,20,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,20,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,21,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,21,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,21,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,21,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,21,NEU,NA,NA,3,Feasible,NEU,3,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,21,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,21,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,21,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,21,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
LLM,mistral,normative2,mistral_normative2,21,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative2
LLM,mistral,subject_matter,mistral_subject_matter,21,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,21,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,21,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,21,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,21,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,21,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,21,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,21,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,22,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,22,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,22,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,22,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,22,NEU,NA,NA,3,Feasible,NEU,3,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,22,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,22,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,22,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,22,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
LLM,mistral,normative2,mistral_normative2,22,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative2
LLM,mistral,subject_matter,mistral_subject_matter,22,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,22,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,22,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,22,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,22,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,22,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,22,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,22,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,23,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,23,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,23,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,23,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,23,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,23,NEU,NA,NA,3,Feasible,NEU,3,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,23,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,23,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,23,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
LLM,mistral,normative2,mistral_normative2,23,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative2
LLM,mistral,subject_matter,mistral_subject_matter,23,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,23,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,23,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,23,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,23,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,23,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,23,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,23,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,24,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,24,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,24,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,24,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,24,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,24,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,24,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,24,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,24,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
LLM,mistral,normative2,mistral_normative2,24,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative2
LLM,mistral,subject_matter,mistral_subject_matter,24,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,24,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,24,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,24,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,24,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,24,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,24,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,24,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,25,NEU,NA,NA,2,Somewhat feasible,NEU,2,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,25,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,25,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,25,NEU,NA,NA,1,Not feasible,NEU,1,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,25,NEU,NA,NA,3,Feasible,NEU,3,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,25,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,25,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,25,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,25,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
LLM,mistral,normative2,mistral_normative2,25,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative2
LLM,mistral,subject_matter,mistral_subject_matter,25,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,25,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,25,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,25,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,25,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,25,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,25,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,25,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,26,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,26,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,26,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,26,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,26,NEU,NA,NA,3,Feasible,NEU,3,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,26,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,26,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,26,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,26,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
LLM,mistral,normative2,mistral_normative2,26,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative2
LLM,mistral,subject_matter,mistral_subject_matter,26,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,26,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,26,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,26,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,26,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,26,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,26,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,26,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,27,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,27,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,27,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,27,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,27,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,27,NEU,NA,NA,2,Somewhat feasible,NEU,2,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,27,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,27,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,27,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
LLM,mistral,normative2,mistral_normative2,27,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative2
LLM,mistral,subject_matter,mistral_subject_matter,27,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,27,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,27,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,27,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,27,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,27,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,27,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,27,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,28,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,28,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,28,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,28,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,28,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,28,NEU,NA,NA,3,Feasible,NEU,3,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,28,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,28,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,28,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
LLM,mistral,normative2,mistral_normative2,28,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative2
LLM,mistral,subject_matter,mistral_subject_matter,28,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,28,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,28,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,28,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,28,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,28,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,28,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,28,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,29,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,29,NEU,NA,NA,3,Feasible,NEU,3,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,29,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,29,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,29,NEU,NA,NA,3,Feasible,NEU,3,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,29,NEU,NA,NA,3,Feasible,NEU,3,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,29,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,29,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,29,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
LLM,mistral,normative2,mistral_normative2,29,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative2
LLM,mistral,subject_matter,mistral_subject_matter,29,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter
LLM,mistral,subject_matter2,mistral_subject_matter2,29,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_subject_matter2
LLM,gemma3-12b,generalist,gemma3_generalist,29,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist
LLM,gemma3-12b,generalist2,gemma3_generalist2,29,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_generalist2
LLM,gemma3-12b,normative,gemma3_normative,29,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative
LLM,gemma3-12b,normative2,gemma3_normative2,29,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_normative2
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,29,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,29,NEU,NA,NA,3,Feasible,NEU,3,L_gemma3_subject_matter2
LLM,llama-pro,generalist,llama_generalist,30,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_generalist
LLM,llama-pro,generalist2,llama_generalist2,30,NEU,NA,NA,2,Somewhat feasible,NEU,2,L_llama_generalist2
LLM,llama-pro,normative,llama_normative,30,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative
LLM,llama-pro,normative2,llama_normative2,30,NEU,NA,NA,3,Feasible,NEU,3,L_llama_normative2
LLM,llama-pro,subject_matter,llama_subject_matter,30,NEU,NA,NA,4,Very feasible,NEU,4,L_llama_subject_matter
LLM,llama-pro,subject_matter2,llama_subject_matter2,30,NEU,NA,NA,3,Feasible,NEU,3,L_llama_subject_matter2
LLM,mistral,generalist,mistral_generalist,30,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist
LLM,mistral,generalist2,mistral_generalist2,30,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_generalist2
LLM,mistral,normative,mistral_normative,30,NEU,NA,NA,3,Feasible,NEU,3,L_mistral_normative
