base_model,dc_solution,condition,rating,n_observed,observed_proportion,predicted_mean,predicted_median,predicted_l95,predicted_u95,observed_within_predictive_95,absolute_difference
phi4,DC connectors,ZEROSHOT,2,150,0,0.0023799999999999997,0,0,0.013333333333333334,TRUE,0
phi4,DC connectors,ZEROSHOT,3,150,0.03333333333333333,0.04944666666666667,0.04666666666666667,0.013333333333333334,0.10666666666666667,TRUE,0.013333333333333336
phi4,DC connectors,ZEROSHOT,4,150,0.9666666666666667,0.9481733333333333,0.9533333333333334,0.8933333333333333,0.9866666666666667,TRUE,0.013333333333333308
phi4,DC measurement device,CONTEXT,2,150,0,0.006373333333333332,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
phi4,DC measurement device,CONTEXT,3,150,0.44666666666666666,0.4347,0.43333333333333335,0.32666666666666666,0.5468333333333331,TRUE,0.013333333333333308
phi4,DC measurement device,CONTEXT,4,150,0.5533333333333333,0.5589266666666667,0.56,0.44666666666666666,0.6666666666666666,TRUE,0.00666666666666671
phi4,DC measurement device,ZEROSHOT,2,150,0,0.003746666666666668,0,0,0.02,TRUE,0
phi4,DC measurement device,ZEROSHOT,3,150,0.30666666666666664,0.31327333333333335,0.31333333333333335,0.20666666666666667,0.41349999999999987,TRUE,0.00666666666666671
phi4,DC measurement device,ZEROSHOT,4,150,0.6933333333333334,0.68298,0.68,0.5798333333333333,0.7933333333333333,TRUE,0.013333333333333308
phi4,DC solution design tool,CONTEXT,2,150,0,0.0012066666666666664,0,0,0.006833333333333183,TRUE,0
phi4,DC solution design tool,CONTEXT,3,150,0,0.004546666666666662,0,0,0.02666666666666667,TRUE,0
phi4,DC solution design tool,CONTEXT,4,150,1,0.9942466666666666,1,0.9733333333333334,1,TRUE,0
phi4,DC solution design tool,ZEROSHOT,2,150,0,0.007233333333333333,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
phi4,DC solution design tool,ZEROSHOT,3,150,0.02666666666666667,0.026693333333333333,0.02666666666666667,0,0.06666666666666667,TRUE,0
phi4,DC solution design tool,ZEROSHOT,4,150,0.9733333333333334,0.9660733333333333,0.9666666666666667,0.92,0.9933333333333333,TRUE,0.00666666666666671
phi4,DC-DC converter,CONTEXT,2,150,0,0.002520000000000002,0,0,0.013333333333333334,TRUE,0
phi4,DC-DC converter,CONTEXT,3,150,0,0.0016933333333333344,0,0,0.013333333333333334,TRUE,0
phi4,DC-DC converter,CONTEXT,4,150,1,0.9957866666666667,1,0.9733333333333334,1,TRUE,0
phi4,DC-DC converter,ZEROSHOT,2,150,0,0.007213333333333332,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
phi4,DC-DC converter,ZEROSHOT,3,150,0,0.0051600000000000005,0,0,0.02666666666666667,TRUE,0
phi4,DC-DC converter,ZEROSHOT,4,150,1,0.9876266666666667,0.9933333333333333,0.9533333333333334,1,TRUE,0.00666666666666671
phi4,LVAC-LVDC interlink converter,CONTEXT,2,150,0,9.800000000000002e-4,0,0,0.006666666666666667,TRUE,0
phi4,LVAC-LVDC interlink converter,CONTEXT,3,150,0.16,0.16686,0.16666666666666666,0.09333333333333334,0.25333333333333335,TRUE,0.006666666666666654
phi4,LVAC-LVDC interlink converter,CONTEXT,4,150,0.84,0.83216,0.8333333333333334,0.7466666666666667,0.9066666666666666,TRUE,0.006666666666666599
phi4,LVAC-LVDC interlink converter,ZEROSHOT,2,150,0,0.00788,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
phi4,LVAC-LVDC interlink converter,ZEROSHOT,3,150,0.58,0.5710666666666667,0.5733333333333334,0.46,0.6734999999999999,TRUE,0.006666666666666599
phi4,LVAC-LVDC interlink converter,ZEROSHOT,4,150,0.42,0.42105333333333334,0.42,0.31333333333333335,0.5333333333333333,TRUE,0
phi4,Network design tool for DC solutions,CONTEXT,2,150,0,8.199999999999995e-4,0,0,0.006666666666666667,TRUE,0
phi4,Network design tool for DC solutions,CONTEXT,3,150,0,0.006566666666666666,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
phi4,Network design tool for DC solutions,CONTEXT,4,150,1,0.9926133333333333,0.9933333333333333,0.9666666666666667,1,TRUE,0.00666666666666671
phi4,Network design tool for DC solutions,ZEROSHOT,2,150,0,0.007666666666666667,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
phi4,Network design tool for DC solutions,ZEROSHOT,3,150,0.05333333333333334,0.05124,0.04666666666666667,0.013333333333333334,0.11333333333333333,TRUE,0.006666666666666668
phi4,Network design tool for DC solutions,ZEROSHOT,4,150,0.9466666666666667,0.9410933333333333,0.9466666666666667,0.88,0.9866666666666667,TRUE,0
phi4,Protection DC system design tool,CONTEXT,2,150,0,8.066666666666658e-4,0,0,0.006666666666666667,TRUE,0
phi4,Protection DC system design tool,CONTEXT,3,150,0,0.005713333333333333,0,0,0.02666666666666667,TRUE,0
phi4,Protection DC system design tool,CONTEXT,4,150,1,0.99348,0.9933333333333333,0.9733333333333334,1,TRUE,0.00666666666666671
phi4,Protection DC system design tool,ZEROSHOT,2,150,0,0.007206666666666667,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
phi4,Protection DC system design tool,ZEROSHOT,3,150,0.05333333333333334,0.05041333333333333,0.04666666666666667,0.013333333333333334,0.10666666666666667,TRUE,0.006666666666666668
phi4,Protection DC system design tool,ZEROSHOT,4,150,0.9466666666666667,0.94238,0.9466666666666667,0.88,0.9866666666666667,TRUE,0
phi4,Semiconductor-based circuit breaker,CONTEXT,2,150,0,8.600000000000006e-4,0,0,0.006666666666666667,TRUE,0
phi4,Semiconductor-based circuit breaker,CONTEXT,3,150,0,0.006826666666666665,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
phi4,Semiconductor-based circuit breaker,CONTEXT,4,150,1,0.9923133333333334,0.9933333333333333,0.9731666666666667,1,TRUE,0.00666666666666671
phi4,Semiconductor-based circuit breaker,ZEROSHOT,2,150,0,0.007319999999999999,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
phi4,Semiconductor-based circuit breaker,ZEROSHOT,3,150,0.06,0.058666666666666666,0.05333333333333334,0.01983333333333334,0.12,TRUE,0.006666666666666661
phi4,Semiconductor-based circuit breaker,ZEROSHOT,4,150,0.94,0.9340133333333334,0.9366666666666666,0.8733333333333333,0.98,TRUE,0.0033333333333332993
phi4,Smart and sustainable DC cables,CONTEXT,2,150,0,0.0024133333333333333,0,0,0.02,TRUE,0
phi4,Smart and sustainable DC cables,CONTEXT,3,150,0,0.001893333333333334,0,0,0.013333333333333334,TRUE,0
phi4,Smart and sustainable DC cables,CONTEXT,4,150,1,0.9956933333333333,1,0.98,1,TRUE,0
phi4,Smart and sustainable DC cables,ZEROSHOT,2,150,0,0.006873333333333333,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
phi4,Smart and sustainable DC cables,ZEROSHOT,3,150,0,0.005346666666666665,0,0,0.02666666666666667,TRUE,0
phi4,Smart and sustainable DC cables,ZEROSHOT,4,150,1,0.98778,0.9933333333333333,0.9598333333333332,1,TRUE,0.00666666666666671
phi4,Solid-state circuit breaker,CONTEXT,2,150,0,0.001893333333333334,0,0,0.013333333333333334,TRUE,0
phi4,Solid-state circuit breaker,CONTEXT,3,150,0,0.00264,0,0,0.02,TRUE,0
phi4,Solid-state circuit breaker,CONTEXT,4,150,1,0.9954666666666666,1,0.9733333333333334,1,TRUE,0
phi4,Solid-state circuit breaker,ZEROSHOT,2,150,0,0.006933333333333332,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
phi4,Solid-state circuit breaker,ZEROSHOT,3,150,0.006666666666666667,0.010180000000000002,0.006666666666666667,0,0.04,TRUE,0
phi4,Solid-state circuit breaker,ZEROSHOT,4,150,0.9933333333333333,0.9828866666666667,0.9866666666666667,0.9533333333333334,1,TRUE,0.006666666666666599
phi4,Static protection system,CONTEXT,2,150,0,2.0666666666666628e-4,0,0,0.006666666666666667,TRUE,0
phi4,Static protection system,CONTEXT,3,150,0,0.011033333333333334,0.006666666666666667,0,0.04,TRUE,0.006666666666666667
phi4,Static protection system,CONTEXT,4,150,1,0.98876,0.9933333333333333,0.96,1,TRUE,0.00666666666666671
phi4,Static protection system,ZEROSHOT,2,150,0,0.008093333333333336,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
phi4,Static protection system,ZEROSHOT,3,150,0.28,0.2686866666666667,0.26666666666666666,0.17333333333333334,0.37333333333333335,TRUE,0.013333333333333364
phi4,Static protection system,ZEROSHOT,4,150,0.72,0.72322,0.7266666666666667,0.6133333333333333,0.8133333333333334,TRUE,0.00666666666666671
