base_model,variant_id,arm,iteration,rows,n_unique_ids,any_na_ids,ids_list,count_ok,uniq_ok,valid_ids_ok,all_ok
gemma3,subject_matter_gemma3,CONTEXT,37,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
gemma3,subject_matter_gemma3,CONTEXT,38,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
gemma3,subject_matter_gemma3,CONTEXT,39,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
gemma3,subject_matter_gemma3,CONTEXT,40,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
gemma3,subject_matter_gemma3,CONTEXT,41,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
gemma3,subject_matter_gemma3,CONTEXT,42,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
gemma3,subject_matter_gemma3,CONTEXT,43,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
gemma3,subject_matter_gemma3,CONTEXT,44,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
gemma3,subject_matter_gemma3,CONTEXT,45,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
gemma3,subject_matter_gemma3,CONTEXT,46,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
gemma3,subject_matter_gemma3,CONTEXT,47,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
gemma3,subject_matter_gemma3,CONTEXT,48,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
gemma3,subject_matter_gemma3,CONTEXT,49,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
llama,generalist2_llama,CONTEXT,0,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,generalist2_llama,CONTEXT,1,5,5,0,"(1, 2, 3, 4, 6)",True,True,True,True
llama,generalist2_llama,CONTEXT,2,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,3,5,5,0,"(1, 3, 4, 6, 7)",True,True,True,True
llama,generalist2_llama,CONTEXT,4,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,5,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,6,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,7,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,8,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,generalist2_llama,CONTEXT,9,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,generalist2_llama,CONTEXT,10,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,11,5,5,0,"(2, 4, 7, 9, 10)",True,True,True,True
llama,generalist2_llama,CONTEXT,12,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,generalist2_llama,CONTEXT,13,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,14,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,15,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,16,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,17,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,generalist2_llama,CONTEXT,18,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,generalist2_llama,CONTEXT,19,5,5,0,"(1, 4, 5, 6, 7)",True,True,True,True
llama,generalist2_llama,CONTEXT,20,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,21,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,generalist2_llama,CONTEXT,22,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,23,5,5,0,"(1, 4, 7, 9, 10)",True,True,True,True
llama,generalist2_llama,CONTEXT,24,5,5,0,"(1, 3, 4, 9, 11)",True,True,True,True
llama,generalist2_llama,CONTEXT,25,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,26,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,27,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,28,5,5,0,"(2, 3, 6, 7, 9)",True,True,True,True
llama,generalist2_llama,CONTEXT,29,5,5,0,"(1, 3, 4, 7, 8)",True,True,True,True
llama,generalist2_llama,CONTEXT,30,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,31,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,32,5,5,0,"(1, 3, 4, 6, 7)",True,True,True,True
llama,generalist2_llama,CONTEXT,33,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,34,5,4,0,"(1, 6, 7, 7, 9)",True,False,True,False
llama,generalist2_llama,CONTEXT,35,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,generalist2_llama,CONTEXT,36,5,5,0,"(1, 2, 3, 4, 11)",True,True,True,True
llama,generalist2_llama,CONTEXT,37,5,5,0,"(1, 2, 3, 4, 6)",True,True,True,True
llama,generalist2_llama,CONTEXT,38,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,39,5,5,0,"(1, 3, 4, 6, 7)",True,True,True,True
llama,generalist2_llama,CONTEXT,40,5,5,0,"(1, 6, 7, 8, 9)",True,True,True,True
llama,generalist2_llama,CONTEXT,41,5,5,0,"(1, 2, 3, 4, 11)",True,True,True,True
llama,generalist2_llama,CONTEXT,42,5,5,0,"(5, 7, 9, 10, 11)",True,True,True,True
llama,generalist2_llama,CONTEXT,43,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,44,5,5,0,"(3, 4, 6, 7, 11)",True,True,True,True
llama,generalist2_llama,CONTEXT,45,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,46,5,5,0,"(1, 2, 3, 4, 6)",True,True,True,True
llama,generalist2_llama,CONTEXT,47,5,5,0,"(1, 3, 4, 6, 7)",True,True,True,True
llama,generalist2_llama,CONTEXT,48,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist2_llama,CONTEXT,49,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,generalist_llama,CONTEXT,0,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,1,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,2,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,3,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,4,5,5,0,"(5, 6, 7, 8, 9)",True,True,True,True
llama,generalist_llama,CONTEXT,5,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,6,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,7,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,8,5,5,0,"(1, 3, 4, 7, 8)",True,True,True,True
llama,generalist_llama,CONTEXT,9,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,10,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,11,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,12,5,5,0,"(6, 7, 8, 9, 10)",True,True,True,True
llama,generalist_llama,CONTEXT,13,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,14,5,5,0,"(6, 7, 9, 10, 11)",True,True,True,True
llama,generalist_llama,CONTEXT,15,5,5,0,"(1, 3, 4, 6, 7)",True,True,True,True
llama,generalist_llama,CONTEXT,16,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,17,5,5,0,"(1, 3, 4, 6, 11)",True,True,True,True
llama,generalist_llama,CONTEXT,18,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,19,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,20,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,21,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,22,5,5,0,"(1, 3, 4, 6, 7)",True,True,True,True
llama,generalist_llama,CONTEXT,23,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,generalist_llama,CONTEXT,24,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,25,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,26,5,5,0,"(1, 2, 3, 4, 7)",True,True,True,True
llama,generalist_llama,CONTEXT,27,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,generalist_llama,CONTEXT,28,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,generalist_llama,CONTEXT,29,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,30,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,31,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,32,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,33,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,34,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,35,5,5,0,"(1, 4, 7, 9, 11)",True,True,True,True
llama,generalist_llama,CONTEXT,36,5,5,0,"(1, 2, 3, 4, 7)",True,True,True,True
llama,generalist_llama,CONTEXT,37,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,38,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,39,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,40,5,5,0,"(1, 6, 7, 9, 10)",True,True,True,True
llama,generalist_llama,CONTEXT,41,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,42,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,43,5,5,0,"(1, 6, 7, 8, 9)",True,True,True,True
llama,generalist_llama,CONTEXT,44,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,45,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,generalist_llama,CONTEXT,46,5,5,0,"(1, 4, 6, 9, 11)",True,True,True,True
llama,generalist_llama,CONTEXT,47,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,48,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,generalist_llama,CONTEXT,49,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist,ANCHOR_EXAMPLE,0,5,5,0,"(1, 3, 4, 6, 7)",True,True,True,True
llama,llama_generalist,ANCHOR_EXAMPLE,1,5,4,0,"(2, 7, 7, 8, 11)",True,False,True,False
llama,llama_generalist,ANCHOR_EXAMPLE,2,5,4,0,"(6, 7, 7, 10, 11)",True,False,True,False
llama,llama_generalist,ANCHOR_EXAMPLE,3,5,5,0,"(3, 4, 6, 10, 11)",True,True,True,True
llama,llama_generalist,ANCHOR_EXAMPLE,4,5,5,0,"(1, 3, 4, 5, 11)",True,True,True,True
llama,llama_generalist,ANCHOR_EXAMPLE,5,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist,ANCHOR_EXAMPLE,6,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist,ANCHOR_EXAMPLE,7,5,5,0,"(1, 3, 7, 10, 11)",True,True,True,True
llama,llama_generalist,ANCHOR_EXAMPLE,8,5,5,0,"(3, 4, 7, 9, 11)",True,True,True,True
llama,llama_generalist,ANCHOR_EXAMPLE,9,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_HIGH,0,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_HIGH,1,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_HIGH,2,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_HIGH,3,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_HIGH,4,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_HIGH,5,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_HIGH,6,5,5,0,"(3, 4, 7, 8, 9)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_HIGH,7,5,5,0,"(1, 2, 4, 5, 11)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_HIGH,8,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_HIGH,9,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_LOW,0,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_LOW,1,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_LOW,2,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_LOW,3,5,5,0,"(1, 2, 3, 4, 6)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_LOW,4,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_LOW,5,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_LOW,6,5,5,0,"(1, 3, 4, 7, 8)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_LOW,7,5,5,0,"(1, 2, 3, 6, 7)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_LOW,8,5,5,0,"(1, 3, 4, 5, 11)",True,True,True,True
llama,llama_generalist,ANCHOR_NUM_LOW,9,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,llama_generalist,ANCHOR_WORD,0,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist,ANCHOR_WORD,1,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist,ANCHOR_WORD,2,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist,ANCHOR_WORD,3,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist,ANCHOR_WORD,4,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist,ANCHOR_WORD,5,5,5,0,"(1, 2, 3, 4, 6)",True,True,True,True
llama,llama_generalist,ANCHOR_WORD,6,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist,ANCHOR_WORD,7,5,5,0,"(1, 2, 3, 4, 11)",True,True,True,True
llama,llama_generalist,ANCHOR_WORD,8,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist,ANCHOR_WORD,9,5,5,0,"(1, 2, 3, 4, 7)",True,True,True,True
llama,llama_generalist2,ANCHOR_EXAMPLE,0,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist2,ANCHOR_EXAMPLE,1,5,5,0,"(1, 2, 4, 5, 9)",True,True,True,True
llama,llama_generalist2,ANCHOR_EXAMPLE,2,5,5,0,"(1, 2, 3, 4, 6)",True,True,True,True
llama,llama_generalist2,ANCHOR_EXAMPLE,3,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist2,ANCHOR_EXAMPLE,4,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,llama_generalist2,ANCHOR_EXAMPLE,5,5,5,0,"(1, 3, 4, 5, 9)",True,True,True,True
llama,llama_generalist2,ANCHOR_EXAMPLE,6,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist2,ANCHOR_EXAMPLE,7,5,5,0,"(3, 4, 7, 8, 11)",True,True,True,True
llama,llama_generalist2,ANCHOR_EXAMPLE,8,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist2,ANCHOR_EXAMPLE,9,5,5,0,"(1, 2, 3, 4, 7)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_HIGH,0,5,5,0,"(1, 3, 4, 5, 7)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_HIGH,1,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_HIGH,2,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_HIGH,3,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_HIGH,4,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_HIGH,5,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_HIGH,6,5,5,0,"(1, 3, 4, 5, 10)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_HIGH,7,5,5,0,"(1, 3, 5, 6, 7)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_HIGH,8,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_HIGH,9,5,5,0,"(3, 4, 7, 9, 11)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_LOW,0,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_LOW,1,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_LOW,2,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_LOW,3,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_LOW,4,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_LOW,5,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_LOW,6,5,5,0,"(1, 3, 4, 7, 8)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_LOW,7,5,5,0,"(1, 2, 4, 5, 6)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_LOW,8,5,5,0,"(1, 3, 4, 5, 11)",True,True,True,True
llama,llama_generalist2,ANCHOR_NUM_LOW,9,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist2,ANCHOR_WORD,0,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_generalist2,ANCHOR_WORD,1,5,5,0,"(1, 2, 3, 4, 6)",True,True,True,True
llama,llama_generalist2,ANCHOR_WORD,2,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist2,ANCHOR_WORD,3,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist2,ANCHOR_WORD,4,5,5,0,"(1, 2, 3, 5, 8)",True,True,True,True
llama,llama_generalist2,ANCHOR_WORD,5,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist2,ANCHOR_WORD,6,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_generalist2,ANCHOR_WORD,7,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist2,ANCHOR_WORD,8,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_generalist2,ANCHOR_WORD,9,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_normative,ANCHOR_EXAMPLE,0,5,5,0,"(2, 3, 7, 10, 11)",True,True,True,True
llama,llama_normative,ANCHOR_EXAMPLE,1,5,5,0,"(3, 4, 7, 8, 11)",True,True,True,True
llama,llama_normative,ANCHOR_EXAMPLE,2,5,5,0,"(1, 2, 3, 4, 7)",True,True,True,True
llama,llama_normative,ANCHOR_EXAMPLE,3,5,4,0,"(2, 3, 4, 4, 7)",True,False,True,False
llama,llama_normative,ANCHOR_EXAMPLE,4,5,5,0,"(1, 2, 3, 4, 6)",True,True,True,True
llama,llama_normative,ANCHOR_EXAMPLE,5,5,4,0,"(4, 6, 6, 7, 10)",True,False,True,False
llama,llama_normative,ANCHOR_EXAMPLE,6,5,5,0,"(1, 3, 4, 7, 8)",True,True,True,True
llama,llama_normative,ANCHOR_EXAMPLE,7,5,5,0,"(2, 7, 8, 10, 11)",True,True,True,True
llama,llama_normative,ANCHOR_EXAMPLE,8,5,5,0,"(1, 2, 3, 4, 6)",True,True,True,True
llama,llama_normative,ANCHOR_EXAMPLE,9,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_HIGH,0,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_HIGH,1,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_HIGH,2,5,5,0,"(2, 3, 4, 6, 10)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_HIGH,3,5,5,0,"(1, 7, 8, 10, 11)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_HIGH,4,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_HIGH,5,5,5,0,"(6, 7, 9, 10, 11)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_HIGH,6,5,5,0,"(3, 4, 7, 8, 11)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_HIGH,7,5,5,0,"(1, 6, 7, 9, 10)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_HIGH,8,5,5,0,"(1, 2, 3, 4, 11)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_HIGH,9,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_LOW,0,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_LOW,1,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_LOW,2,5,5,0,"(1, 2, 3, 4, 6)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_LOW,3,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_LOW,4,5,5,0,"(1, 3, 4, 5, 11)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_LOW,5,5,5,0,"(2, 4, 6, 7, 10)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_LOW,6,5,5,0,"(1, 3, 4, 6, 8)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_LOW,7,5,5,0,"(6, 7, 8, 10, 11)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_LOW,8,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,llama_normative,ANCHOR_NUM_LOW,9,5,5,0,"(1, 3, 4, 7, 8)",True,True,True,True
llama,llama_normative,ANCHOR_WORD,0,5,5,0,"(1, 3, 4, 7, 8)",True,True,True,True
llama,llama_normative,ANCHOR_WORD,1,5,5,0,"(2, 3, 4, 7, 8)",True,True,True,True
llama,llama_normative,ANCHOR_WORD,2,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_normative,ANCHOR_WORD,3,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_normative,ANCHOR_WORD,4,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_normative,ANCHOR_WORD,5,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_normative,ANCHOR_WORD,6,5,5,0,"(2, 3, 4, 5, 6)",True,True,True,True
llama,llama_normative,ANCHOR_WORD,7,5,5,0,"(1, 3, 4, 7, 8)",True,True,True,True
llama,llama_normative,ANCHOR_WORD,8,5,5,0,"(1, 6, 7, 9, 10)",True,True,True,True
llama,llama_normative,ANCHOR_WORD,9,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_normative2,ANCHOR_EXAMPLE,0,5,5,0,"(1, 3, 4, 5, 11)",True,True,True,True
llama,llama_normative2,ANCHOR_EXAMPLE,1,5,5,0,"(1, 3, 4, 6, 7)",True,True,True,True
llama,llama_normative2,ANCHOR_EXAMPLE,2,5,5,0,"(1, 3, 4, 6, 7)",True,True,True,True
llama,llama_normative2,ANCHOR_EXAMPLE,3,5,5,0,"(1, 3, 4, 7, 8)",True,True,True,True
llama,llama_normative2,ANCHOR_EXAMPLE,4,5,4,0,"(2, 3, 4, 4, 9)",True,False,True,False
llama,llama_normative2,ANCHOR_EXAMPLE,5,5,5,0,"(1, 2, 4, 5, 7)",True,True,True,True
llama,llama_normative2,ANCHOR_EXAMPLE,6,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_normative2,ANCHOR_EXAMPLE,7,5,5,0,"(1, 3, 4, 7, 8)",True,True,True,True
llama,llama_normative2,ANCHOR_EXAMPLE,8,5,5,0,"(2, 6, 7, 8, 10)",True,True,True,True
llama,llama_normative2,ANCHOR_EXAMPLE,9,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,llama_normative2,ANCHOR_NUM_HIGH,0,5,5,0,"(1, 3, 4, 5, 6)",True,True,True,True
llama,llama_normative2,ANCHOR_NUM_HIGH,1,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_normative2,ANCHOR_NUM_HIGH,2,5,5,0,"(1, 2, 3, 10, 11)",True,True,True,True
llama,llama_normative2,ANCHOR_NUM_HIGH,3,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_normative2,ANCHOR_NUM_HIGH,4,5,5,0,"(1, 2, 3, 4, 6)",True,True,True,True
llama,llama_normative2,ANCHOR_NUM_HIGH,5,5,5,0,"(3, 6, 7, 10, 11)",True,True,True,True
llama,llama_normative2,ANCHOR_NUM_HIGH,6,5,5,0,"(1, 3, 4, 6, 7)",True,True,True,True
llama,llama_normative2,ANCHOR_NUM_HIGH,7,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_normative2,ANCHOR_NUM_HIGH,8,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_normative2,ANCHOR_NUM_HIGH,9,5,5,0,"(1, 2, 3, 4, 10)",True,True,True,True
llama,llama_normative2,ANCHOR_NUM_LOW,0,5,5,0,"(1, 2, 3, 4, 5)",True,True,True,True
llama,llama_normative2,ANCHOR_NUM_LOW,1,5,5,0,"(1, 2, 4, 5, 11)",True,True,True,True
