base_model,dc_solution,base_solution,anchor_type,comparison,OR_median_regularizing,OR_median_primary,OR_median_weak,OR_l95_regularizing,OR_l95_primary,OR_l95_weak,OR_u95_regularizing,OR_u95_primary,OR_u95_weak,posterior_probability_OR_gt_1_regularizing,posterior_probability_OR_gt_1_primary,posterior_probability_OR_gt_1_weak,posterior_probability_OR_lt_1_regularizing,posterior_probability_OR_lt_1_primary,posterior_probability_OR_lt_1_weak,conclusion_regularizing,conclusion_primary,conclusion_weak,direction_regularizing,direction_primary,direction_weak,direction_stable,conclusion_stable
llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.381566022969263,0.27775314060586953,0.2512319479040809,0.16179666521687383,0.09066052989546573,0.0756006513256088,0.8279623021887582,0.7129011215751239,0.6678706358829982,0.008375,0.004125,0.002125,0.991625,0.995875,0.997875,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.2272603530365922,1.238442730965931,1.236624443334017,0.6009359633298466,0.5527341202639944,0.5380705562400354,2.463308802252258,2.745411924054942,2.78241571957487,0.715125,0.707,0.705125,0.284875,0.293,0.294875,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.093004325912144,1.0919022419984592,1.08734762651468,0.5412531755122328,0.49193781855430935,0.48186903619104116,2.1921308423812618,2.337759269363506,2.3481515437630076,0.593,0.5875,0.5835,0.407,0.4125,0.4165,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.9764685292375797,0.9550842183127437,0.9366556281586127,0.47371188171604195,0.415929375891304,0.4088062619215866,1.960475548530291,2.0644176795559335,2.113600749152392,0.4735,0.4555,0.4335,0.5265,0.5445,0.5665,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.7433040854206784,0.7065952795962294,0.6968983321095682,0.3541593776852609,0.3110091298508213,0.29984145541411783,1.5056715524933935,1.5418645174977825,1.5544827849655092,0.206625,0.194375,0.195125,0.793375,0.805625,0.804875,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.9364377827841219,0.9350723822622936,0.9380589491140562,0.46249215413995415,0.43004335571238983,0.41967417592363737,1.823199601231408,1.9815446062930242,2.026997994227317,0.425375,0.432375,0.435625,0.574625,0.567625,0.564375,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.8035939180497826,2.038148486349384,2.1047190137970886,0.9005895776612214,0.9561791948856794,0.9782745470259349,3.7280754566843726,4.559738429852992,4.830047306363205,0.953625,0.96625,0.97175,0.046375,0.03375,0.02825,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,1.2979177585218238,1.3764106936131444,1.4124807596193945,0.648856538303126,0.6534161454328382,0.649184154431748,2.6040425885725336,3.025309548842887,3.079887300451835,0.772125,0.792125,0.812,0.227875,0.207875,0.188,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.6874213367704574,0.6223240067944219,0.5927139815434052,0.34654776807565923,0.2818402374040582,0.26710280636244604,1.405022871003696,1.3480634959537974,1.3360741298243832,0.15325,0.11175,0.100625,0.84675,0.88825,0.899375,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.6897633783832244,0.6144112103520853,0.5969245526365041,0.3438919963755994,0.28742716130247786,0.2714532285034991,1.410718231896291,1.3591197453900785,1.309403796538415,0.153125,0.11225,0.099125,0.846875,0.88775,0.900875,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.6174016998164686,0.5371121083308641,0.5214344701251505,0.30417920121372427,0.2488285239151154,0.23503142167335764,1.2686720744808084,1.1772076162917486,1.1682934247025007,0.0905,0.05675,0.05775,0.9095,0.94325,0.94225,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.8660755978530592,0.8053605215518009,0.7839100039657159,0.4282410427386866,0.37050683580628263,0.35451072081208745,1.7869402280934223,1.794139186948443,1.805685883998506,0.34725,0.294375,0.275375,0.65275,0.705625,0.724625,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.8761497155554582,0.855762336088504,0.8604707032206311,0.4407689664700827,0.39288184001221277,0.39674972751585513,1.738901877107434,1.8737809638689535,1.8826364021902275,0.358,0.338125,0.349,0.642,0.661875,0.651,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.7887347834467946,0.7498195835741002,0.7525736119635918,0.3904084937812479,0.34781462938254304,0.34283585557648705,1.5727992245136595,1.6478202021419026,1.6473271105956182,0.258,0.240125,0.232125,0.742,0.759875,0.767875,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.7398276696599222,1.9259657310279232,1.9943650125635461,0.8500243206877256,0.8744765713554464,0.8839159917252355,3.6440635516366537,4.5114597638598974,4.7452824082010325,0.93325,0.94975,0.95275,0.06675,0.05025,0.04725,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.7897964841494336,0.7553503407736817,0.7477090239539821,0.3904474274974344,0.35665383882703927,0.3380406845089827,1.5683299953475014,1.6210423787292578,1.6234734277952183,0.249625,0.230625,0.232625,0.750375,0.769375,0.767375,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.8733413459966795,0.8441859285814184,0.8253358293647456,0.4278035715945506,0.38503650684539037,0.36763189617117537,1.8122491953489204,1.8854723397384234,1.932685031877679,0.353125,0.3305,0.328,0.646875,0.6695,0.672,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.6165584258939596,0.5628140253546667,0.5474514004102103,0.3084344949444794,0.25794405899054923,0.2519901515928581,1.2508229190527522,1.2035500549538787,1.1782346212414583,0.087875,0.072125,0.065625,0.912125,0.927875,0.934375,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.9075660916583024,2.2760918356960804,2.403872518856998,0.8696929902784905,0.9248089691305802,0.9417004583818545,4.404963134714314,6.518206801398943,7.466764829204697,0.946625,0.96175,0.96725,0.053375,0.03825,0.03275,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.773431215809316,0.735719176848962,0.7195355278118036,0.3794664765383384,0.3431336368434949,0.320255136736821,1.6008695961823243,1.6205807075863032,1.6226064875226027,0.23675,0.216,0.214125,0.76325,0.784,0.785875,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Static protection system,llama__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.3237963144017857,1.4406315114867567,1.459823459869034,0.663259422564455,0.6476247710829915,0.6298586072720235,2.742809893791156,3.231668281492495,3.466297633009893,0.787625,0.811625,0.81775,0.212375,0.188375,0.18225,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
llama,Static protection system,llama__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.7558238502127068,0.7434832771179332,0.7232935446800675,0.37774101025375206,0.343359367630876,0.3275432535052918,1.513454772903277,1.553516348601148,1.588776807071734,0.218625,0.21325,0.2115,0.781375,0.78675,0.7885,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
llama,Static protection system,llama__Static protection system,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.4940828141673328,1.6630750968817862,1.701704256329674,0.7347685353016706,0.7330953398467247,0.7342641551247839,3.180436735310603,3.851723077640771,4.222249807338749,0.864375,0.88875,0.89525,0.135625,0.11125,0.10475,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
llama,Static protection system,llama__Static protection system,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,1.1818401963841823,1.2427414781511503,1.259358414631532,0.5887596180212527,0.5757199942420835,0.5731067481204343,2.4593172263491323,2.762361281666871,2.866498262470104,0.675625,0.706,0.705,0.324375,0.294,0.295,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.4772988856101228,1.4536200941403594,1.4432234424663855,0.7197901793774386,0.6415673746449295,0.6077153127570059,3.1271684454366864,3.5841673046602107,3.700275248604999,0.858625,0.806625,0.793375,0.141375,0.193375,0.206625,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.47499364367475505,0.3700666377515528,0.3476487752005578,0.23021959145773122,0.16594795536998358,0.1515642045122446,0.953699401033473,0.8125686592115916,0.7668773187037822,0.0195,0.00625,0.005125,0.9805,0.99375,0.994875,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.15361342260686567,0.07848748683443489,0.061323061724355976,0.06671503250283665,0.025200949981195993,0.01640798352783273,0.33458809847583215,0.20386800752494305,0.17500872368435244,0,0,0,1,1,1,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.29995056012033394,0.2125590861505344,0.18935042041206834,0.14200974029579724,0.08964918900734115,0.07771900435486975,0.6111686235601463,0.4767743746116927,0.4293310965296189,3.75e-4,0,0,0.999625,1,1,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,DC connectors,mistral__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.42607598121349755,0.20654249200086852,0.14646157295927534,0.19062540935772843,0.07870770670826045,0.049619419721854074,1.0190341701965473,0.5943719449386665,0.44544225400403903,0.0265,0.0025,3.75e-4,0.9735,0.9975,0.999625,uncertain,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,FALSE
mistral,DC connectors,mistral__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.3245475832074103,1.0299274213419336,0.8146440851823129,0.49731374523148125,0.28968074658356296,0.19471771556405465,4.001231453641081,4.9397300621161735,5.322088447593387,0.7055,0.515125,0.398375,0.2945,0.484875,0.601625,uncertain,uncertain,uncertain,above 1,above 1,below 1,FALSE,TRUE
mistral,DC connectors,mistral__DC connectors,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.08759101605274866,0.03431569244101487,0.022497674198559782,0.0412027030155581,0.012858708791326444,0.007227017078126324,0.18319459596603968,0.08333719086693996,0.062444495457067865,0,0,0,1,1,1,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,DC connectors,mistral__DC connectors,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.07918617839078647,0.029775030907263602,0.019306125138425768,0.03718890362041827,0.010799631210392041,0.00618125648095073,0.1637900403532258,0.07453589355308331,0.051696278158786274,0,0,0,1,1,1,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,DC measurement device,mistral__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.6066654117562884,0.476908045247282,0.43842292348182144,0.27685609969552866,0.19382770506850427,0.1645202864731423,1.2874349365029212,1.0984162823714747,1.065046177901435,0.095,0.04025,0.035375,0.905,0.95975,0.964625,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
mistral,DC measurement device,mistral__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.3847268506516406,0.26190786727288795,0.22701917169700164,0.1632316812444099,0.08692689420071611,0.067398725336568,0.8556699618952289,0.6679614404332581,0.5890828866761983,0.00875,0.00225,0.001,0.99125,0.99775,0.999,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,DC measurement device,mistral__DC measurement device,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.2262752377255261,0.09846012151165501,0.06077078575502684,0.08674664775849572,0.02043113443951104,0.0072457082791348906,0.5340013953098318,0.325099870140943,0.2491411130621095,1.25e-4,0,0,0.999875,1,1,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,DC measurement device,mistral__DC measurement device,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.3304672151289609,0.20214543145744385,0.16514412072553353,0.1303670966282377,0.05860625441157413,0.04117292393786333,0.7501208436946754,0.5376485983707213,0.48093335320918623,0.003,5e-4,2.5e-4,0.997,0.9995,0.99975,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.141469082978682,1.6456406869015558,3.1530985671936063,0.2847929114507715,0.15962551399160668,0.15254029776561567,5.03936028923171,23.318978804945065,199.68490402835747,0.57,0.652375,0.74575,0.43,0.347625,0.25425,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.151782848243494,1.6430923477003834,3.3465436108956608,0.3030775741276468,0.15833845636937718,0.14202649578738216,4.612056160188907,26.479920735970953,218.1080862662491,0.575875,0.648625,0.748875,0.424125,0.351375,0.251125,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.1608772578639246,1.682104112759042,3.1449384505059292,0.2944350674622147,0.16661166808504801,0.13932399143911792,4.83178662096728,23.34505907467627,204.6260991214517,0.57775,0.65675,0.73725,0.42225,0.34325,0.26275,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,1.1372398748022128,1.6587114485385381,3.1359981489833113,0.2910036790509923,0.15288409101494602,0.14430873525082216,4.9010308829424405,24.062859955427534,232.7178175049344,0.5775,0.6505,0.742625,0.4225,0.3495,0.257375,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.4022893748863866,0.28277648090585655,0.2498523637042263,0.1947354494919161,0.11786542729301476,0.10354996592806465,0.8133326000829889,0.6235615590185154,0.5594117059173731,0.005375,6.25e-4,3.75e-4,0.994625,0.999375,0.999625,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.2765076823792892,0.1720412466635759,0.1459097970158833,0.12658224030438522,0.06543166502284135,0.05312738602698449,0.5721207307915863,0.40327747118851226,0.3731555929220133,1.25e-4,0,0,0.999875,1,1,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.17924767000097158,0.09138622146677694,0.06808385232521133,0.07927562550282317,0.02800153994488727,0.017262872408154065,0.39309498385953445,0.23392458263029478,0.19990632806411138,0,0,0,1,1,1,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.10733902702807621,0.028537459441984075,0.010181738813909193,0.042118780264048805,0.004983596094737297,5.129064124048728e-4,0.2579728995630598,0.10374885736173613,0.06287459130009784,0,0,0,1,1,1,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.1309648780480042,1.5794908393496487,2.7850797360707436,0.2838138090990641,0.14790044639937802,0.10531010272358922,4.619899301586916,24.15371627723274,205.05988053822915,0.56575,0.6385,0.707625,0.43425,0.3615,0.292375,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.1454891950753288,1.5551089399184272,2.8432092865047247,0.2908831589940878,0.15719815976570956,0.09908193442276683,4.747775736891885,22.54085702399406,205.02554565795924,0.5815,0.6355,0.70375,0.4185,0.3645,0.29625,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.6964280381433894,0.400397970258782,0.27402131709629673,0.18712322788093982,0.0536957350184818,0.02483417836938533,2.6976231251925435,4.186164629766192,5.808853734685949,0.30475,0.2145,0.172125,0.69525,0.7855,0.827875,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,1.141348485979223,1.6141858795600017,2.744651965404027,0.297504786405309,0.15048184983406443,0.10148896478701493,4.607239133230519,22.254551281724048,225.75371438924228,0.574875,0.645,0.71075,0.425125,0.355,0.28925,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.0453977524818077,0.9132630647106035,0.8515374291767601,0.4662609131977743,0.3515680540326814,0.3251689858911006,2.526984621565653,2.6538648426941434,2.733434131821205,0.542125,0.431125,0.39225,0.457875,0.568875,0.60775,uncertain,uncertain,uncertain,above 1,below 1,below 1,FALSE,TRUE
mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.5793518672860984,0.4395989435302269,0.3920529425511327,0.271579407111266,0.18402689139116188,0.16395005898367687,1.3105849987731406,1.0965624828772111,0.9950782328903386,0.091875,0.0385,0.024375,0.908125,0.9615,0.975625,uncertain,uncertain,lower under Anchor,below 1,below 1,below 1,TRUE,FALSE
mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.2813052744461313,0.19155096534692823,0.167903606741808,0.13931484576672126,0.0836317727427902,0.07246520089595591,0.5816270494351803,0.44357427754273193,0.38953066959733756,3.75e-4,0,0,0.999625,1,1,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.2805171886959917,0.1903689028007664,0.16665920448023355,0.13753576382346086,0.08441992904778836,0.07112594220655108,0.5802940802721461,0.43186646887650065,0.37915948808115696,2.5e-4,1.25e-4,1.25e-4,0.99975,0.999875,0.999875,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.5709410375950101,2.763376678631767,5.701589911581246,0.47102601455824605,0.398206401867354,0.3809171985092002,5.729436791750655,31.451872169437213,286.18594041112306,0.762875,0.8255,0.8785,0.237125,0.1745,0.1215,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.5718196703534213,2.710519036932868,5.702882745979039,0.4706023736777991,0.37867171378897646,0.4006729593173309,5.642943535445415,31.368478889717306,253.3935062277506,0.76275,0.81925,0.880875,0.23725,0.18075,0.119125,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.4360551339653778,0.2420732942918974,0.18920021829050016,0.15435767578228873,0.0658191495715124,0.04528085175225056,1.3416393496059857,0.9743614262376271,0.8609532920417555,0.0685,0.022625,0.016,0.9315,0.977375,0.984,uncertain,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,FALSE
mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.3416964718497135,0.18263351078940288,0.14318522465232975,0.1267431651916209,0.05241934964169547,0.03651564725554253,0.9590779283239219,0.6620552738681817,0.5631369354967736,0.020375,0.007,0.00325,0.979625,0.993,0.99675,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.998216452778393,0.8646265842074761,0.7860974948223509,0.35246105147213924,0.22628373807284155,0.1790077714800866,2.568126708437647,2.581150581324458,2.6003753133822793,0.498875,0.4065,0.35625,0.501125,0.5935,0.64375,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.5975286094800542,0.35934174531138235,0.2583719471530604,0.1963130353286569,0.05976278077254931,0.024830089393100722,1.6452571543919012,1.3988972471493566,1.2468133168282127,0.164875,0.0735,0.05,0.835125,0.9265,0.95,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.4366730626769805,0.16923628454286027,0.0665735266324099,0.13611112483563856,0.021334455653911406,0.001699184798919367,1.2809730364871972,0.8361279651962235,0.6318644059938784,0.068625,0.014125,0.005,0.931375,0.985875,0.995,uncertain,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,FALSE
mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.43671235278212217,0.16920037864723336,0.0665984549142685,0.1307649658490517,0.0198179215240054,0.0024300368223720823,1.2540402789689529,0.8839017893373389,0.6014846740208871,0.0655,0.015,0.003625,0.9345,0.985,0.996375,uncertain,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,FALSE
mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.096488348819062,1.423294048557442,2.468303840655206,0.27695102888214185,0.11524693644893405,0.08038577285964357,4.464088296836181,22.185267382731244,188.99085452669908,0.555875,0.60425,0.675875,0.444125,0.39575,0.324125,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.1070853961571498,1.433956418382183,2.4281627135610764,0.26779364747788065,0.12242124983857643,0.08239552561809328,4.646228026784276,22.26598098926798,195.60995917967233,0.550875,0.6055,0.67275,0.449125,0.3945,0.32725,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.095888728865957,1.4831467914035494,2.4394937109243657,0.2668627062276644,0.11896871392016786,0.0820916986237779,4.595744758413824,21.899909190653997,217.73697582679927,0.55075,0.614,0.6785,0.44925,0.386,0.3215,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,1.0936922546108292,1.4098780976023462,2.4477859552447505,0.26551654132196223,0.11757364152785665,0.08745483222770363,4.508157550960881,20.853044140552218,184.84009820491966,0.552875,0.600875,0.687125,0.447125,0.399125,0.312875,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
