row_id,base_model,variant_id,model,barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,similarity,iteration,timestamp,truncated,barrier_list,bias_type,anchor_level
BIAS_EXAMPLE_mistral_subject_matter2_02_b4_inverse_order_20250831_175534,mistral,mistral_subject_matter2,subject_matter2,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_mistral_subject_matter2_02_b5_inverse_order_20250831_175534,mistral,mistral_subject_matter2,subject_matter2,5,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_generalist_02_b1_inverse_order_20250831_175534,gemma3,gemma3_generalist,generalist,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_generalist_02_b2_inverse_order_20250831_175534,gemma3,gemma3_generalist,generalist,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_generalist_02_b3_inverse_order_20250831_175534,gemma3,gemma3_generalist,generalist,3,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_generalist_02_b4_inverse_order_20250831_175534,gemma3,gemma3_generalist,generalist,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_generalist_02_b5_inverse_order_20250831_175534,gemma3,gemma3_generalist,generalist,5,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_generalist2_02_b1_inverse_order_20250831_175534,gemma3,gemma3_generalist2,generalist2,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_generalist2_02_b2_inverse_order_20250831_175534,gemma3,gemma3_generalist2,generalist2,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_generalist2_02_b3_inverse_order_20250831_175534,gemma3,gemma3_generalist2,generalist2,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_generalist2_02_b4_inverse_order_20250831_175534,gemma3,gemma3_generalist2,generalist2,4,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_generalist2_02_b5_inverse_order_20250831_175534,gemma3,gemma3_generalist2,generalist2,5,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_normative_02_b1_inverse_order_20250831_175534,gemma3,gemma3_normative,normative,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_normative_02_b2_inverse_order_20250831_175534,gemma3,gemma3_normative,normative,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_normative_02_b3_inverse_order_20250831_175534,gemma3,gemma3_normative,normative,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_normative_02_b4_inverse_order_20250831_175534,gemma3,gemma3_normative,normative,4,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_normative_02_b5_inverse_order_20250831_175534,gemma3,gemma3_normative,normative,5,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_normative2_02_b1_inverse_order_20250831_175534,gemma3,gemma3_normative2,normative2,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_normative2_02_b2_inverse_order_20250831_175534,gemma3,gemma3_normative2,normative2,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_normative2_02_b3_inverse_order_20250831_175534,gemma3,gemma3_normative2,normative2,3,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_normative2_02_b4_inverse_order_20250831_175534,gemma3,gemma3_normative2,normative2,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_normative2_02_b5_inverse_order_20250831_175534,gemma3,gemma3_normative2,normative2,5,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_subject_matter_02_b1_inverse_order_20250831_175534,gemma3,gemma3_subject_matter,subject_matter,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_subject_matter_02_b2_inverse_order_20250831_175534,gemma3,gemma3_subject_matter,subject_matter,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_subject_matter_02_b3_inverse_order_20250831_175534,gemma3,gemma3_subject_matter,subject_matter,3,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_subject_matter_02_b4_inverse_order_20250831_175534,gemma3,gemma3_subject_matter,subject_matter,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_subject_matter_02_b5_inverse_order_20250831_175534,gemma3,gemma3_subject_matter,subject_matter,5,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_subject_matter2_02_b1_inverse_order_20250831_175534,gemma3,gemma3_subject_matter2,subject_matter2,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_subject_matter2_02_b2_inverse_order_20250831_175534,gemma3,gemma3_subject_matter2,subject_matter2,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_subject_matter2_02_b3_inverse_order_20250831_175534,gemma3,gemma3_subject_matter2,subject_matter2,3,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_subject_matter2_02_b4_inverse_order_20250831_175534,gemma3,gemma3_subject_matter2,subject_matter2,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_gemma3_subject_matter2_02_b5_inverse_order_20250831_175534,gemma3,gemma3_subject_matter2,subject_matter2,5,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,1,2,20250831_175534,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_generalist_03_b1_inverse_order_20250831_180433,phi4,phi4_generalist,generalist,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_generalist_03_b2_inverse_order_20250831_180433,phi4,phi4_generalist,generalist,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_generalist_03_b3_inverse_order_20250831_180433,phi4,phi4_generalist,generalist,3,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_generalist_03_b4_inverse_order_20250831_180433,phi4,phi4_generalist,generalist,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_generalist_03_b5_inverse_order_20250831_180433,phi4,phi4_generalist,generalist,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_generalist2_03_b1_inverse_order_20250831_180433,phi4,phi4_generalist2,generalist2,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_generalist2_03_b2_inverse_order_20250831_180433,phi4,phi4_generalist2,generalist2,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_generalist2_03_b3_inverse_order_20250831_180433,phi4,phi4_generalist2,generalist2,3,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_generalist2_03_b4_inverse_order_20250831_180433,phi4,phi4_generalist2,generalist2,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_generalist2_03_b6_inverse_order_20250831_180433,phi4,phi4_generalist2,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_normative_03_b1_inverse_order_20250831_180433,phi4,phi4_normative,normative,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_normative_03_b2_inverse_order_20250831_180433,phi4,phi4_normative,normative,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_normative_03_b3_inverse_order_20250831_180433,phi4,phi4_normative,normative,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_normative_03_b4_inverse_order_20250831_180433,phi4,phi4_normative,normative,4,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_normative_03_b5_inverse_order_20250831_180433,phi4,phi4_normative,normative,5,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_normative2_03_b1_inverse_order_20250831_180433,phi4,phi4_normative2,normative2,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_normative2_03_b2_inverse_order_20250831_180433,phi4,phi4_normative2,normative2,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_normative2_03_b3_inverse_order_20250831_180433,phi4,phi4_normative2,normative2,3,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_normative2_03_b4_inverse_order_20250831_180433,phi4,phi4_normative2,normative2,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_normative2_03_b6_inverse_order_20250831_180433,phi4,phi4_normative2,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_subject_matter_03_b1_inverse_order_20250831_180433,phi4,phi4_subject_matter,subject_matter,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_subject_matter_03_b2_inverse_order_20250831_180433,phi4,phi4_subject_matter,subject_matter,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_subject_matter_03_b3_inverse_order_20250831_180433,phi4,phi4_subject_matter,subject_matter,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_subject_matter_03_b4_inverse_order_20250831_180433,phi4,phi4_subject_matter,subject_matter,4,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_subject_matter_03_b5_inverse_order_20250831_180433,phi4,phi4_subject_matter,subject_matter,5,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_subject_matter2_03_b1_inverse_order_20250831_180433,phi4,phi4_subject_matter2,subject_matter2,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_subject_matter2_03_b2_inverse_order_20250831_180433,phi4,phi4_subject_matter2,subject_matter2,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_subject_matter2_03_b3_inverse_order_20250831_180433,phi4,phi4_subject_matter2,subject_matter2,3,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_subject_matter2_03_b4_inverse_order_20250831_180433,phi4,phi4_subject_matter2,subject_matter2,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_phi4_subject_matter2_03_b6_inverse_order_20250831_180433,phi4,phi4_subject_matter2,subject_matter2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist_03_b1_inverse_order_20250831_180433,llama,llama_generalist,generalist,1,high costs of DC solutions,High costs of DC solutions,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist_03_b2_inverse_order_20250831_180433,llama,llama_generalist,generalist,2,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist_03_b3_inverse_order_20250831_180433,llama,llama_generalist,generalist,3,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist_03_b4_inverse_order_20250831_180433,llama,llama_generalist,generalist,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist_03_b5_inverse_order_20250831_180433,llama,llama_generalist,generalist,5,incompatibility of DC systems components,Incompatibility of DC systems components,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist_03_b6_inverse_order_20250831_180433,llama,llama_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,1,3,20250831_180433,yes,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist_03_b7_inverse_order_20250831_180433,llama,llama_generalist,generalist,7,lack of pilot projects,Lack of pilot projects,matched,correct_id,FALSE,1,3,20250831_180433,yes,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_03_b1_inverse_order_20250831_180433,llama,llama_generalist2,generalist2,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_03_b2_inverse_order_20250831_180433,llama,llama_generalist2,generalist2,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_03_b3_inverse_order_20250831_180433,llama,llama_generalist2,generalist2,3,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_03_b4_inverse_order_20250831_180433,llama,llama_generalist2,generalist2,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_03_b5_inverse_order_20250831_180433,llama,llama_generalist2,generalist2,5,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_03_b6_inverse_order_20250831_180433,llama,llama_generalist2,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,1,3,20250831_180433,yes,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative_03_b2_inverse_order_20250831_180433,llama,llama_normative,normative,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative_03_b3_inverse_order_20250831_180433,llama,llama_normative,normative,3,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative_03_b4_inverse_order_20250831_180433,llama,llama_normative,normative,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative_03_b5_inverse_order_20250831_180433,llama,llama_normative,normative,5,incompatibility of DC systems components,compatibility issues with existing grid infrastructure,hallucinated_label,correct_id,TRUE,0.447,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative_03_b6_inverse_order_20250831_180433,llama,llama_normative,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative_03_b7_inverse_order_20250831_180433,llama,llama_normative,normative,7,incompatibility of DC systems components,limited availability of compatible hardware components,hallucinated_label,correct_id,TRUE,0.553,3,20250831_180433,yes,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_03_b1_inverse_order_20250831_180433,llama,llama_normative2,normative2,1,high costs of DC solutions,high costs of DC solutions,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_03_b2_inverse_order_20250831_180433,llama,llama_normative2,normative2,2,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_03_b3_inverse_order_20250831_180433,llama,llama_normative2,normative2,3,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_03_b4_inverse_order_20250831_180433,llama,llama_normative2,normative2,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,1,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_03_b5_inverse_order_20250831_180433,llama,llama_normative2,normative2,5,incompatibility of DC systems components,compatibility issues with existing infrastructure,hallucinated_label,correct_id,TRUE,0.472,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_03_b6_inverse_order_20250831_180433,llama,llama_normative2,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,1,3,20250831_180433,yes,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_03_b7_inverse_order_20250831_180433,llama,llama_normative2,normative2,7,lack of use-cases in which DC is advantageous,limited demonstration projects for DC technologies in different industries,hallucinated_label,correct_id,TRUE,0.377,3,20250831_180433,yes,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_03_b8_inverse_order_20250831_180433,llama,llama_normative2,normative2,8,incompatibility of DC systems components,uncertainty surrounding grid integration and interoperability of DC systems,hallucinated_label,correct_id,TRUE,0.452,3,20250831_180433,yes,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_03_b9_inverse_order_20250831_180433,llama,llama_normative2,normative2,9,lack of use-cases in which DC is advantageous,lack of clarity regarding the benefits and advantages of adopting DC over traditional AC systems,hallucinated_label,correct_id,TRUE,0.411,3,20250831_180433,yes,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_03_b10_inverse_order_20250831_180433,llama,llama_normative2,normative2,10,incompatibility of DC systems components,"increased complexity in design, installation, and maintenance of DC systems",hallucinated_label,correct_id,TRUE,0.42,3,20250831_180433,yes,INVERSE_ORDER,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_subject_matter_03_b1_inverse_order_20250831_180433,llama,llama_subject_matter,subject_matter,1,high costs of DC solutions,"High costs of DC solutions: The adoption of DC systems can be expensive due to the need for specialized components and expertise in design and implementation. This barrier may discourage smaller organizations or individuals from adopting DC technologies, limiting their potential benefits.",hallucinated_label,correct_id,TRUE,0.318,3,20250831_180433,no,INVERSE_ORDER,BIAS_EXAMPLE,
