row_id,base_model,variant_id,model,dc_solution,rating,label,iteration,timestamp,source,condition
phi4_normative_40_20250804_095422,phi4,phi4_normative,normative,Protection DC system design tool,4,Very important,40.0,20250804_095422,llm,CONTEXT
phi4_normative2_40_20250804_095422,phi4,phi4_normative2,normative2,Protection DC system design tool,4,Very important,40.0,20250804_095422,llm,CONTEXT
phi4_subject_matter_40_20250804_095422,phi4,phi4_subject_matter,subject_matter,Protection DC system design tool,4,Very important,40.0,20250804_095422,llm,CONTEXT
phi4_subject_matter2_40_20250804_095422,phi4,phi4_subject_matter2,subject_matter2,Protection DC system design tool,4,Very important,40.0,20250804_095422,llm,CONTEXT
phi4_generalist_41_20250804_095550,phi4,phi4_generalist,generalist,Protection DC system design tool,4,Very important,41.0,20250804_095550,llm,CONTEXT
phi4_generalist2_41_20250804_095550,phi4,phi4_generalist2,generalist2,Protection DC system design tool,4,Very important,41.0,20250804_095550,llm,CONTEXT
phi4_normative_41_20250804_095550,phi4,phi4_normative,normative,Protection DC system design tool,4,Very important,41.0,20250804_095550,llm,CONTEXT
phi4_normative2_41_20250804_095550,phi4,phi4_normative2,normative2,Protection DC system design tool,4,Very important,41.0,20250804_095550,llm,CONTEXT
phi4_subject_matter_41_20250804_095550,phi4,phi4_subject_matter,subject_matter,Protection DC system design tool,4,Very important,41.0,20250804_095550,llm,CONTEXT
phi4_subject_matter2_41_20250804_095550,phi4,phi4_subject_matter2,subject_matter2,Protection DC system design tool,4,Very important,41.0,20250804_095550,llm,CONTEXT
phi4_generalist_42_20250804_095758,phi4,phi4_generalist,generalist,Protection DC system design tool,4,Very important,42.0,20250804_095758,llm,CONTEXT
phi4_generalist2_42_20250804_095758,phi4,phi4_generalist2,generalist2,Protection DC system design tool,4,Very important,42.0,20250804_095758,llm,CONTEXT
phi4_normative_42_20250804_095758,phi4,phi4_normative,normative,Protection DC system design tool,4,Very important,42.0,20250804_095758,llm,CONTEXT
phi4_normative2_42_20250804_095758,phi4,phi4_normative2,normative2,Protection DC system design tool,4,Very important,42.0,20250804_095758,llm,CONTEXT
phi4_subject_matter_42_20250804_095758,phi4,phi4_subject_matter,subject_matter,Protection DC system design tool,4,Very important,42.0,20250804_095758,llm,CONTEXT
phi4_subject_matter2_42_20250804_095758,phi4,phi4_subject_matter2,subject_matter2,Protection DC system design tool,4,Very important,42.0,20250804_095758,llm,CONTEXT
phi4_generalist_43_20250804_101906,phi4,phi4_generalist,generalist,Protection DC system design tool,4,Very important,43.0,20250804_101906,llm,CONTEXT
phi4_generalist2_43_20250804_101906,phi4,phi4_generalist2,generalist2,Protection DC system design tool,4,Very important,43.0,20250804_101906,llm,CONTEXT
phi4_normative_43_20250804_101906,phi4,phi4_normative,normative,Protection DC system design tool,4,Very important,43.0,20250804_101906,llm,CONTEXT
phi4_normative2_43_20250804_101906,phi4,phi4_normative2,normative2,Protection DC system design tool,4,Very important,43.0,20250804_101906,llm,CONTEXT
phi4_subject_matter_43_20250804_101906,phi4,phi4_subject_matter,subject_matter,Protection DC system design tool,4,Very important,43.0,20250804_101906,llm,CONTEXT
phi4_subject_matter2_43_20250804_101906,phi4,phi4_subject_matter2,subject_matter2,Protection DC system design tool,4,Very important,43.0,20250804_101906,llm,CONTEXT
phi4_generalist_44_20250804_102313,phi4,phi4_generalist,generalist,Protection DC system design tool,4,Very important,44.0,20250804_102313,llm,CONTEXT
phi4_generalist2_44_20250804_102313,phi4,phi4_generalist2,generalist2,Protection DC system design tool,4,Very important,44.0,20250804_102313,llm,CONTEXT
phi4_normative_44_20250804_102313,phi4,phi4_normative,normative,Protection DC system design tool,4,Very important,44.0,20250804_102313,llm,CONTEXT
phi4_normative2_44_20250804_102313,phi4,phi4_normative2,normative2,Protection DC system design tool,4,Very important,44.0,20250804_102313,llm,CONTEXT
phi4_subject_matter_44_20250804_102313,phi4,phi4_subject_matter,subject_matter,Protection DC system design tool,4,Very important,44.0,20250804_102313,llm,CONTEXT
phi4_subject_matter2_44_20250804_102313,phi4,phi4_subject_matter2,subject_matter2,Protection DC system design tool,4,Very important,44.0,20250804_102313,llm,CONTEXT
phi4_generalist_45_20250804_102503,phi4,phi4_generalist,generalist,Protection DC system design tool,4,Very important,45.0,20250804_102503,llm,CONTEXT
phi4_generalist2_45_20250804_102503,phi4,phi4_generalist2,generalist2,Protection DC system design tool,4,Very important,45.0,20250804_102503,llm,CONTEXT
phi4_normative_45_20250804_102503,phi4,phi4_normative,normative,Protection DC system design tool,4,Very important,45.0,20250804_102503,llm,CONTEXT
phi4_normative2_45_20250804_102503,phi4,phi4_normative2,normative2,Protection DC system design tool,4,Very important,45.0,20250804_102503,llm,CONTEXT
phi4_subject_matter_45_20250804_102503,phi4,phi4_subject_matter,subject_matter,Protection DC system design tool,4,Very important,45.0,20250804_102503,llm,CONTEXT
phi4_subject_matter2_45_20250804_102503,phi4,phi4_subject_matter2,subject_matter2,Protection DC system design tool,4,Very important,45.0,20250804_102503,llm,CONTEXT
phi4_generalist_46_20250804_103243,phi4,phi4_generalist,generalist,Protection DC system design tool,4,Very important,46.0,20250804_103243,llm,CONTEXT
phi4_generalist2_46_20250804_103243,phi4,phi4_generalist2,generalist2,Protection DC system design tool,4,Very important,46.0,20250804_103243,llm,CONTEXT
phi4_normative_46_20250804_103243,phi4,phi4_normative,normative,Protection DC system design tool,4,Very important,46.0,20250804_103243,llm,CONTEXT
phi4_normative2_46_20250804_103243,phi4,phi4_normative2,normative2,Protection DC system design tool,4,Very important,46.0,20250804_103243,llm,CONTEXT
phi4_subject_matter_46_20250804_103243,phi4,phi4_subject_matter,subject_matter,Protection DC system design tool,4,Very important,46.0,20250804_103243,llm,CONTEXT
phi4_subject_matter2_46_20250804_103243,phi4,phi4_subject_matter2,subject_matter2,Protection DC system design tool,4,Very important,46.0,20250804_103243,llm,CONTEXT
phi4_generalist_47_20250804_103625,phi4,phi4_generalist,generalist,Protection DC system design tool,4,Very important,47.0,20250804_103625,llm,CONTEXT
phi4_generalist2_47_20250804_103625,phi4,phi4_generalist2,generalist2,Protection DC system design tool,3,Important,47.0,20250804_103625,llm,CONTEXT
phi4_normative_47_20250804_103625,phi4,phi4_normative,normative,Protection DC system design tool,4,Very important,47.0,20250804_103625,llm,CONTEXT
phi4_normative2_47_20250804_103625,phi4,phi4_normative2,normative2,Protection DC system design tool,4,Very important,47.0,20250804_103625,llm,CONTEXT
phi4_subject_matter_47_20250804_103625,phi4,phi4_subject_matter,subject_matter,Protection DC system design tool,4,Very important,47.0,20250804_103625,llm,CONTEXT
phi4_subject_matter2_47_20250804_103625,phi4,phi4_subject_matter2,subject_matter2,Protection DC system design tool,4,Very important,47.0,20250804_103625,llm,CONTEXT
phi4_generalist_48_20250804_103816,phi4,phi4_generalist,generalist,Protection DC system design tool,4,Very important,48.0,20250804_103816,llm,CONTEXT
phi4_generalist2_48_20250804_103816,phi4,phi4_generalist2,generalist2,Protection DC system design tool,4,Very important,48.0,20250804_103816,llm,CONTEXT
phi4_normative_48_20250804_103816,phi4,phi4_normative,normative,Protection DC system design tool,4,Very important,48.0,20250804_103816,llm,CONTEXT
phi4_normative2_48_20250804_103816,phi4,phi4_normative2,normative2,Protection DC system design tool,4,Very important,48.0,20250804_103816,llm,CONTEXT
phi4_subject_matter_48_20250804_103816,phi4,phi4_subject_matter,subject_matter,Protection DC system design tool,4,Very important,48.0,20250804_103816,llm,CONTEXT
phi4_subject_matter2_48_20250804_103816,phi4,phi4_subject_matter2,subject_matter2,Protection DC system design tool,4,Very important,48.0,20250804_103816,llm,CONTEXT
phi4_generalist_49_20250804_104236,phi4,phi4_generalist,generalist,Protection DC system design tool,4,Very important,49.0,20250804_104236,llm,CONTEXT
phi4_generalist2_49_20250804_104236,phi4,phi4_generalist2,generalist2,Protection DC system design tool,4,Very important,49.0,20250804_104236,llm,CONTEXT
phi4_normative_49_20250804_104236,phi4,phi4_normative,normative,Protection DC system design tool,4,Very important,49.0,20250804_104236,llm,CONTEXT
phi4_normative2_49_20250804_104236,phi4,phi4_normative2,normative2,Protection DC system design tool,4,Very important,49.0,20250804_104236,llm,CONTEXT
phi4_subject_matter_49_20250804_104236,phi4,phi4_subject_matter,subject_matter,Protection DC system design tool,4,Very important,49.0,20250804_104236,llm,CONTEXT
phi4_subject_matter2_49_20250804_104236,phi4,phi4_subject_matter2,subject_matter2,Protection DC system design tool,4,Very important,49.0,20250804_104236,llm,CONTEXT
phi4_generalist_00_20250804_104818,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,0.0,20250804_104818,llm,CONTEXT
phi4_generalist2_00_20250804_104818,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,0.0,20250804_104818,llm,CONTEXT
phi4_normative_00_20250804_104818,phi4,phi4_normative,normative,DC-DC converter,4,Very important,0.0,20250804_104818,llm,CONTEXT
phi4_normative2_00_20250804_104818,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,0.0,20250804_104818,llm,CONTEXT
phi4_subject_matter_00_20250804_104818,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,0.0,20250804_104818,llm,CONTEXT
phi4_subject_matter2_00_20250804_104818,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,0.0,20250804_104818,llm,CONTEXT
phi4_generalist_01_20250804_111018,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,1.0,20250804_111018,llm,CONTEXT
phi4_generalist2_01_20250804_111018,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,1.0,20250804_111018,llm,CONTEXT
phi4_normative_01_20250804_111018,phi4,phi4_normative,normative,DC-DC converter,4,Very important,1.0,20250804_111018,llm,CONTEXT
phi4_normative2_01_20250804_111018,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,1.0,20250804_111018,llm,CONTEXT
phi4_subject_matter_01_20250804_111018,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,1.0,20250804_111018,llm,CONTEXT
phi4_subject_matter2_01_20250804_111018,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,1.0,20250804_111018,llm,CONTEXT
phi4_generalist_02_20250804_111648,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,2.0,20250804_111648,llm,CONTEXT
phi4_generalist2_02_20250804_111648,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,2.0,20250804_111648,llm,CONTEXT
phi4_normative_02_20250804_111648,phi4,phi4_normative,normative,DC-DC converter,4,Very important,2.0,20250804_111648,llm,CONTEXT
phi4_normative2_02_20250804_111648,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,2.0,20250804_111648,llm,CONTEXT
phi4_subject_matter_02_20250804_111648,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,2.0,20250804_111648,llm,CONTEXT
phi4_subject_matter2_02_20250804_111648,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,2.0,20250804_111648,llm,CONTEXT
phi4_generalist_03_20250804_112259,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,3.0,20250804_112259,llm,CONTEXT
phi4_generalist2_03_20250804_112259,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,3.0,20250804_112259,llm,CONTEXT
phi4_normative_03_20250804_112259,phi4,phi4_normative,normative,DC-DC converter,4,Very important,3.0,20250804_112259,llm,CONTEXT
phi4_normative2_03_20250804_112259,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,3.0,20250804_112259,llm,CONTEXT
phi4_subject_matter_03_20250804_112259,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,3.0,20250804_112259,llm,CONTEXT
phi4_subject_matter2_03_20250804_112259,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,3.0,20250804_112259,llm,CONTEXT
phi4_generalist_04_20250804_115044,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,4.0,20250804_115044,llm,CONTEXT
phi4_generalist2_04_20250804_115044,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,4.0,20250804_115044,llm,CONTEXT
phi4_normative_04_20250804_115044,phi4,phi4_normative,normative,DC-DC converter,4,Very important,4.0,20250804_115044,llm,CONTEXT
phi4_normative2_04_20250804_115044,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,4.0,20250804_115044,llm,CONTEXT
phi4_subject_matter_04_20250804_115044,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,4.0,20250804_115044,llm,CONTEXT
phi4_subject_matter2_04_20250804_115044,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,4.0,20250804_115044,llm,CONTEXT
phi4_generalist_05_20250804_115236,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,5.0,20250804_115236,llm,CONTEXT
phi4_generalist2_05_20250804_115236,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,5.0,20250804_115236,llm,CONTEXT
phi4_normative_05_20250804_115236,phi4,phi4_normative,normative,DC-DC converter,4,Very important,5.0,20250804_115236,llm,CONTEXT
phi4_normative2_05_20250804_115236,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,5.0,20250804_115236,llm,CONTEXT
phi4_subject_matter_05_20250804_115236,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,5.0,20250804_115236,llm,CONTEXT
phi4_subject_matter2_05_20250804_115236,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,5.0,20250804_115236,llm,CONTEXT
phi4_generalist_06_20250804_121129,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,6.0,20250804_121129,llm,CONTEXT
phi4_generalist2_06_20250804_121129,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,6.0,20250804_121129,llm,CONTEXT
phi4_normative_06_20250804_121129,phi4,phi4_normative,normative,DC-DC converter,4,Very important,6.0,20250804_121129,llm,CONTEXT
phi4_normative2_06_20250804_121129,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,6.0,20250804_121129,llm,CONTEXT
phi4_subject_matter_06_20250804_121129,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,6.0,20250804_121129,llm,CONTEXT
phi4_subject_matter2_06_20250804_121129,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,6.0,20250804_121129,llm,CONTEXT
phi4_generalist_07_20250804_121802,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,7.0,20250804_121802,llm,CONTEXT
phi4_generalist2_07_20250804_121802,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,7.0,20250804_121802,llm,CONTEXT
phi4_normative_07_20250804_121802,phi4,phi4_normative,normative,DC-DC converter,4,Very important,7.0,20250804_121802,llm,CONTEXT
phi4_normative2_07_20250804_121802,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,7.0,20250804_121802,llm,CONTEXT
phi4_subject_matter_07_20250804_121802,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,7.0,20250804_121802,llm,CONTEXT
phi4_subject_matter2_07_20250804_121802,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,7.0,20250804_121802,llm,CONTEXT
phi4_generalist_08_20250804_122345,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,8.0,20250804_122345,llm,CONTEXT
phi4_generalist2_08_20250804_122345,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,8.0,20250804_122345,llm,CONTEXT
phi4_normative_08_20250804_122345,phi4,phi4_normative,normative,DC-DC converter,4,Very important,8.0,20250804_122345,llm,CONTEXT
phi4_normative2_08_20250804_122345,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,8.0,20250804_122345,llm,CONTEXT
phi4_subject_matter_08_20250804_122345,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,8.0,20250804_122345,llm,CONTEXT
phi4_subject_matter2_08_20250804_122345,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,8.0,20250804_122345,llm,CONTEXT
phi4_generalist_09_20250804_122621,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,9.0,20250804_122621,llm,CONTEXT
phi4_generalist2_09_20250804_122621,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,9.0,20250804_122621,llm,CONTEXT
phi4_normative_09_20250804_122621,phi4,phi4_normative,normative,DC-DC converter,4,Very important,9.0,20250804_122621,llm,CONTEXT
phi4_normative2_09_20250804_122621,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,9.0,20250804_122621,llm,CONTEXT
phi4_subject_matter_09_20250804_122621,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,9.0,20250804_122621,llm,CONTEXT
phi4_subject_matter2_09_20250804_122621,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,9.0,20250804_122621,llm,CONTEXT
phi4_generalist_10_20250804_123438,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,10.0,20250804_123438,llm,CONTEXT
phi4_generalist2_10_20250804_123438,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,10.0,20250804_123438,llm,CONTEXT
phi4_normative_10_20250804_123438,phi4,phi4_normative,normative,DC-DC converter,4,Very important,10.0,20250804_123438,llm,CONTEXT
phi4_normative2_10_20250804_123438,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,10.0,20250804_123438,llm,CONTEXT
phi4_subject_matter_10_20250804_123438,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,10.0,20250804_123438,llm,CONTEXT
phi4_subject_matter2_10_20250804_123438,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,10.0,20250804_123438,llm,CONTEXT
phi4_generalist_11_20250804_124429,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,11.0,20250804_124429,llm,CONTEXT
phi4_generalist2_11_20250804_124429,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,11.0,20250804_124429,llm,CONTEXT
phi4_normative_11_20250804_124429,phi4,phi4_normative,normative,DC-DC converter,4,Very important,11.0,20250804_124429,llm,CONTEXT
phi4_normative2_11_20250804_124429,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,11.0,20250804_124429,llm,CONTEXT
phi4_subject_matter_11_20250804_124429,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,11.0,20250804_124429,llm,CONTEXT
phi4_subject_matter2_11_20250804_124429,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,11.0,20250804_124429,llm,CONTEXT
phi4_generalist_12_20250804_125729,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,12.0,20250804_125729,llm,CONTEXT
phi4_generalist2_12_20250804_125729,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,12.0,20250804_125729,llm,CONTEXT
phi4_normative_12_20250804_125729,phi4,phi4_normative,normative,DC-DC converter,4,Very important,12.0,20250804_125729,llm,CONTEXT
phi4_normative2_12_20250804_125729,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,12.0,20250804_125729,llm,CONTEXT
phi4_subject_matter_12_20250804_125729,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,12.0,20250804_125729,llm,CONTEXT
phi4_subject_matter2_12_20250804_125729,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,12.0,20250804_125729,llm,CONTEXT
phi4_generalist_13_20250804_130155,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,13.0,20250804_130155,llm,CONTEXT
phi4_generalist2_13_20250804_130155,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,13.0,20250804_130155,llm,CONTEXT
phi4_normative_13_20250804_130155,phi4,phi4_normative,normative,DC-DC converter,4,Very important,13.0,20250804_130155,llm,CONTEXT
phi4_normative2_13_20250804_130155,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,13.0,20250804_130155,llm,CONTEXT
phi4_subject_matter_13_20250804_130155,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,13.0,20250804_130155,llm,CONTEXT
phi4_subject_matter2_13_20250804_130155,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,13.0,20250804_130155,llm,CONTEXT
phi4_generalist_14_20250804_130740,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,14.0,20250804_130740,llm,CONTEXT
phi4_generalist2_14_20250804_130740,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,14.0,20250804_130740,llm,CONTEXT
phi4_normative_14_20250804_130740,phi4,phi4_normative,normative,DC-DC converter,4,Very important,14.0,20250804_130740,llm,CONTEXT
phi4_normative2_14_20250804_130740,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,14.0,20250804_130740,llm,CONTEXT
phi4_subject_matter_14_20250804_130740,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,14.0,20250804_130740,llm,CONTEXT
phi4_subject_matter2_14_20250804_130740,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,14.0,20250804_130740,llm,CONTEXT
phi4_generalist_15_20250804_131501,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,15.0,20250804_131501,llm,CONTEXT
phi4_generalist2_15_20250804_131501,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,15.0,20250804_131501,llm,CONTEXT
phi4_normative_15_20250804_131501,phi4,phi4_normative,normative,DC-DC converter,4,Very important,15.0,20250804_131501,llm,CONTEXT
phi4_normative2_15_20250804_131501,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,15.0,20250804_131501,llm,CONTEXT
phi4_subject_matter_15_20250804_131501,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,15.0,20250804_131501,llm,CONTEXT
phi4_subject_matter2_15_20250804_131501,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,15.0,20250804_131501,llm,CONTEXT
phi4_generalist_16_20250804_131818,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,16.0,20250804_131818,llm,CONTEXT
phi4_generalist2_16_20250804_131818,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,16.0,20250804_131818,llm,CONTEXT
phi4_normative_16_20250804_131818,phi4,phi4_normative,normative,DC-DC converter,4,Very important,16.0,20250804_131818,llm,CONTEXT
phi4_normative2_16_20250804_131818,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,16.0,20250804_131818,llm,CONTEXT
phi4_subject_matter_16_20250804_131818,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,16.0,20250804_131818,llm,CONTEXT
phi4_subject_matter2_16_20250804_131818,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,16.0,20250804_131818,llm,CONTEXT
phi4_generalist_17_20250804_132105,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,17.0,20250804_132105,llm,CONTEXT
phi4_generalist2_17_20250804_132105,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,17.0,20250804_132105,llm,CONTEXT
phi4_normative_17_20250804_132105,phi4,phi4_normative,normative,DC-DC converter,4,Very important,17.0,20250804_132105,llm,CONTEXT
phi4_normative2_17_20250804_132105,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,17.0,20250804_132105,llm,CONTEXT
phi4_subject_matter_17_20250804_132105,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,17.0,20250804_132105,llm,CONTEXT
phi4_subject_matter2_17_20250804_132105,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,17.0,20250804_132105,llm,CONTEXT
phi4_generalist_18_20250804_133244,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,18.0,20250804_133244,llm,CONTEXT
phi4_generalist2_18_20250804_133244,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,18.0,20250804_133244,llm,CONTEXT
phi4_normative_18_20250804_133244,phi4,phi4_normative,normative,DC-DC converter,4,Very important,18.0,20250804_133244,llm,CONTEXT
phi4_normative2_18_20250804_133244,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,18.0,20250804_133244,llm,CONTEXT
phi4_subject_matter_18_20250804_133244,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,18.0,20250804_133244,llm,CONTEXT
phi4_subject_matter2_18_20250804_133244,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,18.0,20250804_133244,llm,CONTEXT
phi4_generalist_19_20250804_133722,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,19.0,20250804_133722,llm,CONTEXT
phi4_generalist2_19_20250804_133722,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,19.0,20250804_133722,llm,CONTEXT
phi4_normative_19_20250804_133722,phi4,phi4_normative,normative,DC-DC converter,4,Very important,19.0,20250804_133722,llm,CONTEXT
phi4_normative2_19_20250804_133722,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,19.0,20250804_133722,llm,CONTEXT
phi4_subject_matter_19_20250804_133722,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,19.0,20250804_133722,llm,CONTEXT
phi4_subject_matter2_19_20250804_133722,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,19.0,20250804_133722,llm,CONTEXT
phi4_generalist_20_20250804_134130,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,20.0,20250804_134130,llm,CONTEXT
phi4_generalist2_20_20250804_134130,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,20.0,20250804_134130,llm,CONTEXT
phi4_normative_20_20250804_134130,phi4,phi4_normative,normative,DC-DC converter,4,Very important,20.0,20250804_134130,llm,CONTEXT
phi4_normative2_20_20250804_134130,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,20.0,20250804_134130,llm,CONTEXT
phi4_subject_matter_20_20250804_134130,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,20.0,20250804_134130,llm,CONTEXT
phi4_subject_matter2_20_20250804_134130,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,20.0,20250804_134130,llm,CONTEXT
phi4_generalist_21_20250804_134324,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,21.0,20250804_134324,llm,CONTEXT
phi4_generalist2_21_20250804_134324,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,21.0,20250804_134324,llm,CONTEXT
phi4_normative_21_20250804_134324,phi4,phi4_normative,normative,DC-DC converter,4,Very important,21.0,20250804_134324,llm,CONTEXT
phi4_normative2_21_20250804_134324,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,21.0,20250804_134324,llm,CONTEXT
phi4_subject_matter_21_20250804_134324,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,21.0,20250804_134324,llm,CONTEXT
phi4_subject_matter2_21_20250804_134324,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,21.0,20250804_134324,llm,CONTEXT
phi4_generalist_22_20250804_134440,phi4,phi4_generalist,generalist,DC-DC converter,4,Very important,22.0,20250804_134440,llm,CONTEXT
phi4_generalist2_22_20250804_134440,phi4,phi4_generalist2,generalist2,DC-DC converter,4,Very important,22.0,20250804_134440,llm,CONTEXT
phi4_normative_22_20250804_134440,phi4,phi4_normative,normative,DC-DC converter,4,Very important,22.0,20250804_134440,llm,CONTEXT
phi4_normative2_22_20250804_134440,phi4,phi4_normative2,normative2,DC-DC converter,4,Very important,22.0,20250804_134440,llm,CONTEXT
phi4_subject_matter_22_20250804_134440,phi4,phi4_subject_matter,subject_matter,DC-DC converter,4,Very important,22.0,20250804_134440,llm,CONTEXT
phi4_subject_matter2_22_20250804_134440,phi4,phi4_subject_matter2,subject_matter2,DC-DC converter,4,Very important,22.0,20250804_134440,llm,CONTEXT
