row_id,source,condition,base_model,variant_id,model,dc_solution,rating,label,iteration,timestamp
llama-pro_generalist_45_20250620_142144,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Network design tool for DC solutions,3,Important,45.0,20250620_142144
llama-pro_generalist_46_20250620_142422,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Network design tool for DC solutions,3,Important,46.0,20250620_142422
llama-pro_generalist_47_20250620_142628,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Network design tool for DC solutions,3,Important,47.0,20250620_142628
llama-pro_generalist_48_20250620_142707,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Network design tool for DC solutions,3,Important,48.0,20250620_142707
llama-pro_generalist_49_20250620_142836,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Network design tool for DC solutions,3,Important,49.0,20250620_142836
llama-pro_generalist_00_20250619_015947,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,0.0,20250619_015947
llama-pro_generalist_01_20250619_020023,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,1.0,20250619_020023
llama-pro_generalist_02_20250619_020110,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,2.0,20250619_020110
llama-pro_generalist_03_20250619_020309,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,3.0,20250619_020309
llama-pro_generalist_04_20250619_020437,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,4.0,20250619_020437
llama-pro_generalist_05_20250619_020514,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,4,Very important,5.0,20250619_020514
llama-pro_generalist_06_20250619_020908,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,6.0,20250619_020908
llama-pro_generalist_07_20250619_020938,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,7.0,20250619_020938
llama-pro_generalist_08_20250619_021057,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,8.0,20250619_021057
llama-pro_generalist_09_20250619_021219,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,9.0,20250619_021219
llama-pro_generalist_10_20250619_021332,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,4,Very important,10.0,20250619_021332
llama-pro_generalist_11_20250619_021627,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,11.0,20250619_021627
llama-pro_generalist_12_20250619_022200,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,12.0,20250619_022200
llama-pro_generalist_13_20250619_023001,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,13.0,20250619_023001
llama-pro_generalist_14_20250619_093649,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,14.0,20250619_093649
llama-pro_generalist_15_20250619_093802,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,15.0,20250619_093802
llama-pro_generalist_16_20250619_094029,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,16.0,20250619_094029
llama-pro_generalist_17_20250619_094234,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,17.0,20250619_094234
llama-pro_generalist_18_20250619_094311,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,18.0,20250619_094311
llama-pro_generalist_19_20250619_094343,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,19.0,20250619_094343
llama-pro_generalist_20_20250619_094709,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,20.0,20250619_094709
llama-pro_generalist_21_20250619_094924,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,21.0,20250619_094924
llama-pro_generalist_22_20250619_095029,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,22.0,20250619_095029
llama-pro_generalist_23_20250619_095232,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,23.0,20250619_095232
llama-pro_generalist_24_20250619_095346,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,24.0,20250619_095346
llama-pro_generalist_25_20250619_095522,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,25.0,20250619_095522
llama-pro_generalist_26_20250619_095652,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,26.0,20250619_095652
llama-pro_generalist_27_20250619_095735,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,4,Very important,27.0,20250619_095735
llama-pro_generalist_28_20250619_095815,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,4,Very important,28.0,20250619_095815
llama-pro_generalist_29_20250619_100123,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,29.0,20250619_100123
llama-pro_generalist_30_20250619_100436,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,4,Very important,30.0,20250619_100436
llama-pro_generalist_31_20250619_100625,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,4,Very important,31.0,20250619_100625
llama-pro_generalist_32_20250619_100858,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,32.0,20250619_100858
llama-pro_generalist_33_20250619_100933,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,33.0,20250619_100933
llama-pro_generalist_34_20250619_101007,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,34.0,20250619_101007
llama-pro_generalist_35_20250619_101043,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,35.0,20250619_101043
llama-pro_generalist_36_20250619_101116,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,36.0,20250619_101116
llama-pro_generalist_37_20250619_101818,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,37.0,20250619_101818
llama-pro_generalist_38_20250619_102013,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,4,Very important,38.0,20250619_102013
llama-pro_generalist_39_20250619_102130,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,4,Very important,39.0,20250619_102130
llama-pro_generalist_40_20250619_102226,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,40.0,20250619_102226
llama-pro_generalist_41_20250619_102532,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,41.0,20250619_102532
llama-pro_generalist_42_20250619_102607,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,4,Very important,42.0,20250619_102607
llama-pro_generalist_43_20250619_102650,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,43.0,20250619_102650
llama-pro_generalist_44_20250619_103441,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,44.0,20250619_103441
llama-pro_generalist_45_20250619_103707,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,45.0,20250619_103707
llama-pro_generalist_46_20250619_103748,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,46.0,20250619_103748
llama-pro_generalist_47_20250619_104134,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,47.0,20250619_104134
llama-pro_generalist_48_20250619_104212,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,4,Very important,48.0,20250619_104212
llama-pro_generalist_49_20250619_104246,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Protection DC system design tool,3,Important,49.0,20250619_104246
llama-pro_generalist_00_20250619_000639,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,0.0,20250619_000639
llama-pro_generalist_01_20250619_000904,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,1.0,20250619_000904
llama-pro_generalist_02_20250619_000938,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,2.0,20250619_000938
llama-pro_generalist_03_20250619_001055,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,2,Somewhat important,3.0,20250619_001055
llama-pro_generalist_04_20250619_001306,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,4.0,20250619_001306
llama-pro_generalist_05_20250619_001355,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,2,Somewhat important,5.0,20250619_001355
llama-pro_generalist_06_20250619_001432,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,6.0,20250619_001432
llama-pro_generalist_07_20250619_001512,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,7.0,20250619_001512
llama-pro_generalist_08_20250619_001629,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,8.0,20250619_001629
llama-pro_generalist_09_20250619_001709,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,9.0,20250619_001709
llama-pro_generalist_10_20250619_002015,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,10.0,20250619_002015
llama-pro_generalist_11_20250619_002051,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,11.0,20250619_002051
llama-pro_generalist_12_20250619_002127,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,12.0,20250619_002127
llama-pro_generalist_13_20250619_002245,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,13.0,20250619_002245
llama-pro_generalist_14_20250619_002330,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,14.0,20250619_002330
llama-pro_generalist_15_20250619_002442,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,15.0,20250619_002442
llama-pro_generalist_16_20250619_002547,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,16.0,20250619_002547
llama-pro_generalist_17_20250619_002621,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,2,Somewhat important,17.0,20250619_002621
llama-pro_generalist_18_20250619_002653,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,18.0,20250619_002653
llama-pro_generalist_19_20250619_002847,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,2,Somewhat important,19.0,20250619_002847
llama-pro_generalist_20_20250619_002918,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,2,Somewhat important,20.0,20250619_002918
llama-pro_generalist_21_20250619_003220,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,21.0,20250619_003220
llama-pro_generalist_22_20250619_003349,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,22.0,20250619_003349
llama-pro_generalist_23_20250619_003541,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,23.0,20250619_003541
llama-pro_generalist_24_20250619_003820,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,24.0,20250619_003820
llama-pro_generalist_25_20250619_004042,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,25.0,20250619_004042
llama-pro_generalist_26_20250619_004218,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,26.0,20250619_004218
llama-pro_generalist_27_20250619_004328,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,27.0,20250619_004328
llama-pro_generalist_28_20250619_004501,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,28.0,20250619_004501
llama-pro_generalist_29_20250619_004653,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,29.0,20250619_004653
llama-pro_generalist_30_20250619_005016,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,30.0,20250619_005016
llama-pro_generalist_31_20250619_005232,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,31.0,20250619_005232
llama-pro_generalist_32_20250619_005319,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,32.0,20250619_005319
llama-pro_generalist_33_20250619_005427,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,33.0,20250619_005427
llama-pro_generalist_34_20250619_011332,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,34.0,20250619_011332
llama-pro_generalist_35_20250619_011418,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,35.0,20250619_011418
llama-pro_generalist_36_20250619_011523,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,36.0,20250619_011523
llama-pro_generalist_37_20250619_011848,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,37.0,20250619_011848
llama-pro_generalist_38_20250619_012415,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,38.0,20250619_012415
llama-pro_generalist_39_20250619_012632,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,39.0,20250619_012632
llama-pro_generalist_40_20250619_012755,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,40.0,20250619_012755
llama-pro_generalist_41_20250619_012910,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,41.0,20250619_012910
llama-pro_generalist_42_20250619_013921,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,42.0,20250619_013921
llama-pro_generalist_43_20250619_013956,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,2,Somewhat important,43.0,20250619_013956
llama-pro_generalist_44_20250619_015203,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,2,Somewhat important,44.0,20250619_015203
llama-pro_generalist_45_20250619_015237,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,2,Somewhat important,45.0,20250619_015237
llama-pro_generalist_46_20250619_015320,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,46.0,20250619_015320
llama-pro_generalist_47_20250619_015519,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,47.0,20250619_015519
llama-pro_generalist_48_20250619_015647,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,48.0,20250619_015647
llama-pro_generalist_49_20250619_015726,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Semiconductor-based circuit breaker,3,Important,49.0,20250619_015726
llama-pro_generalist_00_20250618_171811,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,0.0,20250618_171811
llama-pro_generalist_01_20250618_172113,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,1.0,20250618_172113
llama-pro_generalist_02_20250618_172158,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,2.0,20250618_172158
llama-pro_generalist_03_20250618_172433,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,3.0,20250618_172433
llama-pro_generalist_04_20250618_172658,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,4.0,20250618_172658
llama-pro_generalist_05_20250618_172850,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,5.0,20250618_172850
llama-pro_generalist_06_20250618_173017,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,6.0,20250618_173017
llama-pro_generalist_07_20250618_173128,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,7.0,20250618_173128
llama-pro_generalist_08_20250618_173315,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,8.0,20250618_173315
llama-pro_generalist_09_20250618_173546,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,9.0,20250618_173546
llama-pro_generalist_10_20250618_173621,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,10.0,20250618_173621
llama-pro_generalist_11_20250618_173703,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,11.0,20250618_173703
llama-pro_generalist_12_20250618_173741,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,12.0,20250618_173741
llama-pro_generalist_13_20250618_173814,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,13.0,20250618_173814
llama-pro_generalist_14_20250618_173901,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,14.0,20250618_173901
llama-pro_generalist_15_20250618_174023,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,15.0,20250618_174023
llama-pro_generalist_16_20250618_174058,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,16.0,20250618_174058
llama-pro_generalist_17_20250618_174231,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,17.0,20250618_174231
llama-pro_generalist_18_20250618_174323,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,18.0,20250618_174323
llama-pro_generalist_19_20250618_174451,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,19.0,20250618_174451
llama-pro_generalist_20_20250618_174631,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,20.0,20250618_174631
llama-pro_generalist_21_20250618_174909,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,21.0,20250618_174909
llama-pro_generalist_22_20250618_175000,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,22.0,20250618_175000
llama-pro_generalist_23_20250618_175149,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,23.0,20250618_175149
llama-pro_generalist_24_20250618_175231,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,24.0,20250618_175231
llama-pro_generalist_25_20250618_175341,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,25.0,20250618_175341
llama-pro_generalist_26_20250618_175429,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,26.0,20250618_175429
llama-pro_generalist_27_20250618_175543,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,27.0,20250618_175543
llama-pro_generalist_28_20250618_175650,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,28.0,20250618_175650
llama-pro_generalist_29_20250618_175724,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,29.0,20250618_175724
llama-pro_generalist_30_20250618_180057,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,30.0,20250618_180057
llama-pro_generalist_31_20250618_180246,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,31.0,20250618_180246
llama-pro_generalist_32_20250618_180538,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,32.0,20250618_180538
llama-pro_generalist_33_20250618_181729,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,33.0,20250618_181729
llama-pro_generalist_34_20250618_181913,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,34.0,20250618_181913
llama-pro_generalist_35_20250618_182002,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,35.0,20250618_182002
llama-pro_generalist_36_20250618_182130,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,36.0,20250618_182130
llama-pro_generalist_37_20250618_182202,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,37.0,20250618_182202
llama-pro_generalist_38_20250618_182246,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,38.0,20250618_182246
llama-pro_generalist_39_20250618_182357,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,39.0,20250618_182357
llama-pro_generalist_40_20250618_182609,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,40.0,20250618_182609
llama-pro_generalist_41_20250618_182655,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,41.0,20250618_182655
llama-pro_generalist_42_20250618_182826,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,42.0,20250618_182826
llama-pro_generalist_43_20250618_182902,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,43.0,20250618_182902
llama-pro_generalist_44_20250618_183308,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,44.0,20250618_183308
llama-pro_generalist_45_20250618_183900,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,45.0,20250618_183900
llama-pro_generalist_46_20250618_184215,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,46.0,20250618_184215
llama-pro_generalist_47_20250618_184247,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,47.0,20250618_184247
llama-pro_generalist_48_20250618_184353,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,3,Important,48.0,20250618_184353
llama-pro_generalist_49_20250618_184518,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Smart and sustainable DC cables,4,Very important,49.0,20250618_184518
llama-pro_generalist_00_20250620_180853,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,0.0,20250620_180853
llama-pro_generalist_01_20250620_181024,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,1.0,20250620_181024
llama-pro_generalist_02_20250620_181119,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,2.0,20250620_181119
llama-pro_generalist_03_20250620_181427,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,3.0,20250620_181427
llama-pro_generalist_04_20250620_181554,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,4.0,20250620_181554
llama-pro_generalist_05_20250620_181726,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,5.0,20250620_181726
llama-pro_generalist_06_20250620_181811,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,6.0,20250620_181811
llama-pro_generalist_07_20250620_182241,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,7.0,20250620_182241
llama-pro_generalist_08_20250620_183254,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,8.0,20250620_183254
llama-pro_generalist_09_20250620_183420,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,9.0,20250620_183420
llama-pro_generalist_10_20250620_183626,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,10.0,20250620_183626
llama-pro_generalist_11_20250620_183823,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,11.0,20250620_183823
llama-pro_generalist_12_20250620_183917,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,12.0,20250620_183917
llama-pro_generalist_13_20250620_183951,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,13.0,20250620_183951
llama-pro_generalist_14_20250620_184214,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,14.0,20250620_184214
llama-pro_generalist_15_20250620_184819,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,15.0,20250620_184819
llama-pro_generalist_16_20250620_185749,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,2,Somewhat important,16.0,20250620_185749
llama-pro_generalist_17_20250620_185821,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,17.0,20250620_185821
llama-pro_generalist_18_20250620_190335,llm,ZEROSHOT,llama-pro,llama-pro_generalist,generalist,Solid-state circuit breaker,3,Important,18.0,20250620_190335
