row_id,variant_id,base_model,model,dc_solution,rating,label,condition,anchor_type,anchor_level,iteration
gemma3_subject-matter_25_20260702_085746,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,25
phi4_generalist_26_20260702_090029,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,26
phi4_normative_26_20260702_090029,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,26
phi4_subject-matter_26_20260702_090029,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,26
llama_generalist_26_20260702_090029,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,26
llama_normative_26_20260702_090029,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,26
llama_subject-matter_26_20260702_090029,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,,,26
mistral_generalist_26_20260702_090029,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,26
mistral_normative_26_20260702_090029,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,26
mistral_subject-matter_26_20260702_090029,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,26
gemma3_generalist_26_20260702_090029,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,26
gemma3_normative_26_20260702_090029,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,26
gemma3_subject-matter_26_20260702_090029,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,26
phi4_generalist_27_20260702_090343,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,27
phi4_normative_27_20260702_090343,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,27
phi4_subject-matter_27_20260702_090343,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,27
llama_generalist_27_20260702_090343,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,27
llama_normative_27_20260702_090343,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,27
llama_subject-matter_27_20260702_090343,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,27
mistral_generalist_27_20260702_090343,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,context,,,27
mistral_normative_27_20260702_090343,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,27
mistral_subject-matter_27_20260702_090343,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,27
gemma3_generalist_27_20260702_090343,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,27
gemma3_normative_27_20260702_090343,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,27
gemma3_subject-matter_27_20260702_090343,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,27
phi4_generalist_28_20260702_090629,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,28
phi4_normative_28_20260702_090629,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,28
phi4_subject-matter_28_20260702_090629,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,28
llama_generalist_28_20260702_090629,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,28
llama_normative_28_20260702_090629,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,28
llama_subject-matter_28_20260702_090629,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,,,28
mistral_generalist_28_20260702_090629,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,context,,,28
mistral_normative_28_20260702_090629,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,28
mistral_subject-matter_28_20260702_090629,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,28
gemma3_generalist_28_20260702_090629,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,28
gemma3_normative_28_20260702_090629,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,28
gemma3_subject-matter_28_20260702_090629,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,28
phi4_generalist_29_20260702_090901,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,29
phi4_normative_29_20260702_090901,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,29
phi4_subject-matter_29_20260702_090901,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,29
llama_generalist_29_20260702_090901,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,29
llama_normative_29_20260702_090901,llama_normative,llama,normative,Protection DC system design tool,4,Very important,context,,,29
llama_subject-matter_29_20260702_090901,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,,,29
mistral_generalist_29_20260702_090901,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,29
mistral_normative_29_20260702_090901,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,29
mistral_subject-matter_29_20260702_090901,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,29
gemma3_generalist_29_20260702_090901,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,29
gemma3_normative_29_20260702_090901,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,29
gemma3_subject-matter_29_20260702_090901,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,29
phi4_generalist_30_20260702_091123,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,30
phi4_normative_30_20260702_091123,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,30
phi4_subject-matter_30_20260702_091123,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,30
llama_generalist_30_20260702_091123,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,30
llama_normative_30_20260702_091123,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,30
llama_subject-matter_30_20260702_091123,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,,,30
mistral_generalist_30_20260702_091123,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,30
mistral_normative_30_20260702_091123,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,30
mistral_subject-matter_30_20260702_091123,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,30
gemma3_generalist_30_20260702_091123,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,30
gemma3_normative_30_20260702_091123,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,30
gemma3_subject-matter_30_20260702_091123,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,30
phi4_generalist_31_20260702_091430,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,31
phi4_normative_31_20260702_091430,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,31
phi4_subject-matter_31_20260702_091430,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,31
llama_generalist_31_20260702_091430,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,31
llama_normative_31_20260702_091430,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,31
llama_subject-matter_31_20260702_091430,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,31
mistral_generalist_31_20260702_091430,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,31
mistral_normative_31_20260702_091430,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,31
mistral_subject-matter_31_20260702_091430,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,31
gemma3_generalist_31_20260702_091430,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,31
gemma3_normative_31_20260702_091430,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,31
gemma3_subject-matter_31_20260702_091430,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,31
phi4_generalist_32_20260702_091712,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,32
phi4_normative_32_20260702_091712,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,32
phi4_subject-matter_32_20260702_091712,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,32
llama_generalist_32_20260702_091712,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,32
llama_normative_32_20260702_091712,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,32
llama_subject-matter_32_20260702_091712,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,32
mistral_generalist_32_20260702_091712,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,32
mistral_normative_32_20260702_091712,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,32
mistral_subject-matter_32_20260702_091712,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,32
gemma3_generalist_32_20260702_091712,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,32
gemma3_normative_32_20260702_091712,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,32
gemma3_subject-matter_32_20260702_091712,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,32
phi4_generalist_33_20260702_092017,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,33
phi4_normative_33_20260702_092017,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,33
phi4_subject-matter_33_20260702_092017,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,33
llama_generalist_33_20260702_092017,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,33
llama_normative_33_20260702_092017,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,33
llama_subject-matter_33_20260702_092017,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,33
mistral_generalist_33_20260702_092017,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,33
mistral_normative_33_20260702_092017,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,33
mistral_subject-matter_33_20260702_092017,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,33
gemma3_generalist_33_20260702_092017,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,33
gemma3_normative_33_20260702_092017,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,33
gemma3_subject-matter_33_20260702_092017,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,33
phi4_generalist_34_20260702_092256,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,34
phi4_normative_34_20260702_092256,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,34
phi4_subject-matter_34_20260702_092256,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,34
llama_generalist_34_20260702_092256,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,34
llama_normative_34_20260702_092256,llama_normative,llama,normative,Protection DC system design tool,4,Very important,context,,,34
llama_subject-matter_34_20260702_092256,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,34
mistral_generalist_34_20260702_092256,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,34
mistral_normative_34_20260702_092256,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,34
mistral_subject-matter_34_20260702_092256,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,3,Important,context,,,34
gemma3_generalist_34_20260702_092256,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,34
gemma3_normative_34_20260702_092256,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,34
gemma3_subject-matter_34_20260702_092256,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,34
phi4_generalist_35_20260702_092600,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,35
phi4_normative_35_20260702_092600,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,35
phi4_subject-matter_35_20260702_092600,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,35
llama_generalist_35_20260702_092600,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,35
llama_normative_35_20260702_092600,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,35
llama_subject-matter_35_20260702_092600,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,,,35
mistral_generalist_35_20260702_092600,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,context,,,35
mistral_normative_35_20260702_092600,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,35
mistral_subject-matter_35_20260702_092600,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,3,Important,context,,,35
gemma3_generalist_35_20260702_092600,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,35
gemma3_normative_35_20260702_092600,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,35
gemma3_subject-matter_35_20260702_092600,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,35
phi4_generalist_36_20260702_092818,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,36
phi4_normative_36_20260702_092818,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,36
phi4_subject-matter_36_20260702_092818,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,36
llama_generalist_36_20260702_092818,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,context,,,36
llama_normative_36_20260702_092818,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,36
llama_subject-matter_36_20260702_092818,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,36
mistral_generalist_36_20260702_092818,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,36
mistral_normative_36_20260702_092818,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,36
mistral_subject-matter_36_20260702_092818,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,36
gemma3_generalist_36_20260702_092818,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,36
gemma3_normative_36_20260702_092818,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,36
gemma3_subject-matter_36_20260702_092818,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,36
phi4_generalist_37_20260702_093111,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,37
phi4_normative_37_20260702_093111,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,37
phi4_subject-matter_37_20260702_093111,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,37
llama_generalist_37_20260702_093111,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,37
llama_normative_37_20260702_093111,llama_normative,llama,normative,Protection DC system design tool,4,Very important,context,,,37
llama_subject-matter_37_20260702_093111,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,,,37
mistral_generalist_37_20260702_093111,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,context,,,37
mistral_normative_37_20260702_093111,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,37
mistral_subject-matter_37_20260702_093111,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,37
gemma3_generalist_37_20260702_093111,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,37
gemma3_normative_37_20260702_093111,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,37
gemma3_subject-matter_37_20260702_093111,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,37
phi4_generalist_38_20260702_093352,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,38
phi4_normative_38_20260702_093352,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,38
phi4_subject-matter_38_20260702_093352,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,38
llama_generalist_38_20260702_093352,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,38
llama_normative_38_20260702_093352,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,38
llama_subject-matter_38_20260702_093352,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,,,38
mistral_generalist_38_20260702_093352,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,38
mistral_normative_38_20260702_093352,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,38
mistral_subject-matter_38_20260702_093352,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,38
gemma3_generalist_38_20260702_093352,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,38
gemma3_normative_38_20260702_093352,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,38
gemma3_subject-matter_38_20260702_093352,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,38
phi4_generalist_39_20260702_093617,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,39
phi4_normative_39_20260702_093617,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,39
phi4_subject-matter_39_20260702_093617,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,39
llama_generalist_39_20260702_093617,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,context,,,39
llama_normative_39_20260702_093617,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,39
llama_subject-matter_39_20260702_093617,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,39
mistral_generalist_39_20260702_093617,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,39
mistral_normative_39_20260702_093617,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,39
mistral_subject-matter_39_20260702_093617,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,39
gemma3_generalist_39_20260702_093617,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,39
gemma3_normative_39_20260702_093617,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,39
gemma3_subject-matter_39_20260702_093617,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,39
phi4_generalist_40_20260702_093909,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,40
phi4_normative_40_20260702_093909,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,40
phi4_subject-matter_40_20260702_093909,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,40
llama_generalist_40_20260702_093909,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,context,,,40
llama_normative_40_20260702_093909,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,40
llama_subject-matter_40_20260702_093909,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,,,40
mistral_generalist_40_20260702_093909,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,40
mistral_normative_40_20260702_093909,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,context,,,40
mistral_subject-matter_40_20260702_093909,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,40
gemma3_generalist_40_20260702_093909,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,40
gemma3_normative_40_20260702_093909,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,40
gemma3_subject-matter_40_20260702_093909,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,40
phi4_generalist_41_20260702_094140,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,41
phi4_normative_41_20260702_094140,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,41
phi4_subject-matter_41_20260702_094140,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,41
llama_generalist_41_20260702_094140,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,41
llama_normative_41_20260702_094140,llama_normative,llama,normative,Protection DC system design tool,4,Very important,context,,,41
llama_subject-matter_41_20260702_094140,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,41
mistral_generalist_41_20260702_094140,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,context,,,41
mistral_normative_41_20260702_094140,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,41
mistral_subject-matter_41_20260702_094140,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,41
gemma3_generalist_41_20260702_094140,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,41
gemma3_normative_41_20260702_094140,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,41
gemma3_subject-matter_41_20260702_094140,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,41
phi4_generalist_42_20260702_094430,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,42
phi4_normative_42_20260702_094430,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,42
phi4_subject-matter_42_20260702_094430,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,42
llama_generalist_42_20260702_094430,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,42
llama_normative_42_20260702_094430,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,42
llama_subject-matter_42_20260702_094430,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,42
mistral_generalist_42_20260702_094430,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,42
mistral_normative_42_20260702_094430,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,42
mistral_subject-matter_42_20260702_094430,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,42
gemma3_generalist_42_20260702_094430,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,42
gemma3_normative_42_20260702_094430,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,42
gemma3_subject-matter_42_20260702_094430,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,42
phi4_generalist_43_20260702_094658,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,43
phi4_normative_43_20260702_094658,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,43
phi4_subject-matter_43_20260702_094658,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,43
llama_generalist_43_20260702_094658,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,43
llama_normative_43_20260702_094658,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,43
llama_subject-matter_43_20260702_094658,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,43
mistral_generalist_43_20260702_094658,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,43
mistral_normative_43_20260702_094658,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,43
mistral_subject-matter_43_20260702_094658,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,43
gemma3_generalist_43_20260702_094658,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,43
gemma3_normative_43_20260702_094658,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,43
gemma3_subject-matter_43_20260702_094658,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,43
phi4_generalist_44_20260702_095007,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,44
phi4_normative_44_20260702_095007,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,44
phi4_subject-matter_44_20260702_095007,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,44
llama_generalist_44_20260702_095007,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,44
llama_normative_44_20260702_095007,llama_normative,llama,normative,Protection DC system design tool,4,Very important,context,,,44
llama_subject-matter_44_20260702_095007,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,,,44
mistral_generalist_44_20260702_095007,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,44
mistral_normative_44_20260702_095007,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,44
mistral_subject-matter_44_20260702_095007,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,44
gemma3_generalist_44_20260702_095007,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,44
gemma3_normative_44_20260702_095007,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,44
gemma3_subject-matter_44_20260702_095007,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,44
phi4_generalist_45_20260702_095316,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,45
phi4_normative_45_20260702_095316,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,45
phi4_subject-matter_45_20260702_095316,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,45
llama_generalist_45_20260702_095316,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,context,,,45
llama_normative_45_20260702_095316,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,45
llama_subject-matter_45_20260702_095316,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,,,45
mistral_generalist_45_20260702_095316,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,45
mistral_normative_45_20260702_095316,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,45
mistral_subject-matter_45_20260702_095316,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,45
gemma3_generalist_45_20260702_095316,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,45
gemma3_normative_45_20260702_095316,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,45
gemma3_subject-matter_45_20260702_095316,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,45
phi4_generalist_46_20260702_095543,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,46
phi4_normative_46_20260702_095543,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,46
phi4_subject-matter_46_20260702_095543,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,46
llama_generalist_46_20260702_095543,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,context,,,46
llama_normative_46_20260702_095543,llama_normative,llama,normative,Protection DC system design tool,4,Very important,context,,,46
llama_subject-matter_46_20260702_095543,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,46
mistral_generalist_46_20260702_095543,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,46
mistral_normative_46_20260702_095543,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,46
mistral_subject-matter_46_20260702_095543,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,46
