row_id,source,condition,base_model,variant_id,model,rating,label,iteration,timestamp
llama_normative2_36_20250617_191713,llm,ZEROSHOT,llama,llama_normative2,normative2,4,Very feasible,36.0,20250617_191713
llama_subject_matter_36_20250617_191713,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,3,Feasible,36.0,20250617_191713
llama_subject_matter2_36_20250617_191713,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,2,Somewhat feasible,36.0,20250617_191713
llama_generalist_37_20250617_191731,llm,ZEROSHOT,llama,llama_generalist,generalist,3,Feasible,37.0,20250617_191731
llama_generalist2_37_20250617_191731,llm,ZEROSHOT,llama,llama_generalist2,generalist2,3,Feasible,37.0,20250617_191731
llama_normative_37_20250617_191731,llm,ZEROSHOT,llama,llama_normative,normative,3,Feasible,37.0,20250617_191731
llama_normative2_37_20250617_191731,llm,ZEROSHOT,llama,llama_normative2,normative2,3,Feasible,37.0,20250617_191731
llama_subject_matter_37_20250617_191731,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,3,Feasible,37.0,20250617_191731
llama_subject_matter2_37_20250617_191731,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,3,Feasible,37.0,20250617_191731
llama_generalist_38_20250617_191754,llm,ZEROSHOT,llama,llama_generalist,generalist,3,Feasible,38.0,20250617_191754
llama_generalist2_38_20250617_191754,llm,ZEROSHOT,llama,llama_generalist2,generalist2,3,Feasible,38.0,20250617_191754
llama_normative_38_20250617_191754,llm,ZEROSHOT,llama,llama_normative,normative,3,Feasible,38.0,20250617_191754
llama_normative2_38_20250617_191754,llm,ZEROSHOT,llama,llama_normative2,normative2,2,Somewhat feasible,38.0,20250617_191754
llama_subject_matter_38_20250617_191754,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,3,Feasible,38.0,20250617_191754
llama_subject_matter2_38_20250617_191754,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,3,Feasible,38.0,20250617_191754
llama_generalist_39_20250617_191813,llm,ZEROSHOT,llama,llama_generalist,generalist,3,Feasible,39.0,20250617_191813
llama_generalist2_39_20250617_191813,llm,ZEROSHOT,llama,llama_generalist2,generalist2,3,Feasible,39.0,20250617_191813
llama_normative_39_20250617_191813,llm,ZEROSHOT,llama,llama_normative,normative,3,Feasible,39.0,20250617_191813
llama_normative2_39_20250617_191813,llm,ZEROSHOT,llama,llama_normative2,normative2,3,Feasible,39.0,20250617_191813
llama_subject_matter_39_20250617_191813,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,3,Feasible,39.0,20250617_191813
llama_subject_matter2_39_20250617_191813,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,3,Feasible,39.0,20250617_191813
llama_generalist_40_20250617_191834,llm,ZEROSHOT,llama,llama_generalist,generalist,2,Somewhat feasible,40.0,20250617_191834
llama_generalist2_40_20250617_191834,llm,ZEROSHOT,llama,llama_generalist2,generalist2,3,Feasible,40.0,20250617_191834
llama_normative_40_20250617_191834,llm,ZEROSHOT,llama,llama_normative,normative,3,Feasible,40.0,20250617_191834
llama_normative2_40_20250617_191834,llm,ZEROSHOT,llama,llama_normative2,normative2,3,Feasible,40.0,20250617_191834
llama_subject_matter_40_20250617_191834,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,3,Feasible,40.0,20250617_191834
llama_subject_matter2_40_20250617_191834,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,4,Very feasible,40.0,20250617_191834
llama_generalist_41_20250617_191853,llm,ZEROSHOT,llama,llama_generalist,generalist,3,Feasible,41.0,20250617_191853
llama_generalist2_41_20250617_191853,llm,ZEROSHOT,llama,llama_generalist2,generalist2,3,Feasible,41.0,20250617_191853
llama_normative_41_20250617_191853,llm,ZEROSHOT,llama,llama_normative,normative,3,Feasible,41.0,20250617_191853
llama_normative2_41_20250617_191853,llm,ZEROSHOT,llama,llama_normative2,normative2,3,Feasible,41.0,20250617_191853
llama_subject_matter_41_20250617_191853,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,3,Feasible,41.0,20250617_191853
llama_subject_matter2_41_20250617_191853,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,3,Feasible,41.0,20250617_191853
llama_generalist_42_20250617_191912,llm,ZEROSHOT,llama,llama_generalist,generalist,3,Feasible,42.0,20250617_191912
llama_generalist2_42_20250617_191912,llm,ZEROSHOT,llama,llama_generalist2,generalist2,2,Somewhat feasible,42.0,20250617_191912
llama_normative_42_20250617_191912,llm,ZEROSHOT,llama,llama_normative,normative,4,Very feasible,42.0,20250617_191912
llama_normative2_42_20250617_191912,llm,ZEROSHOT,llama,llama_normative2,normative2,3,Feasible,42.0,20250617_191912
llama_subject_matter_42_20250617_191912,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,2,Somewhat feasible,42.0,20250617_191912
llama_subject_matter2_42_20250617_191912,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,3,Feasible,42.0,20250617_191912
llama_generalist_43_20250617_191930,llm,ZEROSHOT,llama,llama_generalist,generalist,3,Feasible,43.0,20250617_191930
llama_generalist2_43_20250617_191930,llm,ZEROSHOT,llama,llama_generalist2,generalist2,4,Very feasible,43.0,20250617_191930
llama_normative_43_20250617_191930,llm,ZEROSHOT,llama,llama_normative,normative,3,Feasible,43.0,20250617_191930
llama_normative2_43_20250617_191930,llm,ZEROSHOT,llama,llama_normative2,normative2,3,Feasible,43.0,20250617_191930
llama_subject_matter_43_20250617_191930,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,2,Somewhat feasible,43.0,20250617_191930
llama_subject_matter2_43_20250617_191930,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,3,Feasible,43.0,20250617_191930
llama_generalist_44_20250617_191949,llm,ZEROSHOT,llama,llama_generalist,generalist,3,Feasible,44.0,20250617_191949
llama_generalist2_44_20250617_191949,llm,ZEROSHOT,llama,llama_generalist2,generalist2,3,Feasible,44.0,20250617_191949
llama_normative_44_20250617_191949,llm,ZEROSHOT,llama,llama_normative,normative,2,Somewhat feasible,44.0,20250617_191949
llama_normative2_44_20250617_191949,llm,ZEROSHOT,llama,llama_normative2,normative2,4,Very feasible,44.0,20250617_191949
llama_subject_matter_44_20250617_191949,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,3,Feasible,44.0,20250617_191949
llama_subject_matter2_44_20250617_191949,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,3,Feasible,44.0,20250617_191949
llama_generalist_45_20250617_192010,llm,ZEROSHOT,llama,llama_generalist,generalist,3,Feasible,45.0,20250617_192010
llama_generalist2_45_20250617_192010,llm,ZEROSHOT,llama,llama_generalist2,generalist2,2,Somewhat feasible,45.0,20250617_192010
llama_normative_45_20250617_192010,llm,ZEROSHOT,llama,llama_normative,normative,3,Feasible,45.0,20250617_192010
llama_normative2_45_20250617_192010,llm,ZEROSHOT,llama,llama_normative2,normative2,4,Very feasible,45.0,20250617_192010
llama_subject_matter_45_20250617_192010,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,2,Somewhat feasible,45.0,20250617_192010
llama_subject_matter2_45_20250617_192010,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,3,Feasible,45.0,20250617_192010
llama_generalist_46_20250617_192031,llm,ZEROSHOT,llama,llama_generalist,generalist,3,Feasible,46.0,20250617_192031
llama_generalist2_46_20250617_192031,llm,ZEROSHOT,llama,llama_generalist2,generalist2,3,Feasible,46.0,20250617_192031
llama_normative_46_20250617_192031,llm,ZEROSHOT,llama,llama_normative,normative,3,Feasible,46.0,20250617_192031
llama_normative2_46_20250617_192031,llm,ZEROSHOT,llama,llama_normative2,normative2,3,Feasible,46.0,20250617_192031
llama_subject_matter_46_20250617_192031,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,2,Somewhat feasible,46.0,20250617_192031
llama_subject_matter2_46_20250617_192031,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,3,Feasible,46.0,20250617_192031
llama_generalist_47_20250617_192051,llm,ZEROSHOT,llama,llama_generalist,generalist,3,Feasible,47.0,20250617_192051
llama_generalist2_47_20250617_192051,llm,ZEROSHOT,llama,llama_generalist2,generalist2,3,Feasible,47.0,20250617_192051
llama_normative_47_20250617_192051,llm,ZEROSHOT,llama,llama_normative,normative,3,Feasible,47.0,20250617_192051
llama_normative2_47_20250617_192051,llm,ZEROSHOT,llama,llama_normative2,normative2,4,Very feasible,47.0,20250617_192051
llama_subject_matter_47_20250617_192051,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,2,Somewhat feasible,47.0,20250617_192051
llama_subject_matter2_47_20250617_192051,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,2,Somewhat feasible,47.0,20250617_192051
llama_generalist_48_20250617_192111,llm,ZEROSHOT,llama,llama_generalist,generalist,2,Somewhat feasible,48.0,20250617_192111
llama_generalist2_48_20250617_192111,llm,ZEROSHOT,llama,llama_generalist2,generalist2,3,Feasible,48.0,20250617_192111
llama_normative_48_20250617_192111,llm,ZEROSHOT,llama,llama_normative,normative,3,Feasible,48.0,20250617_192111
llama_normative2_48_20250617_192111,llm,ZEROSHOT,llama,llama_normative2,normative2,4,Very feasible,48.0,20250617_192111
llama_subject_matter_48_20250617_192111,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,3,Feasible,48.0,20250617_192111
llama_subject_matter2_48_20250617_192111,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,3,Feasible,48.0,20250617_192111
llama_generalist_49_20250617_192135,llm,ZEROSHOT,llama,llama_generalist,generalist,3,Feasible,49.0,20250617_192135
llama_generalist2_49_20250617_192135,llm,ZEROSHOT,llama,llama_generalist2,generalist2,4,Very feasible,49.0,20250617_192135
llama_normative_49_20250617_192135,llm,ZEROSHOT,llama,llama_normative,normative,3,Feasible,49.0,20250617_192135
llama_normative2_49_20250617_192135,llm,ZEROSHOT,llama,llama_normative2,normative2,3,Feasible,49.0,20250617_192135
llama_subject_matter_49_20250617_192135,llm,ZEROSHOT,llama,llama_subject_matter,subject_matter,3,Feasible,49.0,20250617_192135
llama_subject_matter2_49_20250617_192135,llm,ZEROSHOT,llama,llama_subject_matter2,subject_matter2,3,Feasible,49.0,20250617_192135
phi4_generalist_00_20250622_204459,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,0.0,20250622_204459
phi4_generalist2_00_20250622_204459,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,0.0,20250622_204459
phi4_normative_00_20250622_204459,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,0.0,20250622_204459
phi4_normative2_00_20250622_204459,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,0.0,20250622_204459
phi4_subject_matter_00_20250622_204459,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,0.0,20250622_204459
phi4_subject_matter2_00_20250622_204459,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,0.0,20250622_204459
phi4_generalist_01_20250622_204620,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,1.0,20250622_204620
phi4_generalist2_01_20250622_204620,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,1.0,20250622_204620
phi4_normative_01_20250622_204620,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,1.0,20250622_204620
phi4_normative2_01_20250622_204620,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,1.0,20250622_204620
phi4_subject_matter_01_20250622_204620,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,1.0,20250622_204620
phi4_subject_matter2_01_20250622_204620,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,1.0,20250622_204620
phi4_generalist_02_20250622_205116,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,2.0,20250622_205116
phi4_generalist2_02_20250622_205116,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,2.0,20250622_205116
phi4_normative_02_20250622_205116,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,2.0,20250622_205116
phi4_normative2_02_20250622_205116,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,2.0,20250622_205116
phi4_subject_matter_02_20250622_205116,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,2.0,20250622_205116
phi4_subject_matter2_02_20250622_205116,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,2.0,20250622_205116
phi4_generalist_03_20250622_205223,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,3.0,20250622_205223
phi4_generalist2_03_20250622_205223,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,3.0,20250622_205223
phi4_normative_03_20250622_205223,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,3.0,20250622_205223
phi4_normative2_03_20250622_205223,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,3.0,20250622_205223
phi4_subject_matter_03_20250622_205223,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,3.0,20250622_205223
phi4_subject_matter2_03_20250622_205223,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,3.0,20250622_205223
phi4_generalist_04_20250622_205316,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,4.0,20250622_205316
phi4_generalist2_04_20250622_205316,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,4.0,20250622_205316
phi4_normative_04_20250622_205316,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,4.0,20250622_205316
phi4_normative2_04_20250622_205316,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,4.0,20250622_205316
phi4_subject_matter_04_20250622_205316,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,4.0,20250622_205316
phi4_subject_matter2_04_20250622_205316,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,4.0,20250622_205316
phi4_generalist_05_20250622_205407,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,5.0,20250622_205407
phi4_generalist2_05_20250622_205407,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,5.0,20250622_205407
phi4_normative_05_20250622_205407,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,5.0,20250622_205407
phi4_normative2_05_20250622_205407,llm,ZEROSHOT,phi4,phi4_normative2,normative2,4,Very feasible,5.0,20250622_205407
phi4_subject_matter_05_20250622_205407,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,5.0,20250622_205407
phi4_subject_matter2_05_20250622_205407,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,5.0,20250622_205407
phi4_generalist_06_20250622_205501,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,6.0,20250622_205501
phi4_generalist2_06_20250622_205501,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,6.0,20250622_205501
phi4_normative_06_20250622_205501,llm,ZEROSHOT,phi4,phi4_normative,normative,4,Very feasible,6.0,20250622_205501
phi4_normative2_06_20250622_205501,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,6.0,20250622_205501
phi4_subject_matter_06_20250622_205501,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,6.0,20250622_205501
phi4_subject_matter2_06_20250622_205501,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,6.0,20250622_205501
phi4_generalist_07_20250622_205639,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,7.0,20250622_205639
phi4_generalist2_07_20250622_205639,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,7.0,20250622_205639
phi4_normative_07_20250622_205639,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,7.0,20250622_205639
phi4_normative2_07_20250622_205639,llm,ZEROSHOT,phi4,phi4_normative2,normative2,4,Very feasible,7.0,20250622_205639
phi4_subject_matter_07_20250622_205639,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,7.0,20250622_205639
phi4_subject_matter2_07_20250622_205639,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,7.0,20250622_205639
phi4_generalist_08_20250622_205732,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,8.0,20250622_205732
phi4_generalist2_08_20250622_205732,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,8.0,20250622_205732
phi4_normative_08_20250622_205732,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,8.0,20250622_205732
phi4_normative2_08_20250622_205732,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,8.0,20250622_205732
phi4_subject_matter_08_20250622_205732,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,8.0,20250622_205732
phi4_subject_matter2_08_20250622_205732,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,8.0,20250622_205732
phi4_generalist_09_20250622_205835,llm,ZEROSHOT,phi4,phi4_generalist,generalist,4,Very feasible,9.0,20250622_205835
phi4_generalist2_09_20250622_205835,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,9.0,20250622_205835
phi4_normative_09_20250622_205835,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,9.0,20250622_205835
phi4_normative2_09_20250622_205835,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,9.0,20250622_205835
phi4_subject_matter_09_20250622_205835,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,9.0,20250622_205835
phi4_subject_matter2_09_20250622_205835,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,9.0,20250622_205835
phi4_generalist_10_20250622_205932,llm,ZEROSHOT,phi4,phi4_generalist,generalist,4,Very feasible,10.0,20250622_205932
phi4_generalist2_10_20250622_205932,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,10.0,20250622_205932
phi4_normative_10_20250622_205932,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,10.0,20250622_205932
phi4_normative2_10_20250622_205932,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,10.0,20250622_205932
phi4_subject_matter_10_20250622_205932,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,10.0,20250622_205932
phi4_subject_matter2_10_20250622_205932,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,10.0,20250622_205932
phi4_generalist_11_20250622_210014,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,11.0,20250622_210014
phi4_generalist2_11_20250622_210014,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,11.0,20250622_210014
phi4_normative_11_20250622_210014,llm,ZEROSHOT,phi4,phi4_normative,normative,4,Very feasible,11.0,20250622_210014
phi4_normative2_11_20250622_210014,llm,ZEROSHOT,phi4,phi4_normative2,normative2,4,Very feasible,11.0,20250622_210014
phi4_subject_matter_11_20250622_210014,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,11.0,20250622_210014
phi4_subject_matter2_11_20250622_210014,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,11.0,20250622_210014
phi4_generalist_12_20250622_210132,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,12.0,20250622_210132
phi4_generalist2_12_20250622_210132,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,12.0,20250622_210132
phi4_normative_12_20250622_210132,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,12.0,20250622_210132
phi4_normative2_12_20250622_210132,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,12.0,20250622_210132
phi4_subject_matter_12_20250622_210132,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,12.0,20250622_210132
phi4_subject_matter2_12_20250622_210132,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,12.0,20250622_210132
phi4_generalist_13_20250622_211725,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,13.0,20250622_211725
phi4_generalist2_13_20250622_211725,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,13.0,20250622_211725
phi4_normative_13_20250622_211725,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,13.0,20250622_211725
phi4_normative2_13_20250622_211725,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,13.0,20250622_211725
phi4_subject_matter_13_20250622_211725,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,13.0,20250622_211725
phi4_subject_matter2_13_20250622_211725,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,13.0,20250622_211725
phi4_generalist_14_20250622_211825,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,14.0,20250622_211825
phi4_generalist2_14_20250622_211825,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,14.0,20250622_211825
phi4_normative_14_20250622_211825,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,14.0,20250622_211825
phi4_normative2_14_20250622_211825,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,14.0,20250622_211825
phi4_subject_matter_14_20250622_211825,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,14.0,20250622_211825
phi4_subject_matter2_14_20250622_211825,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,14.0,20250622_211825
phi4_generalist_15_20250622_211922,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,15.0,20250622_211922
phi4_generalist2_15_20250622_211922,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,15.0,20250622_211922
phi4_normative_15_20250622_211922,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,15.0,20250622_211922
phi4_normative2_15_20250622_211922,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,15.0,20250622_211922
phi4_subject_matter_15_20250622_211922,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,15.0,20250622_211922
phi4_subject_matter2_15_20250622_211922,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,15.0,20250622_211922
phi4_generalist_16_20250622_212017,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,16.0,20250622_212017
phi4_generalist2_16_20250622_212017,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,16.0,20250622_212017
phi4_normative_16_20250622_212017,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,16.0,20250622_212017
phi4_normative2_16_20250622_212017,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,16.0,20250622_212017
phi4_subject_matter_16_20250622_212017,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,16.0,20250622_212017
phi4_subject_matter2_16_20250622_212017,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,16.0,20250622_212017
phi4_generalist_17_20250622_212117,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,17.0,20250622_212117
phi4_generalist2_17_20250622_212117,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,17.0,20250622_212117
phi4_normative_17_20250622_212117,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,17.0,20250622_212117
phi4_normative2_17_20250622_212117,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,17.0,20250622_212117
phi4_subject_matter_17_20250622_212117,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,17.0,20250622_212117
phi4_subject_matter2_17_20250622_212117,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,4,Very feasible,17.0,20250622_212117
phi4_generalist_18_20250622_212158,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,18.0,20250622_212158
phi4_generalist2_18_20250622_212158,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,18.0,20250622_212158
phi4_normative_18_20250622_212158,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,18.0,20250622_212158
phi4_normative2_18_20250622_212158,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,18.0,20250622_212158
phi4_subject_matter_18_20250622_212158,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,18.0,20250622_212158
phi4_subject_matter2_18_20250622_212158,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,18.0,20250622_212158
phi4_generalist_19_20250622_212255,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,19.0,20250622_212255
phi4_generalist2_19_20250622_212255,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,19.0,20250622_212255
phi4_normative_19_20250622_212255,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,19.0,20250622_212255
phi4_normative2_19_20250622_212255,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,19.0,20250622_212255
phi4_subject_matter_19_20250622_212255,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,19.0,20250622_212255
phi4_subject_matter2_19_20250622_212255,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,19.0,20250622_212255
phi4_generalist_20_20250622_212343,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,20.0,20250622_212343
phi4_generalist2_20_20250622_212343,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,20.0,20250622_212343
phi4_normative_20_20250622_212343,llm,ZEROSHOT,phi4,phi4_normative,normative,3,Feasible,20.0,20250622_212343
phi4_normative2_20_20250622_212343,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,20.0,20250622_212343
phi4_subject_matter_20_20250622_212343,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,20.0,20250622_212343
phi4_subject_matter2_20_20250622_212343,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,4,Very feasible,20.0,20250622_212343
phi4_generalist_21_20250622_212435,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,21.0,20250622_212435
phi4_generalist2_21_20250622_212435,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,21.0,20250622_212435
phi4_normative_21_20250622_212435,llm,ZEROSHOT,phi4,phi4_normative,normative,4,Very feasible,21.0,20250622_212435
phi4_normative2_21_20250622_212435,llm,ZEROSHOT,phi4,phi4_normative2,normative2,3,Feasible,21.0,20250622_212435
phi4_subject_matter_21_20250622_212435,llm,ZEROSHOT,phi4,phi4_subject_matter,subject_matter,3,Feasible,21.0,20250622_212435
phi4_subject_matter2_21_20250622_212435,llm,ZEROSHOT,phi4,phi4_subject_matter2,subject_matter2,3,Feasible,21.0,20250622_212435
phi4_generalist_22_20250622_212534,llm,ZEROSHOT,phi4,phi4_generalist,generalist,3,Feasible,22.0,20250622_212534
phi4_generalist2_22_20250622_212534,llm,ZEROSHOT,phi4,phi4_generalist2,generalist2,3,Feasible,22.0,20250622_212534
