row_id,variant_id,base_model,model,dc_solution,rating,label,condition,iteration
mistral_subject-matter_20_20260701_223506,mistral_subject-matter,mistral,subject-matter,DC-DC converter,3,Important,context,20
gemma3_generalist_20_20260701_223506,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,20
gemma3_normative_20_20260701_223506,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,20
gemma3_subject-matter_20_20260701_223506,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,20
phi4_generalist_21_20260701_223713,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,21
phi4_normative_21_20260701_223713,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,21
phi4_subject-matter_21_20260701_223713,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,21
llama_generalist_21_20260701_223713,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,21
llama_normative_21_20260701_223713,llama_normative,llama,normative,DC-DC converter,4,Very important,context,21
llama_subject-matter_21_20260701_223713,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,21
mistral_generalist_21_20260701_223713,mistral_generalist,mistral,generalist,DC-DC converter,4,Very important,context,21
mistral_normative_21_20260701_223713,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,21
mistral_subject-matter_21_20260701_223713,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,21
gemma3_generalist_21_20260701_223713,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,21
gemma3_normative_21_20260701_223713,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,21
gemma3_subject-matter_21_20260701_223713,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,21
phi4_generalist_22_20260701_223938,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,22
phi4_normative_22_20260701_223938,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,22
phi4_subject-matter_22_20260701_223938,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,22
llama_generalist_22_20260701_223938,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,22
llama_normative_22_20260701_223938,llama_normative,llama,normative,DC-DC converter,3,Important,context,22
llama_subject-matter_22_20260701_223938,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,22
mistral_generalist_22_20260701_223938,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,22
mistral_normative_22_20260701_223938,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,22
mistral_subject-matter_22_20260701_223938,mistral_subject-matter,mistral,subject-matter,DC-DC converter,3,Important,context,22
gemma3_generalist_22_20260701_223938,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,22
gemma3_normative_22_20260701_223938,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,22
gemma3_subject-matter_22_20260701_223938,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,22
phi4_generalist_23_20260701_224146,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,23
phi4_normative_23_20260701_224146,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,23
phi4_subject-matter_23_20260701_224146,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,23
llama_generalist_23_20260701_224146,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,23
llama_normative_23_20260701_224146,llama_normative,llama,normative,DC-DC converter,3,Important,context,23
llama_subject-matter_23_20260701_224146,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,23
mistral_generalist_23_20260701_224146,mistral_generalist,mistral,generalist,DC-DC converter,4,Very important,context,23
mistral_normative_23_20260701_224146,mistral_normative,mistral,normative,DC-DC converter,3,Important,context,23
mistral_subject-matter_23_20260701_224146,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,23
gemma3_generalist_23_20260701_224146,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,23
gemma3_normative_23_20260701_224146,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,23
gemma3_subject-matter_23_20260701_224146,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,23
phi4_generalist_24_20260701_224407,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,24
phi4_normative_24_20260701_224407,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,24
phi4_subject-matter_24_20260701_224407,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,24
llama_generalist_24_20260701_224407,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,24
llama_normative_24_20260701_224407,llama_normative,llama,normative,DC-DC converter,3,Important,context,24
llama_subject-matter_24_20260701_224407,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,24
mistral_generalist_24_20260701_224407,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,24
mistral_normative_24_20260701_224407,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,24
mistral_subject-matter_24_20260701_224407,mistral_subject-matter,mistral,subject-matter,DC-DC converter,3,Important,context,24
gemma3_generalist_24_20260701_224407,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,24
gemma3_normative_24_20260701_224407,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,24
gemma3_subject-matter_24_20260701_224407,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,24
phi4_generalist_25_20260701_224622,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,25
phi4_normative_25_20260701_224622,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,25
phi4_subject-matter_25_20260701_224622,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,25
llama_generalist_25_20260701_224622,llama_generalist,llama,generalist,DC-DC converter,4,Very important,context,25
llama_normative_25_20260701_224622,llama_normative,llama,normative,DC-DC converter,3,Important,context,25
llama_subject-matter_25_20260701_224622,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,25
mistral_generalist_25_20260701_224622,mistral_generalist,mistral,generalist,DC-DC converter,4,Very important,context,25
mistral_normative_25_20260701_224622,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,25
mistral_subject-matter_25_20260701_224622,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,25
gemma3_generalist_25_20260701_224622,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,25
gemma3_normative_25_20260701_224622,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,25
gemma3_subject-matter_25_20260701_224622,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,25
phi4_generalist_26_20260701_224845,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,26
phi4_normative_26_20260701_224845,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,26
phi4_subject-matter_26_20260701_224845,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,26
llama_generalist_26_20260701_224845,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,26
llama_normative_26_20260701_224845,llama_normative,llama,normative,DC-DC converter,3,Important,context,26
llama_subject-matter_26_20260701_224845,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,26
mistral_generalist_26_20260701_224845,mistral_generalist,mistral,generalist,DC-DC converter,4,Very important,context,26
mistral_normative_26_20260701_224845,mistral_normative,mistral,normative,DC-DC converter,3,Important,context,26
mistral_subject-matter_26_20260701_224845,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,26
gemma3_generalist_26_20260701_224845,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,26
gemma3_normative_26_20260701_224845,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,26
gemma3_subject-matter_26_20260701_224845,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,26
phi4_generalist_27_20260701_225116,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,27
phi4_normative_27_20260701_225116,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,27
phi4_subject-matter_27_20260701_225116,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,27
llama_generalist_27_20260701_225116,llama_generalist,llama,generalist,DC-DC converter,4,Very important,context,27
llama_normative_27_20260701_225116,llama_normative,llama,normative,DC-DC converter,3,Important,context,27
llama_subject-matter_27_20260701_225116,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,27
mistral_generalist_27_20260701_225116,mistral_generalist,mistral,generalist,DC-DC converter,4,Very important,context,27
mistral_normative_27_20260701_225116,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,27
mistral_subject-matter_27_20260701_225116,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,27
gemma3_generalist_27_20260701_225116,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,27
gemma3_normative_27_20260701_225116,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,27
gemma3_subject-matter_27_20260701_225116,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,27
phi4_generalist_28_20260701_225354,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,28
phi4_normative_28_20260701_225354,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,28
phi4_subject-matter_28_20260701_225354,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,28
llama_generalist_28_20260701_225354,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,28
llama_normative_28_20260701_225354,llama_normative,llama,normative,DC-DC converter,3,Important,context,28
llama_subject-matter_28_20260701_225354,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,28
mistral_generalist_28_20260701_225354,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,28
mistral_normative_28_20260701_225354,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,28
mistral_subject-matter_28_20260701_225354,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,28
gemma3_generalist_28_20260701_225354,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,28
gemma3_normative_28_20260701_225354,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,28
gemma3_subject-matter_28_20260701_225354,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,28
phi4_generalist_29_20260701_225628,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,29
phi4_normative_29_20260701_225628,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,29
phi4_subject-matter_29_20260701_225628,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,29
llama_generalist_29_20260701_225628,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,29
llama_normative_29_20260701_225628,llama_normative,llama,normative,DC-DC converter,3,Important,context,29
llama_subject-matter_29_20260701_225628,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,29
mistral_generalist_29_20260701_225628,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,29
mistral_normative_29_20260701_225628,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,29
mistral_subject-matter_29_20260701_225628,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,29
gemma3_generalist_29_20260701_225628,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,29
gemma3_normative_29_20260701_225628,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,29
gemma3_subject-matter_29_20260701_225628,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,29
phi4_generalist_30_20260701_225814,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,30
phi4_normative_30_20260701_225814,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,30
phi4_subject-matter_30_20260701_225814,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,30
llama_generalist_30_20260701_225814,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,30
llama_normative_30_20260701_225814,llama_normative,llama,normative,DC-DC converter,3,Important,context,30
llama_subject-matter_30_20260701_225814,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,30
mistral_generalist_30_20260701_225814,mistral_generalist,mistral,generalist,DC-DC converter,4,Very important,context,30
mistral_normative_30_20260701_225814,mistral_normative,mistral,normative,DC-DC converter,3,Important,context,30
mistral_subject-matter_30_20260701_225814,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,30
gemma3_generalist_30_20260701_225814,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,30
gemma3_normative_30_20260701_225814,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,30
gemma3_subject-matter_30_20260701_225814,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,30
phi4_generalist_31_20260701_230058,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,31
phi4_normative_31_20260701_230058,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,31
phi4_subject-matter_31_20260701_230058,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,31
llama_generalist_31_20260701_230058,llama_generalist,llama,generalist,DC-DC converter,4,Very important,context,31
llama_normative_31_20260701_230058,llama_normative,llama,normative,DC-DC converter,3,Important,context,31
llama_subject-matter_31_20260701_230058,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,31
mistral_generalist_31_20260701_230058,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,31
mistral_normative_31_20260701_230058,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,31
mistral_subject-matter_31_20260701_230058,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,31
gemma3_generalist_31_20260701_230058,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,31
gemma3_normative_31_20260701_230058,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,31
gemma3_subject-matter_31_20260701_230058,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,31
phi4_generalist_32_20260701_230328,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,32
phi4_normative_32_20260701_230328,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,32
phi4_subject-matter_32_20260701_230328,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,32
llama_generalist_32_20260701_230328,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,32
llama_normative_32_20260701_230328,llama_normative,llama,normative,DC-DC converter,4,Very important,context,32
llama_subject-matter_32_20260701_230328,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,32
mistral_generalist_32_20260701_230328,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,32
mistral_normative_32_20260701_230328,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,32
mistral_subject-matter_32_20260701_230328,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,32
gemma3_generalist_32_20260701_230328,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,32
gemma3_normative_32_20260701_230328,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,32
gemma3_subject-matter_32_20260701_230328,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,32
phi4_generalist_33_20260701_230530,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,33
phi4_normative_33_20260701_230530,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,33
phi4_subject-matter_33_20260701_230530,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,33
llama_generalist_33_20260701_230530,llama_generalist,llama,generalist,DC-DC converter,4,Very important,context,33
llama_normative_33_20260701_230530,llama_normative,llama,normative,DC-DC converter,3,Important,context,33
llama_subject-matter_33_20260701_230530,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,33
mistral_generalist_33_20260701_230530,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,33
mistral_normative_33_20260701_230530,mistral_normative,mistral,normative,DC-DC converter,3,Important,context,33
mistral_subject-matter_33_20260701_230530,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,33
gemma3_generalist_33_20260701_230530,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,33
gemma3_normative_33_20260701_230530,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,33
gemma3_subject-matter_33_20260701_230530,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,33
phi4_generalist_34_20260701_230743,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,34
phi4_normative_34_20260701_230743,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,34
phi4_subject-matter_34_20260701_230743,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,34
llama_generalist_34_20260701_230743,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,34
llama_normative_34_20260701_230743,llama_normative,llama,normative,DC-DC converter,3,Important,context,34
llama_subject-matter_34_20260701_230743,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,34
mistral_generalist_34_20260701_230743,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,34
mistral_normative_34_20260701_230743,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,34
mistral_subject-matter_34_20260701_230743,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,34
gemma3_generalist_34_20260701_230743,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,34
gemma3_normative_34_20260701_230743,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,34
gemma3_subject-matter_34_20260701_230743,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,34
phi4_generalist_35_20260701_231017,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,35
phi4_normative_35_20260701_231017,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,35
phi4_subject-matter_35_20260701_231017,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,35
llama_generalist_35_20260701_231017,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,35
llama_normative_35_20260701_231017,llama_normative,llama,normative,DC-DC converter,4,Very important,context,35
llama_subject-matter_35_20260701_231017,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,35
mistral_generalist_35_20260701_231017,mistral_generalist,mistral,generalist,DC-DC converter,4,Very important,context,35
mistral_normative_35_20260701_231017,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,35
mistral_subject-matter_35_20260701_231017,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,35
gemma3_generalist_35_20260701_231017,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,35
gemma3_normative_35_20260701_231017,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,35
gemma3_subject-matter_35_20260701_231017,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,35
phi4_generalist_36_20260701_231240,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,36
phi4_normative_36_20260701_231240,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,36
phi4_subject-matter_36_20260701_231240,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,36
llama_generalist_36_20260701_231240,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,36
llama_normative_36_20260701_231240,llama_normative,llama,normative,DC-DC converter,4,Very important,context,36
llama_subject-matter_36_20260701_231240,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,36
mistral_generalist_36_20260701_231240,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,36
mistral_normative_36_20260701_231240,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,36
mistral_subject-matter_36_20260701_231240,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,36
gemma3_generalist_36_20260701_231240,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,36
gemma3_normative_36_20260701_231240,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,36
gemma3_subject-matter_36_20260701_231240,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,36
phi4_generalist_37_20260701_231459,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,37
phi4_normative_37_20260701_231459,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,37
phi4_subject-matter_37_20260701_231459,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,37
llama_generalist_37_20260701_231459,llama_generalist,llama,generalist,DC-DC converter,4,Very important,context,37
llama_normative_37_20260701_231459,llama_normative,llama,normative,DC-DC converter,4,Very important,context,37
llama_subject-matter_37_20260701_231459,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,37
mistral_generalist_37_20260701_231459,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,37
mistral_normative_37_20260701_231459,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,37
mistral_subject-matter_37_20260701_231459,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,37
gemma3_generalist_37_20260701_231459,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,37
gemma3_normative_37_20260701_231459,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,37
gemma3_subject-matter_37_20260701_231459,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,37
phi4_generalist_38_20260701_231709,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,38
phi4_normative_38_20260701_231709,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,38
phi4_subject-matter_38_20260701_231709,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,38
llama_generalist_38_20260701_231709,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,38
llama_normative_38_20260701_231709,llama_normative,llama,normative,DC-DC converter,4,Very important,context,38
llama_subject-matter_38_20260701_231709,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,38
mistral_generalist_38_20260701_231709,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,38
mistral_normative_38_20260701_231709,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,38
mistral_subject-matter_38_20260701_231709,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,38
gemma3_generalist_38_20260701_231709,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,38
gemma3_normative_38_20260701_231709,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,38
gemma3_subject-matter_38_20260701_231709,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,38
phi4_generalist_39_20260701_231930,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,39
phi4_normative_39_20260701_231930,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,39
phi4_subject-matter_39_20260701_231930,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,39
llama_generalist_39_20260701_231930,llama_generalist,llama,generalist,DC-DC converter,4,Very important,context,39
llama_normative_39_20260701_231930,llama_normative,llama,normative,DC-DC converter,3,Important,context,39
llama_subject-matter_39_20260701_231930,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,39
mistral_generalist_39_20260701_231930,mistral_generalist,mistral,generalist,DC-DC converter,4,Very important,context,39
mistral_normative_39_20260701_231930,mistral_normative,mistral,normative,DC-DC converter,3,Important,context,39
mistral_subject-matter_39_20260701_231930,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,39
gemma3_generalist_39_20260701_231930,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,39
gemma3_normative_39_20260701_231930,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,39
gemma3_subject-matter_39_20260701_231930,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,39
phi4_generalist_40_20260701_232123,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,40
phi4_normative_40_20260701_232123,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,40
phi4_subject-matter_40_20260701_232123,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,40
llama_generalist_40_20260701_232123,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,40
llama_normative_40_20260701_232123,llama_normative,llama,normative,DC-DC converter,3,Important,context,40
llama_subject-matter_40_20260701_232123,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,40
mistral_generalist_40_20260701_232123,mistral_generalist,mistral,generalist,DC-DC converter,4,Very important,context,40
mistral_normative_40_20260701_232123,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,40
mistral_subject-matter_40_20260701_232123,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,40
gemma3_generalist_40_20260701_232123,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,40
gemma3_normative_40_20260701_232123,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,40
gemma3_subject-matter_40_20260701_232123,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,40
phi4_generalist_41_20260701_232336,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,41
phi4_normative_41_20260701_232336,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,41
phi4_subject-matter_41_20260701_232336,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,41
llama_generalist_41_20260701_232336,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,41
llama_normative_41_20260701_232336,llama_normative,llama,normative,DC-DC converter,4,Very important,context,41
llama_subject-matter_41_20260701_232336,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,41
mistral_generalist_41_20260701_232336,mistral_generalist,mistral,generalist,DC-DC converter,4,Very important,context,41
mistral_normative_41_20260701_232336,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,41
mistral_subject-matter_41_20260701_232336,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,41
gemma3_generalist_41_20260701_232336,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,41
gemma3_normative_41_20260701_232336,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,41
gemma3_subject-matter_41_20260701_232336,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,41
phi4_generalist_42_20260701_232605,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,42
phi4_normative_42_20260701_232605,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,42
phi4_subject-matter_42_20260701_232605,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,42
llama_generalist_42_20260701_232605,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,42
llama_normative_42_20260701_232605,llama_normative,llama,normative,DC-DC converter,3,Important,context,42
llama_subject-matter_42_20260701_232605,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,42
mistral_generalist_42_20260701_232605,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,42
mistral_normative_42_20260701_232605,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,42
mistral_subject-matter_42_20260701_232605,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,42
gemma3_generalist_42_20260701_232605,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,42
gemma3_normative_42_20260701_232605,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,42
gemma3_subject-matter_42_20260701_232605,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,42
phi4_generalist_43_20260701_232845,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,43
phi4_normative_43_20260701_232845,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,43
