row_id,source,base_model,variant_id,model,barrier_id,barrier_label,condition,iteration,timestamp
subject_matter_llama_12_b3,llm,llama,subject_matter_llama,subject_matter,7,incompatibility of DC systems components,CONTEXT,12.0,20250807_144027
subject_matter_llama_12_b5,llm,llama,subject_matter_llama,subject_matter,11,high costs of DC solutions,CONTEXT,12.0,20250807_144027
subject_matter_llama_13_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,13.0,20250807_145015
subject_matter_llama_13_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,13.0,20250807_145015
subject_matter_llama_13_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,13.0,20250807_145015
subject_matter_llama_13_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,13.0,20250807_145015
subject_matter_llama_13_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,13.0,20250807_145015
subject_matter_llama_14_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,14.0,20250807_145358
subject_matter_llama_14_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,14.0,20250807_145358
subject_matter_llama_14_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,14.0,20250807_145358
subject_matter_llama_14_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,14.0,20250807_145358
subject_matter_llama_14_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,14.0,20250807_145358
subject_matter_llama_15_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,15.0,20250807_150400
subject_matter_llama_15_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,15.0,20250807_150400
subject_matter_llama_15_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,15.0,20250807_150400
subject_matter_llama_15_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,15.0,20250807_150400
subject_matter_llama_15_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,15.0,20250807_150400
subject_matter_llama_16_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,16.0,20250807_150918
subject_matter_llama_16_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,16.0,20250807_150918
subject_matter_llama_16_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,16.0,20250807_150918
subject_matter_llama_16_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,16.0,20250807_150918
subject_matter_llama_16_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,16.0,20250807_150918
subject_matter_llama_17_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,17.0,20250807_152052
subject_matter_llama_17_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,17.0,20250807_152052
subject_matter_llama_17_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,17.0,20250807_152052
subject_matter_llama_17_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,17.0,20250807_152052
subject_matter_llama_17_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,17.0,20250807_152052
subject_matter_llama_18_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,18.0,20250807_152349
subject_matter_llama_18_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,18.0,20250807_152349
subject_matter_llama_18_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,18.0,20250807_152349
subject_matter_llama_18_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,18.0,20250807_152349
subject_matter_llama_18_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,18.0,20250807_152349
subject_matter_llama_19_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,19.0,20250807_152937
subject_matter_llama_19_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,19.0,20250807_152937
subject_matter_llama_19_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,19.0,20250807_152937
subject_matter_llama_19_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,19.0,20250807_152937
subject_matter_llama_19_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,19.0,20250807_152937
subject_matter_llama_20_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,20.0,20250807_153310
subject_matter_llama_20_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,20.0,20250807_153310
subject_matter_llama_20_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,20.0,20250807_153310
subject_matter_llama_20_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,20.0,20250807_153310
subject_matter_llama_20_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,20.0,20250807_153310
subject_matter_llama_21_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,21.0,20250807_153706
subject_matter_llama_21_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,21.0,20250807_153706
subject_matter_llama_21_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,21.0,20250807_153706
subject_matter_llama_21_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,21.0,20250807_153706
subject_matter_llama_21_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,21.0,20250807_153706
subject_matter_llama_22_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,22.0,20250807_154243
subject_matter_llama_22_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,22.0,20250807_154243
subject_matter_llama_22_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,22.0,20250807_154243
subject_matter_llama_22_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,22.0,20250807_154243
subject_matter_llama_22_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,22.0,20250807_154243
subject_matter_llama_23_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,23.0,20250807_155025
subject_matter_llama_23_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,23.0,20250807_155025
subject_matter_llama_23_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,23.0,20250807_155025
subject_matter_llama_23_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,23.0,20250807_155025
subject_matter_llama_23_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,23.0,20250807_155025
subject_matter_llama_24_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,24.0,20250807_155346
subject_matter_llama_24_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,24.0,20250807_155346
subject_matter_llama_24_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,24.0,20250807_155346
subject_matter_llama_24_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,24.0,20250807_155346
subject_matter_llama_24_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,24.0,20250807_155346
subject_matter_llama_25_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,25.0,20250807_155926
subject_matter_llama_25_b2,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,25.0,20250807_155926
subject_matter_llama_25_b3,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,25.0,20250807_155926
subject_matter_llama_25_b5,llm,llama,subject_matter_llama,subject_matter,9,lack of enough trained personnel in DC systems,CONTEXT,25.0,20250807_155926
subject_matter_llama_25_b4,llm,llama,subject_matter_llama,subject_matter,11,high costs of DC solutions,CONTEXT,25.0,20250807_155926
subject_matter_llama_26_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,26.0,20250807_160230
subject_matter_llama_26_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,26.0,20250807_160230
subject_matter_llama_26_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,26.0,20250807_160230
subject_matter_llama_26_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,26.0,20250807_160230
subject_matter_llama_26_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,26.0,20250807_160230
subject_matter_llama_27_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,27.0,20250807_160608
subject_matter_llama_27_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,27.0,20250807_160608
subject_matter_llama_27_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,27.0,20250807_160608
subject_matter_llama_27_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,27.0,20250807_160608
subject_matter_llama_27_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,27.0,20250807_160608
subject_matter_llama_28_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,28.0,20250807_161702
subject_matter_llama_28_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,28.0,20250807_161702
subject_matter_llama_28_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,28.0,20250807_161702
subject_matter_llama_28_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,28.0,20250807_161702
subject_matter_llama_28_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,28.0,20250807_161702
subject_matter_llama_29_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,29.0,20250807_162020
subject_matter_llama_29_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,29.0,20250807_162020
subject_matter_llama_29_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,29.0,20250807_162020
subject_matter_llama_29_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,29.0,20250807_162020
subject_matter_llama_29_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,29.0,20250807_162020
subject_matter_llama_30_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,30.0,20250807_162318
subject_matter_llama_30_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,30.0,20250807_162318
subject_matter_llama_30_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,30.0,20250807_162318
subject_matter_llama_30_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,30.0,20250807_162318
subject_matter_llama_30_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,30.0,20250807_162318
subject_matter_llama_31_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,31.0,20250807_162551
subject_matter_llama_31_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,31.0,20250807_162551
subject_matter_llama_31_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,31.0,20250807_162551
subject_matter_llama_31_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,31.0,20250807_162551
subject_matter_llama_31_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,31.0,20250807_162551
subject_matter_llama_32_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,32.0,20250807_162914
subject_matter_llama_32_b7,llm,llama,subject_matter_llama,subject_matter,7,incompatibility of DC systems components,CONTEXT,32.0,20250807_162914
subject_matter_llama_32_b8,llm,llama,subject_matter_llama,subject_matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,32.0,20250807_162914
subject_matter_llama_32_b9,llm,llama,subject_matter_llama,subject_matter,9,lack of enough trained personnel in DC systems,CONTEXT,32.0,20250807_162914
subject_matter_llama_32_b10,llm,llama,subject_matter_llama,subject_matter,10,uncertain regulatory roadmap,CONTEXT,32.0,20250807_162914
subject_matter_llama_33_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,33.0,20250807_163326
subject_matter_llama_33_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,33.0,20250807_163326
subject_matter_llama_33_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,33.0,20250807_163326
subject_matter_llama_33_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,33.0,20250807_163326
subject_matter_llama_33_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,33.0,20250807_163326
subject_matter_llama_34_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,34.0,20250807_163933
subject_matter_llama_34_b2,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,34.0,20250807_163933
subject_matter_llama_34_b3,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,34.0,20250807_163933
subject_matter_llama_34_b4,llm,llama,subject_matter_llama,subject_matter,7,incompatibility of DC systems components,CONTEXT,34.0,20250807_163933
subject_matter_llama_34_b5,llm,llama,subject_matter_llama,subject_matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,34.0,20250807_163933
subject_matter_llama_35_b5,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,35.0,20250807_164215
subject_matter_llama_35_b6,llm,llama,subject_matter_llama,subject_matter,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,35.0,20250807_164215
subject_matter_llama_35_b7,llm,llama,subject_matter_llama,subject_matter,7,incompatibility of DC systems components,CONTEXT,35.0,20250807_164215
subject_matter_llama_35_b8,llm,llama,subject_matter_llama,subject_matter,7,incompatibility of DC systems components,CONTEXT,35.0,20250807_164215
subject_matter_llama_35_b9,llm,llama,subject_matter_llama,subject_matter,9,lack of enough trained personnel in DC systems,CONTEXT,35.0,20250807_164215
subject_matter_llama_36_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,36.0,20250807_165333
subject_matter_llama_36_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,36.0,20250807_165333
subject_matter_llama_36_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,36.0,20250807_165333
subject_matter_llama_36_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,36.0,20250807_165333
subject_matter_llama_36_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,36.0,20250807_165333
subject_matter_llama_37_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,37.0,20250807_165911
subject_matter_llama_37_b2,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,37.0,20250807_165911
subject_matter_llama_37_b3,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,37.0,20250807_165911
subject_matter_llama_37_b5,llm,llama,subject_matter_llama,subject_matter,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,37.0,20250807_165911
subject_matter_llama_37_b4,llm,llama,subject_matter_llama,subject_matter,7,incompatibility of DC systems components,CONTEXT,37.0,20250807_165911
subject_matter_llama_38_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,38.0,20250807_170221
subject_matter_llama_38_b6,llm,llama,subject_matter_llama,subject_matter,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,38.0,20250807_170221
subject_matter_llama_38_b7,llm,llama,subject_matter_llama,subject_matter,7,incompatibility of DC systems components,CONTEXT,38.0,20250807_170221
subject_matter_llama_38_b8,llm,llama,subject_matter_llama,subject_matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,38.0,20250807_170221
subject_matter_llama_38_b9,llm,llama,subject_matter_llama,subject_matter,9,lack of enough trained personnel in DC systems,CONTEXT,38.0,20250807_170221
subject_matter_llama_39_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,39.0,20250807_170527
subject_matter_llama_39_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,39.0,20250807_170527
subject_matter_llama_39_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,39.0,20250807_170527
subject_matter_llama_39_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,39.0,20250807_170527
subject_matter_llama_39_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,39.0,20250807_170527
subject_matter_llama_40_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,40.0,20250807_175413
subject_matter_llama_40_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,40.0,20250807_175413
subject_matter_llama_40_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,40.0,20250807_175413
subject_matter_llama_40_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,40.0,20250807_175413
subject_matter_llama_40_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,40.0,20250807_175413
subject_matter_llama_41_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,41.0,20250807_181220
subject_matter_llama_41_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,41.0,20250807_181220
subject_matter_llama_41_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,41.0,20250807_181220
subject_matter_llama_41_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,41.0,20250807_181220
subject_matter_llama_41_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,41.0,20250807_181220
subject_matter_llama_42_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,42.0,20250807_183212
subject_matter_llama_42_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,42.0,20250807_183212
subject_matter_llama_42_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,42.0,20250807_183212
subject_matter_llama_42_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,42.0,20250807_183212
subject_matter_llama_42_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,42.0,20250807_183212
subject_matter_llama_43_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,43.0,20250807_183826
subject_matter_llama_43_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,43.0,20250807_183826
subject_matter_llama_43_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,43.0,20250807_183826
subject_matter_llama_43_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,43.0,20250807_183826
subject_matter_llama_43_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,43.0,20250807_183826
subject_matter_llama_44_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,44.0,20250807_185017
subject_matter_llama_44_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,44.0,20250807_185017
subject_matter_llama_44_b4,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,44.0,20250807_185017
subject_matter_llama_44_b3,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,44.0,20250807_185017
subject_matter_llama_44_b5,llm,llama,subject_matter_llama,subject_matter,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,44.0,20250807_185017
subject_matter_llama_45_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,45.0,20250807_185505
subject_matter_llama_45_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,45.0,20250807_185505
subject_matter_llama_45_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,45.0,20250807_185505
subject_matter_llama_45_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,45.0,20250807_185505
subject_matter_llama_45_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,45.0,20250807_185505
subject_matter_llama_46_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,46.0,20250807_191019
subject_matter_llama_46_b2,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,46.0,20250807_191019
subject_matter_llama_46_b3,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,46.0,20250807_191019
subject_matter_llama_46_b4,llm,llama,subject_matter_llama,subject_matter,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,46.0,20250807_191019
subject_matter_llama_46_b5,llm,llama,subject_matter_llama,subject_matter,7,incompatibility of DC systems components,CONTEXT,46.0,20250807_191019
subject_matter_llama_47_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,47.0,20250807_191828
subject_matter_llama_47_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,47.0,20250807_191828
subject_matter_llama_47_b3,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,47.0,20250807_191828
subject_matter_llama_47_b4,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,47.0,20250807_191828
subject_matter_llama_47_b5,llm,llama,subject_matter_llama,subject_matter,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,47.0,20250807_191828
subject_matter_llama_48_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,48.0,20250807_192322
subject_matter_llama_48_b2,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,48.0,20250807_192322
subject_matter_llama_48_b3,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,48.0,20250807_192322
subject_matter_llama_48_b4,llm,llama,subject_matter_llama,subject_matter,7,incompatibility of DC systems components,CONTEXT,48.0,20250807_192322
subject_matter_llama_48_b5,llm,llama,subject_matter_llama,subject_matter,11,high costs of DC solutions,CONTEXT,48.0,20250807_192322
subject_matter_llama_49_b1,llm,llama,subject_matter_llama,subject_matter,1,"power losses, quality and safety issues",CONTEXT,49.0,20250807_192600
subject_matter_llama_49_b2,llm,llama,subject_matter_llama,subject_matter,2,reduced reliability in DC devices,CONTEXT,49.0,20250807_192600
subject_matter_llama_49_b3,llm,llama,subject_matter_llama,subject_matter,3,lack of use-cases in which DC is advantageous,CONTEXT,49.0,20250807_192600
subject_matter_llama_49_b4,llm,llama,subject_matter_llama,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,49.0,20250807_192600
subject_matter_llama_49_b5,llm,llama,subject_matter_llama,subject_matter,5,lack of pilot projects,CONTEXT,49.0,20250807_192600
generalist2_mistral_00_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,0.0,20250807_140404
generalist2_mistral_00_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,0.0,20250807_140404
generalist2_mistral_00_b3,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,0.0,20250807_140404
generalist2_mistral_00_b4,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,0.0,20250807_140404
generalist2_mistral_00_b5,llm,mistral,generalist2_mistral,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,0.0,20250807_140404
generalist2_mistral_01_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,1.0,20250807_140911
generalist2_mistral_01_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,1.0,20250807_140911
generalist2_mistral_01_b3,llm,mistral,generalist2_mistral,generalist2,3,lack of use-cases in which DC is advantageous,CONTEXT,1.0,20250807_140911
