base_model,dc_solution,comparison,rating,n_observed,observed_proportion,predicted_mean,predicted_median,predicted_l95,predicted_u95,observed_within_predictive_95,absolute_difference
llama,Smart and sustainable DC cables,ANCHOR_WORD,4,30,0.4666666666666667,0.47226666666666667,0.4666666666666667,0.23333333333333334,0.7333333333333333,TRUE,0
llama,Smart and sustainable DC cables,ANCHOR_NUM_HIGH,3,30,0.3,0.31806666666666666,0.3,0.1,0.5666666666666667,TRUE,0
llama,Smart and sustainable DC cables,ANCHOR_NUM_HIGH,4,30,0.7,0.6819333333333333,0.7,0.43333333333333335,0.9,TRUE,0
llama,Smart and sustainable DC cables,ANCHOR_NUM_LOW,3,30,0.5333333333333333,0.5312333333333333,0.5333333333333333,0.26666666666666666,0.7666666666666667,TRUE,0
llama,Smart and sustainable DC cables,ANCHOR_NUM_LOW,4,30,0.4666666666666667,0.46876666666666666,0.4666666666666667,0.23333333333333334,0.7333333333333333,TRUE,0
llama,Solid-state circuit breaker,CONTEXT,3,150,0.32,0.32124,0.32,0.22,0.43333333333333335,TRUE,0
llama,Solid-state circuit breaker,CONTEXT,4,150,0.68,0.67876,0.68,0.5666666666666667,0.78,TRUE,0
llama,Solid-state circuit breaker,ANCHOR_EXAMPLE,3,30,0.36666666666666664,0.3612666666666667,0.36666666666666664,0.13333333333333333,0.6,TRUE,0
llama,Solid-state circuit breaker,ANCHOR_EXAMPLE,4,30,0.6333333333333333,0.6387333333333334,0.6333333333333333,0.4,0.8666666666666667,TRUE,0
llama,Solid-state circuit breaker,ANCHOR_WORD,3,30,0.4666666666666667,0.4613333333333333,0.4666666666666667,0.23333333333333334,0.7333333333333333,TRUE,0
llama,Solid-state circuit breaker,ANCHOR_WORD,4,30,0.5333333333333333,0.5386666666666666,0.5333333333333333,0.26666666666666666,0.7666666666666667,TRUE,0
llama,Solid-state circuit breaker,ANCHOR_NUM_HIGH,3,30,0.16666666666666666,0.17626666666666665,0.16666666666666666,0.03333333333333333,0.4,TRUE,0
llama,Solid-state circuit breaker,ANCHOR_NUM_HIGH,4,30,0.8333333333333334,0.8237333333333333,0.8333333333333334,0.6,0.9666666666666667,TRUE,0
llama,Solid-state circuit breaker,ANCHOR_NUM_LOW,3,30,0.4,0.3982,0.4,0.16666666666666666,0.6333333333333333,TRUE,0
llama,Solid-state circuit breaker,ANCHOR_NUM_LOW,4,30,0.6,0.6018,0.6,0.36666666666666664,0.8333333333333334,TRUE,0
llama,Static protection system,CONTEXT,3,150,0.42,0.4199733333333333,0.42,0.31333333333333335,0.5266666666666666,TRUE,0
llama,Static protection system,CONTEXT,4,150,0.58,0.5800266666666667,0.58,0.47333333333333333,0.6866666666666666,TRUE,0
llama,Static protection system,ANCHOR_EXAMPLE,3,30,0.3333333333333333,0.33813333333333334,0.3333333333333333,0.1,0.5666666666666667,TRUE,0
llama,Static protection system,ANCHOR_EXAMPLE,4,30,0.6666666666666666,0.6618666666666666,0.6666666666666666,0.43333333333333335,0.9,TRUE,0
llama,Static protection system,ANCHOR_WORD,3,30,0.5,0.49333333333333335,0.5,0.26666666666666666,0.7333333333333333,TRUE,0
llama,Static protection system,ANCHOR_WORD,4,30,0.5,0.5066666666666667,0.5,0.26666666666666666,0.7333333333333333,TRUE,0
llama,Static protection system,ANCHOR_NUM_HIGH,3,30,0.3,0.31133333333333335,0.3,0.1,0.5333333333333333,TRUE,0
llama,Static protection system,ANCHOR_NUM_HIGH,4,30,0.7,0.6886666666666666,0.7,0.4666666666666667,0.9,TRUE,0
llama,Static protection system,ANCHOR_NUM_LOW,3,30,0.36666666666666664,0.377,0.36666666666666664,0.13333333333333333,0.6333333333333333,TRUE,0
llama,Static protection system,ANCHOR_NUM_LOW,4,30,0.6333333333333333,0.623,0.6333333333333333,0.36666666666666664,0.8666666666666667,TRUE,0
mistral,DC connectors,CONTEXT,3,150,0.03333333333333333,0.06262,0.06,0.02,0.12,TRUE,0.026666666666666665
mistral,DC connectors,CONTEXT,4,150,0.9666666666666667,0.93738,0.94,0.88,0.98,TRUE,0.026666666666666727
mistral,DC connectors,ANCHOR_EXAMPLE,3,30,0.26666666666666666,0.24386666666666668,0.23333333333333334,0.06666666666666667,0.5,TRUE,0.033333333333333326
mistral,DC connectors,ANCHOR_EXAMPLE,4,30,0.7333333333333333,0.7561333333333333,0.7666666666666667,0.5,0.9333333333333333,TRUE,0.03333333333333344
mistral,DC connectors,ANCHOR_WORD,3,30,0.06666666666666667,0.07013333333333334,0.06666666666666667,0,0.23333333333333334,TRUE,0
mistral,DC connectors,ANCHOR_WORD,4,30,0.9333333333333333,0.9298666666666667,0.9333333333333333,0.7666666666666667,1,TRUE,0
mistral,DC connectors,ANCHOR_NUM_HIGH,3,30,0.7,0.6512666666666667,0.6666666666666666,0.4325000000000001,0.8666666666666667,TRUE,0.033333333333333326
mistral,DC connectors,ANCHOR_NUM_HIGH,4,30,0.3,0.34873333333333334,0.3333333333333333,0.13333333333333333,0.5674999999999992,TRUE,0.033333333333333326
mistral,DC connectors,ANCHOR_NUM_LOW,3,30,0.7333333333333333,0.6869666666666666,0.7,0.43333333333333335,0.9,TRUE,0.033333333333333326
mistral,DC connectors,ANCHOR_NUM_LOW,4,30,0.26666666666666666,0.31303333333333333,0.3,0.1,0.5666666666666667,TRUE,0.033333333333333326
mistral,DC measurement device,CONTEXT,3,150,0.5866666666666667,0.6027266666666666,0.6,0.49333333333333335,0.7066666666666667,TRUE,0.013333333333333308
mistral,DC measurement device,CONTEXT,4,150,0.41333333333333333,0.3972733333333333,0.4,0.29333333333333333,0.5066666666666667,TRUE,0.013333333333333308
mistral,DC measurement device,ANCHOR_EXAMPLE,3,30,0.7666666666666667,0.7538,0.7666666666666667,0.5333333333333333,0.9333333333333333,TRUE,0
mistral,DC measurement device,ANCHOR_EXAMPLE,4,30,0.23333333333333334,0.2462,0.23333333333333334,0.06666666666666667,0.4666666666666667,TRUE,0
mistral,DC measurement device,ANCHOR_WORD,3,30,0.8666666666666667,0.8395333333333334,0.8333333333333334,0.6333333333333333,1,TRUE,0.033333333333333326
mistral,DC measurement device,ANCHOR_WORD,4,30,0.13333333333333333,0.16046666666666667,0.16666666666666666,0,0.36666666666666664,TRUE,0.033333333333333326
mistral,DC measurement device,ANCHOR_NUM_HIGH,3,30,0.9666666666666667,0.9316666666666666,0.9333333333333333,0.7666666666666667,1,TRUE,0.033333333333333326
mistral,DC measurement device,ANCHOR_NUM_HIGH,4,30,0.03333333333333333,0.06833333333333333,0.06666666666666667,0,0.23333333333333334,TRUE,0.03333333333333333
mistral,DC measurement device,ANCHOR_NUM_LOW,3,30,0.9,0.8759,0.9,0.7,1,TRUE,0
mistral,DC measurement device,ANCHOR_NUM_LOW,4,30,0.1,0.1241,0.1,0,0.3,TRUE,0
mistral,DC solution design tool,CONTEXT,3,150,0.006666666666666667,0.008266666666666667,0.006666666666666667,0,0.03333333333333333,TRUE,0
mistral,DC solution design tool,CONTEXT,4,150,0.9933333333333333,0.9917333333333334,0.9933333333333333,0.9666666666666667,1,TRUE,0
mistral,DC solution design tool,ANCHOR_EXAMPLE,3,30,0,0.0079,0,0,0.06666666666666667,TRUE,0
mistral,DC solution design tool,ANCHOR_EXAMPLE,4,30,1,0.9921,1,0.9333333333333333,1,TRUE,0
mistral,DC solution design tool,ANCHOR_WORD,3,30,0,0.0089,0,0,0.06666666666666667,TRUE,0
mistral,DC solution design tool,ANCHOR_WORD,4,30,1,0.9911,1,0.9333333333333333,1,TRUE,0
mistral,DC solution design tool,ANCHOR_NUM_HIGH,3,30,0,0.008433333333333333,0,0,0.06666666666666667,TRUE,0
mistral,DC solution design tool,ANCHOR_NUM_HIGH,4,30,1,0.9915666666666667,1,0.9333333333333333,1,TRUE,0
mistral,DC solution design tool,ANCHOR_NUM_LOW,3,30,0,0.0081,0,0,0.06666666666666667,TRUE,0
mistral,DC solution design tool,ANCHOR_NUM_LOW,4,30,1,0.9919,1,0.9333333333333333,1,TRUE,0
mistral,DC-DC converter,CONTEXT,3,150,0.3333333333333333,0.3460933333333333,0.3466666666666667,0.24666666666666667,0.4533333333333333,TRUE,0.013333333333333364
mistral,DC-DC converter,CONTEXT,4,150,0.6666666666666666,0.6539066666666666,0.6533333333333333,0.5466666666666666,0.7533333333333333,TRUE,0.013333333333333308
mistral,DC-DC converter,ANCHOR_EXAMPLE,3,30,0.26666666666666666,0.2659,0.26666666666666666,0.06666666666666667,0.5,TRUE,0
mistral,DC-DC converter,ANCHOR_EXAMPLE,4,30,0.7333333333333333,0.7341,0.7333333333333333,0.5,0.9333333333333333,TRUE,0
mistral,DC-DC converter,ANCHOR_WORD,3,30,0.6,0.5863333333333334,0.6,0.3333333333333333,0.8,TRUE,0
mistral,DC-DC converter,ANCHOR_WORD,4,30,0.4,0.4136666666666667,0.4,0.2,0.6666666666666666,TRUE,0
mistral,DC-DC converter,ANCHOR_NUM_HIGH,3,30,0.9,0.8632333333333333,0.8666666666666667,0.6666666666666666,1,TRUE,0.033333333333333326
mistral,DC-DC converter,ANCHOR_NUM_HIGH,4,30,0.1,0.13676666666666668,0.13333333333333333,0,0.3333333333333333,TRUE,0.033333333333333326
mistral,DC-DC converter,ANCHOR_NUM_LOW,3,30,0.7333333333333333,0.7054,0.7,0.4666666666666667,0.9,TRUE,0.033333333333333326
mistral,DC-DC converter,ANCHOR_NUM_LOW,4,30,0.26666666666666666,0.2946,0.3,0.1,0.5333333333333333,TRUE,0.033333333333333326
mistral,LVAC-LVDC interlink converter,CONTEXT,3,150,0.35333333333333333,0.37850666666666666,0.38,0.2733333333333333,0.4801666666666665,TRUE,0.026666666666666672
mistral,LVAC-LVDC interlink converter,CONTEXT,4,150,0.6466666666666666,0.6214933333333333,0.62,0.5198333333333334,0.7266666666666667,TRUE,0.026666666666666616
mistral,LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,3,30,0.7,0.6795666666666667,0.6666666666666666,0.43333333333333335,0.9,TRUE,0.033333333333333326
mistral,LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,4,30,0.3,0.32043333333333335,0.3333333333333333,0.1,0.5666666666666667,TRUE,0.033333333333333326
mistral,LVAC-LVDC interlink converter,ANCHOR_WORD,3,30,0.8,0.7803,0.8,0.5666666666666667,0.9333333333333333,TRUE,0
mistral,LVAC-LVDC interlink converter,ANCHOR_WORD,4,30,0.2,0.2197,0.2,0.06666666666666667,0.43333333333333335,TRUE,0
mistral,LVAC-LVDC interlink converter,ANCHOR_NUM_HIGH,3,30,0.9,0.8609333333333333,0.8666666666666667,0.6666666666666666,1,TRUE,0.033333333333333326
mistral,LVAC-LVDC interlink converter,ANCHOR_NUM_HIGH,4,30,0.1,0.13906666666666667,0.13333333333333333,0,0.3333333333333333,TRUE,0.033333333333333326
mistral,LVAC-LVDC interlink converter,ANCHOR_NUM_LOW,3,30,1,0.9436333333333333,0.9666666666666667,0.8,1,TRUE,0.033333333333333326
mistral,LVAC-LVDC interlink converter,ANCHOR_NUM_LOW,4,30,0,0.05636666666666667,0.03333333333333333,0,0.2,TRUE,0.03333333333333333
mistral,Network design tool for DC solutions,CONTEXT,3,150,0,0.006993333333333334,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
mistral,Network design tool for DC solutions,CONTEXT,4,150,1,0.9930066666666667,0.9933333333333333,0.9733333333333334,1,TRUE,0.00666666666666671
mistral,Network design tool for DC solutions,ANCHOR_EXAMPLE,3,30,0,0.007633333333333333,0,0,0.06666666666666667,TRUE,0
mistral,Network design tool for DC solutions,ANCHOR_EXAMPLE,4,30,1,0.9923666666666666,1,0.9333333333333333,1,TRUE,0
mistral,Network design tool for DC solutions,ANCHOR_WORD,3,30,0,0.0067666666666666665,0,0,0.06666666666666667,TRUE,0
mistral,Network design tool for DC solutions,ANCHOR_WORD,4,30,1,0.9932333333333333,1,0.9333333333333333,1,TRUE,0
mistral,Network design tool for DC solutions,ANCHOR_NUM_HIGH,3,30,0.03333333333333333,0.020866666666666665,0,0,0.10083333333333258,TRUE,0.03333333333333333
mistral,Network design tool for DC solutions,ANCHOR_NUM_HIGH,4,30,0.9666666666666667,0.9791333333333333,1,0.8991666666666667,1,TRUE,0.033333333333333326
mistral,Network design tool for DC solutions,ANCHOR_NUM_LOW,3,30,0,0.006566666666666667,0,0,0.06666666666666667,TRUE,0
mistral,Network design tool for DC solutions,ANCHOR_NUM_LOW,4,30,1,0.9934333333333333,1,0.9333333333333333,1,TRUE,0
mistral,Protection DC system design tool,CONTEXT,3,150,0.13333333333333333,0.14967333333333332,0.14666666666666667,0.08,0.24,TRUE,0.013333333333333336
mistral,Protection DC system design tool,CONTEXT,4,150,0.8666666666666667,0.8503266666666667,0.8533333333333334,0.76,0.92,TRUE,0.013333333333333308
mistral,Protection DC system design tool,ANCHOR_EXAMPLE,3,30,0.16666666666666666,0.16706666666666667,0.16666666666666666,0.03333333333333333,0.36666666666666664,TRUE,0
mistral,Protection DC system design tool,ANCHOR_EXAMPLE,4,30,0.8333333333333334,0.8329333333333333,0.8333333333333334,0.6333333333333333,0.9666666666666667,TRUE,0
mistral,Protection DC system design tool,ANCHOR_WORD,3,30,0.3,0.29056666666666664,0.26666666666666666,0.1,0.5333333333333333,TRUE,0.033333333333333326
mistral,Protection DC system design tool,ANCHOR_WORD,4,30,0.7,0.7094333333333334,0.7333333333333333,0.4666666666666667,0.9,TRUE,0.033333333333333326
mistral,Protection DC system design tool,ANCHOR_NUM_HIGH,3,30,0.5,0.47436666666666666,0.4666666666666667,0.23333333333333334,0.7333333333333333,TRUE,0.033333333333333326
mistral,Protection DC system design tool,ANCHOR_NUM_HIGH,4,30,0.5,0.5256333333333333,0.5333333333333333,0.26666666666666666,0.7666666666666667,TRUE,0.033333333333333326
mistral,Protection DC system design tool,ANCHOR_NUM_LOW,3,30,0.5,0.47509999999999997,0.4666666666666667,0.23333333333333334,0.7333333333333333,TRUE,0.033333333333333326
mistral,Protection DC system design tool,ANCHOR_NUM_LOW,4,30,0.5,0.5249,0.5333333333333333,0.26666666666666666,0.7666666666666667,TRUE,0.033333333333333326
mistral,Semiconductor-based circuit breaker,CONTEXT,3,150,0.02,0.029086666666666667,0.02666666666666667,0,0.07333333333333333,TRUE,0.006666666666666668
mistral,Semiconductor-based circuit breaker,CONTEXT,4,150,0.98,0.9709133333333333,0.9733333333333334,0.9266666666666666,1,TRUE,0.006666666666666599
mistral,Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,3,30,0,0.0143,0,0,0.1,TRUE,0
mistral,Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,4,30,1,0.9857,1,0.9,1,TRUE,0
mistral,Semiconductor-based circuit breaker,ANCHOR_WORD,3,30,0,0.0164,0,0,0.1,TRUE,0
mistral,Semiconductor-based circuit breaker,ANCHOR_WORD,4,30,1,0.9836,1,0.9,1,TRUE,0
mistral,Semiconductor-based circuit breaker,ANCHOR_NUM_HIGH,3,30,0.13333333333333333,0.11473333333333334,0.1,0,0.26666666666666666,TRUE,0.033333333333333326
mistral,Semiconductor-based circuit breaker,ANCHOR_NUM_HIGH,4,30,0.8666666666666667,0.8852666666666666,0.9,0.7333333333333333,1,TRUE,0.033333333333333326
mistral,Semiconductor-based circuit breaker,ANCHOR_NUM_LOW,3,30,0.16666666666666666,0.1397,0.13333333333333333,0,0.3333333333333333,TRUE,0.033333333333333326
mistral,Semiconductor-based circuit breaker,ANCHOR_NUM_LOW,4,30,0.8333333333333334,0.8603000000000001,0.8666666666666667,0.6666666666666666,1,TRUE,0.033333333333333326
mistral,Smart and sustainable DC cables,CONTEXT,3,150,0.88,0.8904666666666666,0.8933333333333333,0.8133333333333334,0.9533333333333334,TRUE,0.013333333333333308
mistral,Smart and sustainable DC cables,CONTEXT,4,150,0.12,0.10953333333333333,0.10666666666666667,0.04666666666666667,0.18666666666666668,TRUE,0.013333333333333322
mistral,Smart and sustainable DC cables,ANCHOR_EXAMPLE,3,30,0.9,0.8991,0.9,0.7333333333333333,1,TRUE,0
mistral,Smart and sustainable DC cables,ANCHOR_EXAMPLE,4,30,0.1,0.1009,0.1,0,0.26666666666666666,TRUE,0
mistral,Smart and sustainable DC cables,ANCHOR_WORD,3,30,0.9666666666666667,0.9501333333333334,0.9666666666666667,0.8,1,TRUE,0
mistral,Smart and sustainable DC cables,ANCHOR_WORD,4,30,0.03333333333333333,0.04986666666666667,0.03333333333333333,0,0.2,TRUE,0
mistral,Smart and sustainable DC cables,ANCHOR_NUM_HIGH,3,30,1,0.9719666666666666,1,0.8666666666666667,1,TRUE,0
mistral,Smart and sustainable DC cables,ANCHOR_NUM_HIGH,4,30,0,0.028033333333333334,0,0,0.13333333333333333,TRUE,0
mistral,Smart and sustainable DC cables,ANCHOR_NUM_LOW,3,30,1,0.9736666666666667,0.9666666666666667,0.9,1,TRUE,0.033333333333333326
mistral,Smart and sustainable DC cables,ANCHOR_NUM_LOW,4,30,0,0.026333333333333334,0.03333333333333333,0,0.1,TRUE,0.03333333333333333
mistral,Solid-state circuit breaker,CONTEXT,3,150,0,0.004540000000000001,0,0,0.02,TRUE,0
mistral,Solid-state circuit breaker,CONTEXT,4,150,1,0.99546,1,0.98,1,TRUE,0
mistral,Solid-state circuit breaker,ANCHOR_EXAMPLE,3,30,0,0.0057,0,0,0.03333333333333333,TRUE,0
mistral,Solid-state circuit breaker,ANCHOR_EXAMPLE,4,30,1,0.9943,1,0.9666666666666667,1,TRUE,0
mistral,Solid-state circuit breaker,ANCHOR_WORD,3,30,0,0.0060999999999999995,0,0,0.06666666666666667,TRUE,0
mistral,Solid-state circuit breaker,ANCHOR_WORD,4,30,1,0.9939,1,0.9333333333333333,1,TRUE,0
mistral,Solid-state circuit breaker,ANCHOR_NUM_HIGH,3,30,0,0.006166666666666667,0,0,0.06666666666666667,TRUE,0
mistral,Solid-state circuit breaker,ANCHOR_NUM_HIGH,4,30,1,0.9938333333333333,1,0.9333333333333333,1,TRUE,0
mistral,Solid-state circuit breaker,ANCHOR_NUM_LOW,3,30,0,0.005966666666666667,0,0,0.06666666666666667,TRUE,0
mistral,Solid-state circuit breaker,ANCHOR_NUM_LOW,4,30,1,0.9940333333333333,1,0.9333333333333333,1,TRUE,0
mistral,Static protection system,CONTEXT,3,150,0,0.011260000000000001,0.006666666666666667,0,0.04,TRUE,0.006666666666666667
mistral,Static protection system,CONTEXT,4,150,1,0.98874,0.9933333333333333,0.96,1,TRUE,0.00666666666666671
mistral,Static protection system,ANCHOR_EXAMPLE,3,30,0,0.0102,0,0,0.06666666666666667,TRUE,0
mistral,Static protection system,ANCHOR_EXAMPLE,4,30,1,0.9898,1,0.9333333333333333,1,TRUE,0
mistral,Static protection system,ANCHOR_WORD,3,30,0.03333333333333333,0.023933333333333334,0,0,0.1,TRUE,0.03333333333333333
mistral,Static protection system,ANCHOR_WORD,4,30,0.9666666666666667,0.9760666666666666,1,0.9,1,TRUE,0.033333333333333326
mistral,Static protection system,ANCHOR_NUM_HIGH,3,30,0,0.0092,0,0,0.06666666666666667,TRUE,0
mistral,Static protection system,ANCHOR_NUM_HIGH,4,30,1,0.9908,1,0.9333333333333333,1,TRUE,0
mistral,Static protection system,ANCHOR_NUM_LOW,3,30,0.13333333333333333,0.10173333333333333,0.1,0,0.26666666666666666,TRUE,0.033333333333333326
mistral,Static protection system,ANCHOR_NUM_LOW,4,30,0.8666666666666667,0.8982666666666667,0.9,0.7333333333333333,1,TRUE,0.033333333333333326
phi4,DC connectors,CONTEXT,3,150,0.15333333333333332,0.14816000000000001,0.14666666666666667,0.07333333333333333,0.23333333333333334,TRUE,0.006666666666666654
phi4,DC connectors,CONTEXT,4,150,0.8466666666666667,0.85184,0.8533333333333334,0.7666666666666667,0.9266666666666666,TRUE,0.00666666666666671
phi4,DC connectors,ANCHOR_EXAMPLE,3,30,0.26666666666666666,0.2617,0.26666666666666666,0.06666666666666667,0.5,TRUE,0
phi4,DC connectors,ANCHOR_EXAMPLE,4,30,0.7333333333333333,0.7383,0.7333333333333333,0.5,0.9333333333333333,TRUE,0
phi4,DC connectors,ANCHOR_WORD,3,30,0,0.0305,0.03333333333333333,0,0.13333333333333333,TRUE,0.03333333333333333
phi4,DC connectors,ANCHOR_WORD,4,30,1,0.9695,0.9666666666666667,0.8666666666666667,1,TRUE,0.033333333333333326
phi4,DC connectors,ANCHOR_NUM_HIGH,3,30,0.1,0.10666666666666667,0.1,0,0.3,TRUE,0
phi4,DC connectors,ANCHOR_NUM_HIGH,4,30,0.9,0.8933333333333333,0.9,0.7,1,TRUE,0
phi4,DC connectors,ANCHOR_NUM_LOW,3,30,0.03333333333333333,0.05293333333333333,0.03333333333333333,0,0.2,TRUE,0
phi4,DC connectors,ANCHOR_NUM_LOW,4,30,0.9666666666666667,0.9470666666666667,0.9666666666666667,0.8,1,TRUE,0
phi4,DC measurement device,CONTEXT,3,150,0.44666666666666666,0.44182666666666665,0.44,0.3333333333333333,0.5533333333333333,TRUE,0.006666666666666654
phi4,DC measurement device,CONTEXT,4,150,0.5533333333333333,0.5581733333333333,0.56,0.44666666666666666,0.6666666666666666,TRUE,0.00666666666666671
phi4,DC measurement device,ANCHOR_EXAMPLE,3,30,0.6333333333333333,0.6282333333333333,0.6333333333333333,0.4,0.8333333333333334,TRUE,0
phi4,DC measurement device,ANCHOR_EXAMPLE,4,30,0.36666666666666664,0.3717666666666667,0.36666666666666664,0.16666666666666666,0.6,TRUE,0
phi4,DC measurement device,ANCHOR_WORD,3,30,0.06666666666666667,0.09916666666666667,0.1,0,0.26666666666666666,TRUE,0.03333333333333334
phi4,DC measurement device,ANCHOR_WORD,4,30,0.9333333333333333,0.9008333333333334,0.9,0.7333333333333333,1,TRUE,0.033333333333333326
phi4,DC measurement device,ANCHOR_NUM_HIGH,3,30,0.3333333333333333,0.3357,0.3333333333333333,0.13333333333333333,0.5666666666666667,TRUE,0
phi4,DC measurement device,ANCHOR_NUM_HIGH,4,30,0.6666666666666666,0.6643,0.6666666666666666,0.43333333333333335,0.8666666666666667,TRUE,0
phi4,DC measurement device,ANCHOR_NUM_LOW,3,30,0.6666666666666666,0.6451333333333333,0.6333333333333333,0.36666666666666664,0.8666666666666667,TRUE,0.033333333333333326
phi4,DC measurement device,ANCHOR_NUM_LOW,4,30,0.3333333333333333,0.35486666666666666,0.36666666666666664,0.13333333333333333,0.6333333333333333,TRUE,0.033333333333333326
phi4,DC solution design tool,CONTEXT,3,150,0,0.004933333333333334,0,0,0.020166666666666513,TRUE,0
phi4,DC solution design tool,CONTEXT,4,150,1,0.9950666666666667,1,0.9798333333333333,1,TRUE,0
phi4,DC solution design tool,ANCHOR_EXAMPLE,3,30,0,0.006566666666666667,0,0,0.06666666666666667,TRUE,0
phi4,DC solution design tool,ANCHOR_EXAMPLE,4,30,1,0.9934333333333333,1,0.9333333333333333,1,TRUE,0
phi4,DC solution design tool,ANCHOR_WORD,3,30,0,0.0059,0,0,0.06666666666666667,TRUE,0
phi4,DC solution design tool,ANCHOR_WORD,4,30,1,0.9941,1,0.9333333333333333,1,TRUE,0
phi4,DC solution design tool,ANCHOR_NUM_HIGH,3,30,0,0.0059,0,0,0.06666666666666667,TRUE,0
phi4,DC solution design tool,ANCHOR_NUM_HIGH,4,30,1,0.9941,1,0.9333333333333333,1,TRUE,0
phi4,DC solution design tool,ANCHOR_NUM_LOW,3,30,0,0.0062,0,0,0.06666666666666667,TRUE,0
phi4,DC solution design tool,ANCHOR_NUM_LOW,4,30,1,0.9938,1,0.9333333333333333,1,TRUE,0
phi4,DC-DC converter,CONTEXT,3,150,0,0.00462,0,0,0.02,TRUE,0
phi4,DC-DC converter,CONTEXT,4,150,1,0.99538,1,0.98,1,TRUE,0
phi4,DC-DC converter,ANCHOR_EXAMPLE,3,30,0,0.006,0,0,0.06666666666666667,TRUE,0
phi4,DC-DC converter,ANCHOR_EXAMPLE,4,30,1,0.994,1,0.9333333333333333,1,TRUE,0
phi4,DC-DC converter,ANCHOR_WORD,3,30,0,0.005266666666666667,0,0,0.03333333333333333,TRUE,0
phi4,DC-DC converter,ANCHOR_WORD,4,30,1,0.9947333333333334,1,0.9666666666666667,1,TRUE,0
phi4,DC-DC converter,ANCHOR_NUM_HIGH,3,30,0,0.005966666666666667,0,0,0.06666666666666667,TRUE,0
phi4,DC-DC converter,ANCHOR_NUM_HIGH,4,30,1,0.9940333333333333,1,0.9333333333333333,1,TRUE,0
phi4,DC-DC converter,ANCHOR_NUM_LOW,3,30,0,0.0054,0,0,0.03333333333333333,TRUE,0
phi4,DC-DC converter,ANCHOR_NUM_LOW,4,30,1,0.9946,1,0.9666666666666667,1,TRUE,0
phi4,LVAC-LVDC interlink converter,CONTEXT,3,150,0.16,0.15835333333333335,0.15333333333333332,0.08666666666666667,0.24666666666666667,TRUE,0.006666666666666682
phi4,LVAC-LVDC interlink converter,CONTEXT,4,150,0.84,0.8416466666666667,0.8466666666666667,0.7533333333333333,0.9133333333333333,TRUE,0.00666666666666671
phi4,LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,3,30,0.23333333333333334,0.23453333333333334,0.23333333333333334,0.03333333333333333,0.4666666666666667,TRUE,0
phi4,LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,4,30,0.7666666666666667,0.7654666666666666,0.7666666666666667,0.5333333333333333,0.9666666666666667,TRUE,0
phi4,LVAC-LVDC interlink converter,ANCHOR_WORD,3,30,0,0.030666666666666665,0.03333333333333333,0,0.13333333333333333,TRUE,0.03333333333333333
phi4,LVAC-LVDC interlink converter,ANCHOR_WORD,4,30,1,0.9693333333333334,0.9666666666666667,0.8666666666666667,1,TRUE,0.033333333333333326
phi4,LVAC-LVDC interlink converter,ANCHOR_NUM_HIGH,3,30,0.1,0.10856666666666667,0.1,0,0.3,TRUE,0
phi4,LVAC-LVDC interlink converter,ANCHOR_NUM_HIGH,4,30,0.9,0.8914333333333333,0.9,0.7,1,TRUE,0
phi4,LVAC-LVDC interlink converter,ANCHOR_NUM_LOW,3,30,0.26666666666666666,0.2526333333333333,0.23333333333333334,0.06666666666666667,0.4666666666666667,TRUE,0.033333333333333326
phi4,LVAC-LVDC interlink converter,ANCHOR_NUM_LOW,4,30,0.7333333333333333,0.7473666666666666,0.7666666666666667,0.5333333333333333,0.9333333333333333,TRUE,0.03333333333333344
phi4,Network design tool for DC solutions,CONTEXT,3,150,0,0.011593333333333334,0.006666666666666667,0,0.04,TRUE,0.006666666666666667
phi4,Network design tool for DC solutions,CONTEXT,4,150,1,0.9884066666666667,0.9933333333333333,0.96,1,TRUE,0.00666666666666671
phi4,Network design tool for DC solutions,ANCHOR_EXAMPLE,3,30,0.06666666666666667,0.04816666666666667,0.03333333333333333,0,0.16749999999999923,TRUE,0.03333333333333333
phi4,Network design tool for DC solutions,ANCHOR_EXAMPLE,4,30,0.9333333333333333,0.9518333333333333,0.9666666666666667,0.8325000000000001,1,TRUE,0.033333333333333326
phi4,Network design tool for DC solutions,ANCHOR_WORD,3,30,0,0.0114,0,0,0.06666666666666667,TRUE,0
phi4,Network design tool for DC solutions,ANCHOR_WORD,4,30,1,0.9886,1,0.9333333333333333,1,TRUE,0
phi4,Network design tool for DC solutions,ANCHOR_NUM_HIGH,3,30,0,0.0081,0,0,0.06666666666666667,TRUE,0
phi4,Network design tool for DC solutions,ANCHOR_NUM_HIGH,4,30,1,0.9919,1,0.9333333333333333,1,TRUE,0
phi4,Network design tool for DC solutions,ANCHOR_NUM_LOW,3,30,0.06666666666666667,0.0492,0.03333333333333333,0,0.2,TRUE,0.03333333333333333
phi4,Network design tool for DC solutions,ANCHOR_NUM_LOW,4,30,0.9333333333333333,0.9508,0.9666666666666667,0.8,1,TRUE,0.033333333333333326
