prior_name,effect_prior_sd,base_model,dc_solution,base_solution,high_OR_median,high_OR_l95,high_OR_u95,high_probability_OR_gt_1,high_probability_OR_lt_1,high_conclusion,low_OR_median,low_OR_l95,low_OR_u95,low_probability_OR_gt_1,low_probability_OR_lt_1,low_conclusion,anchoring_pattern
regularizing,0.75,phi4,DC-DC converter,phi4__DC-DC converter,1.0996341429507008,0.28185163093311105,4.383163578961564,0.55325,0.44675,uncertain,1.093188351841328,0.28726657565479063,4.444075259617528,0.5505,0.4495,uncertain,no supported adjustment
primary,1.5,phi4,DC-DC converter,phi4__DC-DC converter,1.385328980883691,0.11700768830343762,23.59072400902219,0.602125,0.397875,uncertain,1.421776288285968,0.11861170690821254,22.59895721254945,0.5995,0.4005,uncertain,no supported adjustment
weak,2.5,phi4,DC-DC converter,phi4__DC-DC converter,2.4194503092737616,0.08513078014566228,208.7787000176592,0.67325,0.32675,uncertain,2.5220400543111414,0.07999771182710609,184.75090419278217,0.675375,0.324625,uncertain,no supported adjustment
regularizing,0.75,phi4,LVAC-LVDC interlink converter,phi4__LVAC-LVDC interlink converter,1.4280301000296354,0.5943959126258592,3.756216853933821,0.77725,0.22275,uncertain,0.6075150024029501,0.28144461008875815,1.3893397347913532,0.108125,0.891875,uncertain,no supported adjustment
primary,1.5,phi4,LVAC-LVDC interlink converter,phi4__LVAC-LVDC interlink converter,1.6721721138318155,0.574499682332396,6.143960382397334,0.824,0.176,uncertain,0.5517868531588672,0.23145886761563972,1.3512717244379036,0.097,0.903,uncertain,no supported adjustment
weak,2.5,phi4,LVAC-LVDC interlink converter,phi4__LVAC-LVDC interlink converter,1.7990369461674869,0.5677947527126982,7.691252245349235,0.82825,0.17175,uncertain,0.5438179199547277,0.2283095758383095,1.4014008892663803,0.09725,0.90275,uncertain,no supported adjustment
regularizing,0.75,phi4,Network design tool for DC solutions,phi4__Network design tool for DC solutions,1.2639134823631877,0.3450196118725983,4.9736784251806005,0.63,0.37,uncertain,0.5442737608495459,0.1603924034706633,2.0708160908744953,0.17675,0.82325,uncertain,no supported adjustment
primary,1.5,phi4,Network design tool for DC solutions,phi4__Network design tool for DC solutions,1.807934957671986,0.20129092259166437,24.025332251557217,0.69325,0.30675,uncertain,0.2555099879068947,0.04684395189895956,1.755119923232434,0.08025,0.91975,uncertain,no supported adjustment
weak,2.5,phi4,Network design tool for DC solutions,phi4__Network design tool for DC solutions,3.2258290099153824,0.1573206222880505,205.9991739959493,0.749875,0.250125,uncertain,0.1555275001810155,0.02026883530866161,1.3256570516455652,0.0415,0.9585,uncertain,no supported adjustment
regularizing,0.75,phi4,Protection DC system design tool,phi4__Protection DC system design tool,1.3251600969893995,0.3647165842339088,4.996822534555899,0.66675,0.33325,uncertain,0.2277650926855699,0.0770001582417809,0.6982489465749241,0.006,0.994,lower under Anchor,low-arm-only adjustment
primary,1.5,phi4,Protection DC system design tool,phi4__Protection DC system design tool,1.8578350481592831,0.2106335278438635,22.99852386944241,0.70525,0.29475,uncertain,0.08004897933735602,0.01916769752245214,0.32117185731422354,2.5e-4,0.99975,lower under Anchor,low-arm-only adjustment
weak,2.5,phi4,Protection DC system design tool,phi4__Protection DC system design tool,3.2904704630501556,0.14166696860174516,214.84627693145316,0.745,0.255,uncertain,0.04801709242916538,0.0078668890345752,0.24738735462456252,1.25e-4,0.999875,lower under Anchor,low-arm-only adjustment
regularizing,0.75,phi4,Semiconductor-based circuit breaker,phi4__Semiconductor-based circuit breaker,1.0766515006198711,0.26935576509804693,4.504075719294919,0.547,0.453,uncertain,1.0955065168793268,0.2719114460243473,4.7033157155923515,0.546875,0.453125,uncertain,no supported adjustment
primary,1.5,phi4,Semiconductor-based circuit breaker,phi4__Semiconductor-based circuit breaker,1.416592322301316,0.11955093424602434,21.506981797006993,0.60775,0.39225,uncertain,1.3813052639742076,0.12169921675715124,22.68357372491924,0.595875,0.404125,uncertain,no supported adjustment
weak,2.5,phi4,Semiconductor-based circuit breaker,phi4__Semiconductor-based circuit breaker,2.487601261677701,0.07955512698604388,195.917664252161,0.678375,0.321625,uncertain,2.417952347029551,0.08276161780952491,183.04315024179937,0.673,0.327,uncertain,no supported adjustment
regularizing,0.75,phi4,Smart and sustainable DC cables,phi4__Smart and sustainable DC cables,0.4372382402050131,0.14049510893085226,1.4166032719954822,0.081,0.919,uncertain,0.3207285941795362,0.10743419115692734,0.9981939877214864,0.025,0.975,lower under Anchor,low-arm-only adjustment
primary,1.5,phi4,Smart and sustainable DC cables,phi4__Smart and sustainable DC cables,0.18021159145294924,0.04071350389892728,0.9574390627070184,0.02175,0.97825,lower under Anchor,0.12205800329092688,0.02916228083507923,0.5720603914270506,0.004,0.996,lower under Anchor,directionally inconsistent
weak,2.5,phi4,Smart and sustainable DC cables,phi4__Smart and sustainable DC cables,0.10365604079454592,0.01660940714774396,0.6568212126542252,0.00975,0.99025,lower under Anchor,0.0714277887276838,0.01282175386630879,0.3885198839988028,0.00125,0.99875,lower under Anchor,directionally inconsistent
regularizing,0.75,phi4,Solid-state circuit breaker,phi4__Solid-state circuit breaker,1.077140723706825,0.2703308700416796,4.476964038950371,0.54575,0.45425,uncertain,1.1017215881919304,0.26266896554280655,4.517959947632774,0.556125,0.443875,uncertain,no supported adjustment
primary,1.5,phi4,Solid-state circuit breaker,phi4__Solid-state circuit breaker,1.420390236863742,0.11917829751469695,23.535386638170404,0.600125,0.399875,uncertain,1.413316147451693,0.11879557820658308,21.353898457636127,0.60175,0.39825,uncertain,no supported adjustment
weak,2.5,phi4,Solid-state circuit breaker,phi4__Solid-state circuit breaker,2.421982521369255,0.08723642416324565,186.11279917563485,0.673375,0.326625,uncertain,2.4478330666942947,0.07688300808530797,220.211709170876,0.67025,0.32975,uncertain,no supported adjustment
regularizing,0.75,phi4,Static protection system,phi4__Static protection system,1.1045955691648808,0.2754112771578687,4.578564279806999,0.55075,0.44925,uncertain,1.081170910205827,0.2711463483356711,4.590986310782376,0.545625,0.454375,uncertain,no supported adjustment
primary,1.5,phi4,Static protection system,phi4__Static protection system,1.4566266188978974,0.12543940412377,21.365086966467235,0.606875,0.393125,uncertain,1.4241580178549509,0.12997396176010073,20.73322717575557,0.612625,0.387375,uncertain,no supported adjustment
weak,2.5,phi4,Static protection system,phi4__Static protection system,2.5039261947091074,0.08457426958199599,205.86273683141707,0.68875,0.31125,uncertain,2.360399756380337,0.08776337095312133,167.27157941564874,0.676875,0.323125,uncertain,no supported adjustment
