prior_name,effect_prior_sd,base_model,dc_solution,base_solution,anchor_type,comparison,response_pattern,context_probability_median,context_probability_l95,context_probability_u95,anchor_probability_median,anchor_probability_l95,anchor_probability_u95,difference_median,difference_l95,difference_u95,posterior_probability_difference_gt_0,posterior_probability_difference_lt_0,conclusion,direction
regularizing,0.75,llama,DC measurement device,llama__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.07361717755574915,0.04320601616273589,0.11405362676858549,0.05133872644953047,0.016039448578660187,0.131143833464651,-0.02125256952855048,-0.07073819525067716,0.053608748329843824,0.24525,0.75475,uncertain,below 0
primary,1.5,llama,DC measurement device,llama__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.07656732303901559,0.04366152956407455,0.12342795454954317,0.03785749223247126,0.00609901865913308,0.13093861658214678,-0.03774979438325965,-0.09273710407655901,0.055998974607680656,0.158625,0.841375,uncertain,below 0
weak,2.5,llama,DC measurement device,llama__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.0790775714984529,0.04403631973399906,0.12645904763611412,0.030425812239956496,0.00307041627853637,0.12743223871948783,-0.045978108497606196,-0.10522637342509181,0.050474201945645655,0.13175,0.86825,uncertain,below 0
regularizing,0.75,llama,DC measurement device,llama__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.07361717755574915,0.04320601616273589,0.11405362676858549,0.05097099121514237,0.015979336383488748,0.128802724520491,-0.021576677986932746,-0.06930276708339521,0.05369842432369859,0.24475,0.75525,uncertain,below 0
primary,1.5,llama,DC measurement device,llama__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.07656732303901559,0.04366152956407455,0.12342795454954317,0.03756630122699689,0.0060462000098787,0.1315662198110241,-0.037652377734457176,-0.09449581094541451,0.0557562537670743,0.165375,0.834625,uncertain,below 0
weak,2.5,llama,DC measurement device,llama__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.0790775714984529,0.04403631973399906,0.12645904763611412,0.030433209912083925,0.0028128643008599936,0.12264517185692804,-0.046180035426695465,-0.10535929525688559,0.04850565144333327,0.1245,0.8755,uncertain,below 0
regularizing,0.75,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.2633540215029782,0.2030844739339813,0.33150006165069673,0.34268612564515466,0.20502525208223563,0.5010514249036611,0.0781198330294941,-0.06495844514883012,0.2432707976348819,0.834,0.166,uncertain,above 0
primary,1.5,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.26947916064621213,0.2049982471439,0.34044717331585256,0.35708173557042927,0.20752138167179413,0.5280459714423177,0.08860601957548025,-0.07727738278805608,0.2676895734147488,0.848375,0.151625,uncertain,above 0
weak,2.5,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.27301958799920034,0.20777414393292054,0.34589451886959965,0.36041968888591375,0.2089865832390433,0.5419612176885611,0.08798623346625434,-0.07796555282558071,0.27873995755268965,0.834625,0.165375,uncertain,above 0
regularizing,0.75,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.2633540215029782,0.2030844739339813,0.33150006165069673,0.14161638194726317,0.05998914764515698,0.26915364591322,-0.12205108513040669,-0.22230120014510493,0.010941039649701318,0.035875,0.964125,uncertain,below 0
primary,1.5,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.26947916064621213,0.2049982471439,0.34044717331585256,0.10861697210168769,0.035386981739404987,0.2397152662709803,-0.15887882081184251,-0.2622458845615226,-0.016459132376841146,0.014375,0.985625,reduced upper-end concentration under Anchor,below 0
weak,2.5,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.27301958799920034,0.20777414393292054,0.34589451886959965,0.09815195796650267,0.02655806682745324,0.23408679034215302,-0.172779175868852,-0.2786966167025199,-0.0297089184011606,0.01175,0.98825,reduced upper-end concentration under Anchor,below 0
regularizing,0.75,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.4307699039544301,0.35737130686207846,0.5029462634049496,0.45961984292310315,0.3030281102721357,0.6182164336652283,0.028955096230102007,-0.13701466461517653,0.19410417872964847,0.634625,0.365375,uncertain,above 0
primary,1.5,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.4237926966472885,0.34816391645400036,0.501019840137838,0.46446522059976936,0.30260685174918,0.6332486868577422,0.04072585508549981,-0.13849366102020252,0.22094604497181397,0.6695,0.3305,uncertain,above 0
weak,2.5,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.4212216870969615,0.34685639621480713,0.4998668562068224,0.4639656689740825,0.2966458164100901,0.6406809015647177,0.04269023112311843,-0.14190276966401022,0.23026355939623566,0.671,0.329,uncertain,above 0
regularizing,0.75,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.4307699039544301,0.35737130686207846,0.5029462634049496,0.37779518737068857,0.23506002452667735,0.5386529083273244,-0.05248150449722927,-0.2071295712505286,0.1121866807795866,0.264,0.736,uncertain,below 0
primary,1.5,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.4237926966472885,0.34816391645400036,0.501019840137838,0.36740365824965443,0.213787221353285,0.5425966423780201,-0.054841814536913225,-0.23133578667801297,0.1328989188425784,0.27125,0.72875,uncertain,below 0
weak,2.5,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.4212216870969615,0.34685639621480713,0.4998668562068224,0.36451182636483054,0.20738948247717295,0.5440926218167342,-0.05536672195094283,-0.22958106638625483,0.13923381610231264,0.282625,0.717375,uncertain,below 0
regularizing,0.75,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.1738724166226263,0.12474170910398885,0.23256198484189997,0.1647336877388082,0.07529410391959684,0.298212772113032,-0.010009684199466518,-0.10995391945736928,0.1282567673133554,0.435875,0.564125,uncertain,below 0
primary,1.5,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.15650151459759565,0.10718164212979936,0.21790004588412082,0.15968367138065892,0.06335587245844321,0.31114424504139887,0.003640491647826205,-0.11067988627881668,0.16043612198470047,0.518875,0.481125,uncertain,above 0
weak,2.5,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.15163669498003585,0.10023487862015418,0.2135141717812409,0.1589812659060139,0.05968928730067027,0.31453686749595866,0.008734120490752173,-0.11055572475880926,0.16940800339677242,0.54675,0.45325,uncertain,above 0
regularizing,0.75,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.1738724166226263,0.12474170910398885,0.23256198484189997,0.3452701331886068,0.20664264746110533,0.5018039683887486,0.17006514476592355,0.02487046150019365,0.32778344196306536,0.98825,0.01175,greater upper-end concentration under Anchor,above 0
primary,1.5,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.15650151459759565,0.10718164212979936,0.21790004588412082,0.3783015774194482,0.22417214871519325,0.5549448138663077,0.2209098650203442,0.05618399416184138,0.40559124758223586,0.996625,0.003375,greater upper-end concentration under Anchor,above 0
weak,2.5,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.15163669498003585,0.10023487862015418,0.2135141717812409,0.38931539122063097,0.23221305781502427,0.5677705782438771,0.237592812380231,0.0682452958123313,0.4249079292612555,0.99775,0.00225,greater upper-end concentration under Anchor,above 0
regularizing,0.75,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.3726244398421997,0.30312663416832353,0.44631916720749343,0.18462284628534953,0.08785323910196745,0.3221546912559086,-0.18682301919396144,-0.30370974868350503,-0.04143696505070942,0.008375,0.991625,reduced upper-end concentration under Anchor,below 0
primary,1.5,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.3766014210686695,0.3018394082834099,0.45481025407180226,0.14451300101983422,0.053203178796593933,0.29183149560518423,-0.23064619849053575,-0.35008589477614616,-0.07205711666397577,0.004125,0.995875,reduced upper-end concentration under Anchor,below 0
weak,2.5,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.3789557625934823,0.30512738367209846,0.45732087629363594,0.1330586738202741,0.044924108059247854,0.2803124241399157,-0.24319115867048546,-0.3619293280038435,-0.08501763059775416,0.002125,0.997875,reduced upper-end concentration under Anchor,below 0
regularizing,0.75,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.3726244398421997,0.30312663416832353,0.44631916720749343,0.4208666428731265,0.26930171584050033,0.5856580881381785,0.048554649940342975,-0.11201066569013717,0.21931040355532577,0.715125,0.284875,uncertain,above 0
primary,1.5,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.3766014210686695,0.3018394082834099,0.45481025407180226,0.4286725713353764,0.2624879406546503,0.6043769707096943,0.05103730149549446,-0.13254538504575308,0.2441118780186927,0.707,0.293,uncertain,above 0
weak,2.5,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.3789557625934823,0.30512738367209846,0.45732087629363594,0.4299956573721276,0.2604636478896597,0.6133891594407713,0.0509234982632813,-0.1361667864508878,0.24889299571814127,0.705125,0.294875,uncertain,above 0
regularizing,0.75,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.419143219589575,0.34722862755348444,0.4936600361734051,0.347751969892532,0.21029196407557005,0.512327302775857,-0.06948395258024836,-0.22290292262157643,0.10007865237721364,0.206625,0.793375,uncertain,below 0
primary,1.5,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.4154088709052482,0.33872761032764864,0.49419182244496596,0.333795342701497,0.1873532113431847,0.510535866031339,-0.08037520936835107,-0.24345499118181776,0.10566437936514433,0.194375,0.805625,uncertain,below 0
weak,2.5,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.413946826381668,0.33760590986799677,0.4941504330534219,0.3307715946324338,0.18170528149798396,0.5089299942508757,-0.08332686407074424,-0.2496422326337466,0.10766990200753584,0.195125,0.804875,uncertain,below 0
regularizing,0.75,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.419143219589575,0.34722862755348444,0.4936600361734051,0.40156368211968557,0.25655489634870793,0.561207785021015,-0.0157131726046727,-0.17596117221471336,0.14792489021599053,0.425375,0.574625,uncertain,below 0
primary,1.5,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.4154088709052482,0.33872761032764864,0.49419182244496596,0.3978491978107184,0.2429657988330394,0.5716708813487292,-0.016039961150190907,-0.1891597366533786,0.1675848449560347,0.432375,0.567625,uncertain,below 0
weak,2.5,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.413946826381668,0.33760590986799677,0.4941504330534219,0.39788506618453573,0.23710201840142361,0.5758724401744891,-0.015374195996372686,-0.19326390719081996,0.17324941171069874,0.435625,0.564375,uncertain,below 0
regularizing,0.75,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6755849161067347,0.6045294067311353,0.7426732224870846,0.5888919447940679,0.42753482019614775,0.73967307240732,-0.08589600292041777,-0.25334996987179714,0.0724879063422281,0.15325,0.84675,uncertain,below 0
primary,1.5,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6880146750490618,0.614349249963886,0.7559287073338218,0.5773154849691449,0.4020217795416919,0.7383779768895719,-0.10856834228842299,-0.29889032487284956,0.06255139271809128,0.11175,0.88825,uncertain,below 0
weak,2.5,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6911323493332989,0.6148125988872551,0.7605606806786787,0.5694861003035285,0.39307019585275815,0.7338663763289184,-0.11993982674742398,-0.31056606531200515,0.06053996360221279,0.100625,0.899375,uncertain,below 0
regularizing,0.75,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6755849161067347,0.6045294067311353,0.7426732224870846,0.5904827742652693,0.4301775340479834,0.738790391683578,-0.08495226261333277,-0.25320706465999254,0.07294934063514581,0.153125,0.846875,uncertain,below 0
primary,1.5,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6880146750490618,0.614349249963886,0.7559287073338218,0.5751659307192971,0.40241411463555465,0.737932741068886,-0.11200518362584577,-0.2937183300194854,0.0646232415120253,0.11225,0.88775,uncertain,below 0
weak,2.5,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6911323493332989,0.6148125988872551,0.7605606806786787,0.5722835121704786,0.39413827084518765,0.7326453051897146,-0.11867553645231171,-0.30830098150204766,0.056165036635535105,0.099125,0.900875,uncertain,below 0
regularizing,0.75,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.5395300310088235,0.4669551312771472,0.6120110662183743,0.5078210937317369,0.35122132554370156,0.6645571906607707,-0.0328513944371428,-0.20054085923081094,0.13360510664407488,0.358,0.642,uncertain,below 0
primary,1.5,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.540675806792227,0.4604195298194389,0.6177941904032446,0.5014718145202891,0.3334894164877362,0.6721743321404147,-0.03858356060297086,-0.2262670291779029,0.15132544949628968,0.338125,0.661875,uncertain,below 0
weak,2.5,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.5398259173489656,0.4585514364377698,0.6178715827742737,0.5010938306296443,0.32890696538491726,0.6722070525794372,-0.037306798709157485,-0.22475825355341786,0.15101795206475715,0.349,0.651,uncertain,below 0
regularizing,0.75,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.5395300310088235,0.4669551312771472,0.6120110662183743,0.48193870095006425,0.3232579611723433,0.639176128402783,-0.058960875947258073,-0.22756181880596968,0.10949328614823975,0.258,0.742,uncertain,below 0
primary,1.5,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.540675806792227,0.4604195298194389,0.6177941904032446,0.46917755990917287,0.2995715570416688,0.6466753678484134,-0.07145050920866741,-0.2541025992071519,0.12163730860582977,0.240125,0.759875,uncertain,below 0
weak,2.5,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.5398259173489656,0.4585514364377698,0.6178715827742737,0.4692891023618471,0.30191969693225035,0.644339913852103,-0.07050751915684,-0.25661058082124877,0.12005445883320731,0.232125,0.767875,uncertain,below 0
regularizing,0.75,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6765934487008116,0.6048792994905914,0.7431342324723059,0.6463133139738139,0.4817420321732232,0.7865693506614109,-0.030392330507172216,-0.19999696713188458,0.12013173564562095,0.353125,0.646875,uncertain,below 0
primary,1.5,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6777960736406423,0.6029609664877448,0.7487300123800724,0.6385663258162748,0.4644701028319314,0.7904838980745877,-0.03782299088957214,-0.22368623933659468,0.1300522034720925,0.3305,0.6695,uncertain,below 0
weak,2.5,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6792592409039513,0.603103921100324,0.7487828196780231,0.636761678803206,0.45883347345490955,0.7914148711638009,-0.042966386178336646,-0.23343414556932948,0.1313976222218658,0.328,0.672,uncertain,below 0
regularizing,0.75,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6765934487008116,0.6048792994905914,0.7431342324723059,0.5639636694184744,0.4050634740820596,0.7149801606359338,-0.11208091847572554,-0.2802391591213081,0.04838955982076157,0.087875,0.912125,uncertain,below 0
primary,1.5,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6777960736406423,0.6029609664877448,0.7487300123800724,0.5430266715562235,0.37238421215624024,0.7082163606349503,-0.13411736716388,-0.32210782963425894,0.04096300520292963,0.072125,0.927875,uncertain,below 0
weak,2.5,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6792592409039513,0.603103921100324,0.7487828196780231,0.5365237699955092,0.36595699585680985,0.7042879358647021,-0.1416756523418891,-0.327724112194721,0.036317837278705516,0.065625,0.934375,uncertain,below 0
regularizing,0.75,llama,Static protection system,llama__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.5867059776657597,0.5108894417193439,0.6582065327491623,0.6538878217597105,0.49247079375905106,0.7927776457417003,0.06546406928193454,-0.10077626434955159,0.21693076769303346,0.787625,0.212375,uncertain,above 0
primary,1.5,llama,Static protection system,llama__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.5808163509152505,0.5055147597350614,0.6568313252734789,0.6653344113810584,0.4918994690866017,0.8110621460111453,0.08415891962888761,-0.1062142775432338,0.24809284085656474,0.811625,0.188375,uncertain,above 0
weak,2.5,llama,Static protection system,llama__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.5811702895356184,0.5016348752229759,0.6570580006341029,0.6692787520088704,0.48952102061579855,0.81892414830188065,0.08835024794145702,-0.11295247650801132,0.2590514141076792,0.81775,0.18225,uncertain,above 0
regularizing,0.75,llama,Static protection system,llama__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.5867059776657597,0.5108894417193439,0.6582065327491623,0.5179975801232879,0.3549650285846684,0.675896929837853,-0.06889987755608978,-0.2374143356074481,0.09748847713099014,0.218625,0.781375,uncertain,below 0
primary,1.5,llama,Static protection system,llama__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.5808163509152505,0.5055147597350614,0.6568313252734789,0.50766817793814345,0.3359425343741723,0.6749944084928025,-0.07291672271935368,-0.25906735652491836,0.10478816558292113,0.21325,0.78675,uncertain,below 0
weak,2.5,llama,Static protection system,llama__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.5811702895356184,0.5016348752229759,0.6570580006341029,0.5012653387207477,0.32845483487460736,0.6708277939524678,-0.07975889092880939,-0.26933197855333574,0.11023760419805179,0.2115,0.7885,uncertain,below 0
regularizing,0.75,mistral,DC connectors,mistral__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.8994771713394059,0.8523182457954843,0.934480498897074,0.7911498003368124,0.644041311135487,0.8962271370232612,-0.10694609309260966,-0.24945829091395066,0.0018567925683158715,0.0265,0.9735,uncertain,below 0
primary,1.5,mistral,DC connectors,mistral__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9388690780113498,0.8972439636749108,0.967848822037908,0.7630472981555569,0.5946310250717637,0.8869007743132099,-0.17513285524816352,-0.3418438326090369,-0.04535721268225913,0.0025,0.9975,reduced upper-end concentration under Anchor,below 0
weak,2.5,mistral,DC connectors,mistral__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9531072388032357,0.9134292676958387,0.9785252410706142,0.7495244718047878,0.5768019638096687,0.8813327368380406,-0.20217825035506304,-0.37620841718281944,-0.06635986254034207,3.75e-4,0.999625,reduced upper-end concentration under Anchor,below 0
regularizing,0.75,mistral,DC connectors,mistral__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.8994771713394059,0.8523182457954843,0.934480498897074,0.9219120008714454,0.8217052509415463,0.9731584026759116,0.022286561951261108,-0.07455073694387568,0.08599101459477063,0.7055,0.2945,uncertain,above 0
primary,1.5,mistral,DC connectors,mistral__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9388690780113498,0.8972439636749108,0.967848822037908,0.9407609174048365,0.8318764497573549,0.9867228369871028,0.0015985750256317655,-0.10574923089848595,0.06197711211462719,0.515125,0.484875,uncertain,above 0
weak,2.5,mistral,DC connectors,mistral__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9531072388032357,0.9134292676958387,0.9785252410706142,0.9425295961093294,0.828533324726781,0.990307640989424,-0.010164350068516015,-0.12396969204258043,0.0510826660154793,0.398375,0.601625,uncertain,below 0
regularizing,0.75,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.3653339008043669,0.29555308180759066,0.43966128998939435,0.25822407692121463,0.14116587586069582,0.4139441634756152,-0.10588859033983822,-0.24007747164542428,0.05804779447842614,0.095,0.905,uncertain,below 0
primary,1.5,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.39606833887806436,0.3219575337969604,0.47328152761775183,0.23826974258447292,0.11695702024119921,0.4058735471175008,-0.15652171641045243,-0.300501228650914,0.021624124173264907,0.04025,0.95975,uncertain,below 0
weak,2.5,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.4060158053236453,0.3310793720277451,0.48400565221335695,0.23194779312530334,0.10386698054716041,0.4049474365416303,-0.17455445410325104,-0.324621051827356,0.01484502440423886,0.035375,0.964625,uncertain,below 0
regularizing,0.75,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.3653339008043669,0.29555308180759066,0.43966128998939435,0.18279541854795078,0.08750666579219019,0.3201874104232264,-0.18195653167081033,-0.2982024806836368,-0.03412486248892781,0.00875,0.99125,reduced upper-end concentration under Anchor,below 0
primary,1.5,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.39606833887806436,0.3219575337969604,0.47328152761775183,0.14675282666674405,0.05495465003409854,0.29297213555868185,-0.2474032518249215,-0.36751145441764327,-0.08798578101657775,0.00225,0.99775,reduced upper-end concentration under Anchor,below 0
weak,2.5,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.4060158053236453,0.3310793720277451,0.48400565221335695,0.13409768642706238,0.045708645645186355,0.277048545002624,-0.2695974340621472,-0.3895466016294204,-0.11338813381671359,0.001,0.999,reduced upper-end concentration under Anchor,below 0
regularizing,0.75,mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9929476858506003,0.9783581138222853,0.9985452177723093,0.9939769346615115,0.9683033842347626,0.9992419232090347,6.200766345978992e-4,-0.018941428491815373,0.010654538290964697,0.57,0.43,uncertain,above 0
primary,1.5,mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9929624560557959,0.9768700920715341,0.9986320267648516,0.9957815774741678,0.9614810088421046,0.999788390736058,0.001969884018122925,-0.029178489569094593,0.01613211564650542,0.652375,0.347625,uncertain,above 0
